GeographyCode,KS207NI0001,KS207NI0002,KS207NI0003,KS207NI0004,KS207NI0005,KS207NI0006,KS207NI0007,KS207NI0008,KS207NI0009,KS207NI0010,KS207NI0011,KS207NI0012,KS207NI0013,KS207NI0014,KS207NI0015,KS207NI0016,KS207NI0017,KS207NI0018,KS207NI0019,KS207NI0020,KS207NI0021,KS207NI0022,KS207NI0023,KS207NI0024,KS207NI0025,KS207NI0026,KS207NI0027
N00001183,434,414,2,0,1,0,4,4,2,0,0,0,0,7,95.39,0.46,0,0.23,0,0.92,0.92,0.46,0,0,0,0,1.61
N00001184,272,266,0,0,0,0,0,0,2,0,0,3,0,1,97.79,0,0,0,0,0,0,0.74,0,0,1.10,0,0.37
N00001185,262,255,1,0,0,0,0,4,2,0,0,0,0,0,97.33,0.38,0,0,0,0,1.53,0.76,0,0,0,0,0
N00001186,252,230,0,0,0,0,3,6,0,0,0,0,0,13,91.27,0,0,0,0,1.19,2.38,0,0,0,0,0,5.16
N00001187,304,287,0,0,4,0,0,2,1,0,0,0,0,10,94.41,0,0,1.32,0,0,0.66,0.33,0,0,0,0,3.29
N00001188,791,776,1,0,1,0,0,0,3,0,0,0,4,6,98.10,0.13,0,0.13,0,0,0,0.38,0,0,0,0.51,0.76
N00001189,297,286,4,0,0,0,0,0,5,0,0,2,0,0,96.30,1.35,0,0,0,0,0,1.68,0,0,0.67,0,0
N00001190,261,248,1,0,0,0,0,0,9,0,0,0,0,3,95.02,0.38,0,0,0,0,0,3.45,0,0,0,0,1.15
N00001191,237,220,7,6,0,0,0,0,0,0,0,0,0,4,92.83,2.95,2.53,0,0,0,0,0,0,0,0,0,1.69
N00001192,248,231,2,0,0,0,0,2,12,0,0,0,0,1,93.15,0.81,0,0,0,0,0.81,4.84,0,0,0,0,0.40
N00001193,228,211,6,5,0,0,2,0,0,0,0,0,0,4,92.54,2.63,2.19,0,0,0.88,0,0,0,0,0,0,1.75
N00001194,260,257,2,0,0,0,0,0,0,0,0,0,0,1,98.85,0.77,0,0,0,0,0,0,0,0,0,0,0.38
N00001195,175,161,2,0,0,0,0,0,9,0,0,0,0,3,92.00,1.14,0,0,0,0,0,5.14,0,0,0,0,1.71
N00001196,341,335,6,0,0,0,0,0,0,0,0,0,0,0,98.24,1.76,0,0,0,0,0,0,0,0,0,0,0
N00001197,245,221,11,0,2,0,4,0,2,0,0,0,0,5,90.20,4.49,0,0.82,0,1.63,0,0.82,0,0,0,0,2.04
N00001198,441,428,10,0,1,0,0,0,2,0,0,0,0,0,97.05,2.27,0,0.23,0,0,0,0.45,0,0,0,0,0
N00001199,184,173,7,0,0,0,0,0,0,0,0,0,0,4,94.02,3.80,0,0,0,0,0,0,0,0,0,0,2.17
N00001200,377,372,0,0,3,0,0,0,0,0,0,0,0,2,98.67,0,0,0.80,0,0,0,0,0,0,0,0,0.53
N00001201,298,287,1,0,3,0,0,0,4,0,0,2,0,1,96.31,0.34,0,1.01,0,0,0,1.34,0,0,0.67,0,0.34
N00001202,297,286,2,0,7,0,0,0,0,0,0,0,0,2,96.30,0.67,0,2.36,0,0,0,0,0,0,0,0,0.67
N00001203,301,292,0,0,8,0,0,0,0,0,0,0,0,1,97.01,0,0,2.66,0,0,0,0,0,0,0,0,0.33
N00001204,931,899,1,0,16,0,0,0,4,0,0,7,2,2,96.56,0.11,0,1.72,0,0,0,0.43,0,0,0.75,0.21,0.21
N00001205,541,522,0,0,16,0,0,0,3,0,0,0,0,0,96.49,0,0,2.96,0,0,0,0.55,0,0,0,0,0
N00001206,220,214,0,0,5,0,0,0,0,0,0,0,0,1,97.27,0,0,2.27,0,0,0,0,0,0,0,0,0.45
N00001207,391,380,0,0,10,0,0,0,0,0,0,0,0,1,97.19,0,0,2.56,0,0,0,0,0,0,0,0,0.26
N00001208,326,322,0,0,3,0,0,0,0,0,0,0,0,1,98.77,0,0,0.92,0,0,0,0,0,0,0,0,0.31
N00001209,248,244,0,0,4,0,0,0,0,0,0,0,0,0,98.39,0,0,1.61,0,0,0,0,0,0,0,0,0
N00001210,326,322,3,0,1,0,0,0,0,0,0,0,0,0,98.77,0.92,0,0.31,0,0,0,0,0,0,0,0,0
N00001211,272,262,0,0,10,0,0,0,0,0,0,0,0,0,96.32,0,0,3.68,0,0,0,0,0,0,0,0,0
N00001212,292,283,0,2,7,0,0,0,0,0,0,0,0,0,96.92,0,0.68,2.40,0,0,0,0,0,0,0,0,0
N00001213,289,277,1,0,11,0,0,0,0,0,0,0,0,0,95.85,0.35,0,3.81,0,0,0,0,0,0,0,0,0
N00001214,275,248,0,0,23,0,0,0,0,0,0,0,0,4,90.18,0,0,8.36,0,0,0,0,0,0,0,0,1.45
N00001215,269,245,3,0,21,0,0,0,0,0,0,0,0,0,91.08,1.12,0,7.81,0,0,0,0,0,0,0,0,0
N00001216,388,370,0,0,17,0,0,0,0,0,0,0,0,1,95.36,0,0,4.38,0,0,0,0,0,0,0,0,0.26
N00001217,385,372,5,0,0,0,2,0,0,0,0,0,0,6,96.62,1.30,0,0,0,0.52,0,0,0,0,0,0,1.56
N00001218,266,263,2,0,0,0,0,0,0,0,0,0,0,1,98.87,0.75,0,0,0,0,0,0,0,0,0,0,0.38
N00001219,290,283,1,2,2,0,0,0,0,0,0,0,0,2,97.59,0.34,0.69,0.69,0,0,0,0,0,0,0,0,0.69
N00001220,215,208,3,0,4,0,0,0,0,0,0,0,0,0,96.74,1.40,0,1.86,0,0,0,0,0,0,0,0,0
N00001221,249,248,0,0,0,0,0,0,0,0,0,0,0,1,99.60,0,0,0,0,0,0,0,0,0,0,0,0.40
N00001222,206,203,0,0,0,0,0,0,0,0,0,0,0,3,98.54,0,0,0,0,0,0,0,0,0,0,0,1.46
N00001223,289,289,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001224,255,250,4,0,0,0,0,0,0,0,0,0,0,1,98.04,1.57,0,0,0,0,0,0,0,0,0,0,0.39
N00001225,229,226,0,0,0,0,0,0,0,0,0,0,0,3,98.69,0,0,0,0,0,0,0,0,0,0,0,1.31
N00001226,227,222,0,0,0,0,0,1,0,2,0,0,0,2,97.80,0,0,0,0,0,0.44,0,0.88,0,0,0,0.88
N00001227,239,239,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001228,202,202,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001229,246,245,0,0,0,0,0,0,0,0,0,0,0,1,99.59,0,0,0,0,0,0,0,0,0,0,0,0.41
N00001230,289,287,1,0,0,0,0,0,0,0,0,0,1,0,99.31,0.35,0,0,0,0,0,0,0,0,0,0.35,0
N00001231,388,375,0,0,11,0,0,0,0,0,0,0,0,2,96.65,0,0,2.84,0,0,0,0,0,0,0,0,0.52
N00001232,363,349,4,0,10,0,0,0,0,0,0,0,0,0,96.14,1.10,0,2.75,0,0,0,0,0,0,0,0,0
N00001233,401,393,0,0,5,0,2,0,0,0,0,0,0,1,98.00,0,0,1.25,0,0.50,0,0,0,0,0,0,0.25
N00001234,332,322,0,0,6,0,0,0,0,0,0,3,0,1,96.99,0,0,1.81,0,0,0,0,0,0,0.90,0,0.30
N00001235,911,900,0,0,7,1,0,0,0,0,0,0,0,3,98.79,0,0,0.77,0.11,0,0,0,0,0,0,0,0.33
N00001236,349,337,2,0,9,0,0,0,0,0,0,0,0,1,96.56,0.57,0,2.58,0,0,0,0,0,0,0,0,0.29
N00001237,283,275,1,0,7,0,0,0,0,0,0,0,0,0,97.17,0.35,0,2.47,0,0,0,0,0,0,0,0,0
N00001238,285,275,0,0,10,0,0,0,0,0,0,0,0,0,96.49,0,0,3.51,0,0,0,0,0,0,0,0,0
N00001239,307,301,2,0,4,0,0,0,0,0,0,0,0,0,98.05,0.65,0,1.30,0,0,0,0,0,0,0,0,0
N00001240,1047,1021,5,0,20,0,0,0,0,0,0,0,0,1,97.52,0.48,0,1.91,0,0,0,0,0,0,0,0,0.10
N00001241,339,334,0,0,2,0,0,0,0,0,0,0,0,3,98.53,0,0,0.59,0,0,0,0,0,0,0,0,0.88
N00001242,319,307,0,0,9,0,0,0,0,0,0,0,0,3,96.24,0,0,2.82,0,0,0,0,0,0,0,0,0.94
N00001243,271,266,0,0,5,0,0,0,0,0,0,0,0,0,98.15,0,0,1.85,0,0,0,0,0,0,0,0,0
N00001244,323,315,1,0,5,0,0,0,0,0,0,0,0,2,97.52,0.31,0,1.55,0,0,0,0,0,0,0,0,0.62
N00001245,312,301,0,0,9,0,0,0,0,0,0,0,0,2,96.47,0,0,2.88,0,0,0,0,0,0,0,0,0.64
N00001246,573,538,18,1,0,1,0,0,0,5,0,0,1,9,93.89,3.14,0.17,0,0.17,0,0,0,0.87,0,0,0.17,1.57
N00001247,235,235,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001248,403,400,2,0,0,0,0,0,0,0,0,0,0,1,99.26,0.50,0,0,0,0,0,0,0,0,0,0,0.25
N00001249,395,388,7,0,0,0,0,0,0,0,0,0,0,0,98.23,1.77,0,0,0,0,0,0,0,0,0,0,0
N00001250,436,432,0,0,2,1,0,0,0,0,0,0,0,1,99.08,0,0,0.46,0.23,0,0,0,0,0,0,0,0.23
N00001251,315,308,0,0,0,0,0,0,6,0,0,0,0,1,97.78,0,0,0,0,0,0,1.90,0,0,0,0,0.32
N00001252,308,290,9,0,2,2,0,0,2,0,0,0,0,3,94.16,2.92,0,0.65,0.65,0,0,0.65,0,0,0,0,0.97
N00001253,227,221,0,0,0,0,0,0,4,0,0,0,0,2,97.36,0,0,0,0,0,0,1.76,0,0,0,0,0.88
N00001254,304,304,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001255,268,267,0,0,0,0,0,0,0,0,0,0,0,1,99.63,0,0,0,0,0,0,0,0,0,0,0,0.37
N00001256,255,255,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001257,226,224,0,0,0,0,0,0,2,0,0,0,0,0,99.12,0,0,0,0,0,0,0.88,0,0,0,0,0
N00001258,233,228,1,0,0,0,0,0,0,0,2,0,0,2,97.85,0.43,0,0,0,0,0,0,0,0.86,0,0,0.86
N00001259,272,265,0,0,0,0,0,0,7,0,0,0,0,0,97.43,0,0,0,0,0,0,2.57,0,0,0,0,0
N00001260,337,334,0,0,0,1,0,0,0,1,0,0,0,1,99.11,0,0,0,0.30,0,0,0,0.30,0,0,0,0.30
N00001261,240,239,0,1,0,0,0,0,0,0,0,0,0,0,99.58,0,0.42,0,0,0,0,0,0,0,0,0,0
N00001262,368,364,1,0,0,0,0,0,0,0,0,0,0,3,98.91,0.27,0,0,0,0,0,0,0,0,0,0,0.82
N00001263,278,267,2,0,0,0,4,0,0,0,0,0,0,5,96.04,0.72,0,0,0,1.44,0,0,0,0,0,0,1.80
N00001264,178,153,20,0,0,0,2,0,0,0,0,0,0,3,85.96,11.24,0,0,0,1.12,0,0,0,0,0,0,1.69
N00001265,916,814,20,0,0,1,2,1,2,0,0,0,0,76,88.86,2.18,0,0,0.11,0.22,0.11,0.22,0,0,0,0,8.30
N00001266,178,178,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001267,314,311,0,0,0,0,0,0,0,0,0,0,0,3,99.04,0,0,0,0,0,0,0,0,0,0,0,0.96
N00001268,276,269,6,0,0,0,0,0,0,0,0,0,0,1,97.46,2.17,0,0,0,0,0,0,0,0,0,0,0.36
N00001269,495,421,44,1,2,0,0,2,0,1,0,8,0,16,85.05,8.89,0.20,0.40,0,0,0.40,0,0.20,0,1.62,0,3.23
N00001270,262,242,5,0,0,0,4,0,0,0,0,4,0,7,92.37,1.91,0,0,0,1.53,0,0,0,0,1.53,0,2.67
N00001271,1418,1263,90,0,2,1,14,3,2,0,0,4,0,39,89.07,6.35,0,0.14,0.07,0.99,0.21,0.14,0,0,0.28,0,2.75
N00001272,213,202,3,0,0,0,0,0,4,0,0,0,0,4,94.84,1.41,0,0,0,0,0,1.88,0,0,0,0,1.88
N00001273,211,201,0,0,0,3,0,0,0,1,0,0,0,6,95.26,0,0,0,1.42,0,0,0,0.47,0,0,0,2.84
N00001274,228,227,0,0,0,0,0,0,0,0,0,0,0,1,99.56,0,0,0,0,0,0,0,0,0,0,0,0.44
N00001275,204,197,5,0,0,0,1,0,0,0,0,0,0,1,96.57,2.45,0,0,0,0.49,0,0,0,0,0,0,0.49
N00001276,208,208,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001277,252,246,0,0,0,0,0,2,0,0,0,0,0,4,97.62,0,0,0,0,0,0.79,0,0,0,0,0,1.59
N00001278,275,269,2,0,1,0,0,2,0,0,1,0,0,0,97.82,0.73,0,0.36,0,0,0.73,0,0,0.36,0,0,0
N00001279,163,162,0,0,0,0,0,0,0,0,0,0,0,1,99.39,0,0,0,0,0,0,0,0,0,0,0,0.61
N00001280,205,201,0,0,0,0,0,0,0,0,0,0,0,4,98.05,0,0,0,0,0,0,0,0,0,0,0,1.95
N00001281,325,320,0,0,1,0,0,0,0,0,0,0,0,4,98.46,0,0,0.31,0,0,0,0,0,0,0,0,1.23
N00001282,320,312,2,0,0,0,0,2,0,0,0,0,0,4,97.50,0.63,0,0,0,0,0.63,0,0,0,0,0,1.25
N00001283,326,325,0,0,0,0,0,0,0,0,0,0,0,1,99.69,0,0,0,0,0,0,0,0,0,0,0,0.31
N00001284,341,330,5,0,0,0,0,4,0,0,0,0,0,2,96.77,1.47,0,0,0,0,1.17,0,0,0,0,0,0.59
N00001285,310,307,0,0,0,0,0,0,0,0,1,0,0,2,99.03,0,0,0,0,0,0,0,0,0.32,0,0,0.65
N00001286,332,322,4,2,0,0,3,0,0,0,0,0,0,1,96.99,1.20,0.60,0,0,0.90,0,0,0,0,0,0,0.30
N00001287,289,289,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001288,282,281,1,0,0,0,0,0,0,0,0,0,0,0,99.65,0.35,0,0,0,0,0,0,0,0,0,0,0
N00001289,282,279,0,0,0,0,0,0,0,0,0,0,0,3,98.94,0,0,0,0,0,0,0,0,0,0,0,1.06
N00001290,312,309,0,0,0,0,0,0,1,0,0,0,0,2,99.04,0,0,0,0,0,0,0.32,0,0,0,0,0.64
N00001291,328,323,1,0,4,0,0,0,0,0,0,0,0,0,98.48,0.30,0,1.22,0,0,0,0,0,0,0,0,0
N00001292,832,821,2,0,5,0,0,0,0,0,0,0,0,4,98.68,0.24,0,0.60,0,0,0,0,0,0,0,0,0.48
N00001293,349,337,0,0,11,0,0,0,0,0,0,0,0,1,96.56,0,0,3.15,0,0,0,0,0,0,0,0,0.29
N00001294,326,325,0,0,1,0,0,0,0,0,0,0,0,0,99.69,0,0,0.31,0,0,0,0,0,0,0,0,0
N00001295,303,302,0,0,1,0,0,0,0,0,0,0,0,0,99.67,0,0,0.33,0,0,0,0,0,0,0,0,0
N00001296,264,258,3,0,2,0,0,0,0,0,0,0,0,1,97.73,1.14,0,0.76,0,0,0,0,0,0,0,0,0.38
N00001297,377,365,0,0,7,0,0,0,0,0,0,0,0,5,96.82,0,0,1.86,0,0,0,0,0,0,0,0,1.33
N00001298,374,348,18,0,0,0,0,0,0,0,0,0,1,7,93.05,4.81,0,0,0,0,0,0,0,0,0,0.27,1.87
N00001299,305,294,7,0,1,0,3,0,0,0,0,0,0,0,96.39,2.30,0,0.33,0,0.98,0,0,0,0,0,0,0
N00001300,285,283,0,0,1,0,0,0,0,0,0,0,0,1,99.30,0,0,0.35,0,0,0,0,0,0,0,0,0.35
N00001301,365,362,1,0,1,0,0,0,0,0,0,0,0,1,99.18,0.27,0,0.27,0,0,0,0,0,0,0,0,0.27
N00001302,720,708,0,0,7,1,0,0,0,0,3,0,0,1,98.33,0,0,0.97,0.14,0,0,0,0,0.42,0,0,0.14
N00001303,325,318,0,0,6,0,0,0,0,0,0,0,0,1,97.85,0,0,1.85,0,0,0,0,0,0,0,0,0.31
N00001304,316,315,0,0,1,0,0,0,0,0,0,0,0,0,99.68,0,0,0.32,0,0,0,0,0,0,0,0,0
N00001305,322,317,0,0,3,0,0,0,2,0,0,0,0,0,98.45,0,0,0.93,0,0,0,0.62,0,0,0,0,0
N00001306,205,200,3,0,0,0,0,0,0,0,0,0,0,2,97.56,1.46,0,0,0,0,0,0,0,0,0,0,0.98
N00001307,301,292,1,0,7,0,0,0,0,0,0,0,0,1,97.01,0.33,0,2.33,0,0,0,0,0,0,0,0,0.33
N00001308,469,459,2,0,0,1,1,2,1,0,0,0,0,3,97.87,0.43,0,0,0.21,0.21,0.43,0.21,0,0,0,0,0.64
N00001309,342,337,2,0,0,0,0,0,0,0,0,0,0,3,98.54,0.58,0,0,0,0,0,0,0,0,0,0,0.88
N00001310,911,868,6,0,7,0,1,7,5,1,1,8,3,4,95.28,0.66,0,0.77,0,0.11,0.77,0.55,0.11,0.11,0.88,0.33,0.44
N00001311,295,277,7,0,3,0,0,0,2,0,0,0,0,6,93.90,2.37,0,1.02,0,0,0,0.68,0,0,0,0,2.03
N00001312,609,567,15,0,6,0,4,0,5,0,0,5,3,4,93.10,2.46,0,0.99,0,0.66,0,0.82,0,0,0.82,0.49,0.66
N00001313,391,326,13,1,2,0,8,0,24,0,0,4,3,10,83.38,3.32,0.26,0.51,0,2.05,0,6.14,0,0,1.02,0.77,2.56
N00001314,385,357,0,0,0,1,1,0,21,0,0,0,0,5,92.73,0,0,0,0.26,0.26,0,5.45,0,0,0,0,1.30
N00001315,242,239,0,0,0,0,0,0,0,0,0,0,0,3,98.76,0,0,0,0,0,0,0,0,0,0,0,1.24
N00001316,336,330,0,0,0,0,0,0,2,0,0,0,0,4,98.21,0,0,0,0,0,0,0.60,0,0,0,0,1.19
N00001317,260,259,1,0,0,0,0,0,0,0,0,0,0,0,99.62,0.38,0,0,0,0,0,0,0,0,0,0,0
N00001318,265,253,6,0,0,0,1,0,0,0,0,0,0,5,95.47,2.26,0,0,0,0.38,0,0,0,0,0,0,1.89
N00001319,278,272,5,0,1,0,0,0,0,0,0,0,0,0,97.84,1.80,0,0.36,0,0,0,0,0,0,0,0,0
N00001320,241,241,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001321,270,265,2,2,1,0,0,0,0,0,0,0,0,0,98.15,0.74,0.74,0.37,0,0,0,0,0,0,0,0,0
N00001322,255,253,0,0,0,0,0,0,0,0,0,0,2,0,99.22,0,0,0,0,0,0,0,0,0,0,0.78,0
N00001323,288,271,13,0,1,0,0,0,0,0,0,0,0,3,94.10,4.51,0,0.35,0,0,0,0,0,0,0,0,1.04
N00001324,235,228,0,0,0,0,0,0,5,0,0,0,0,2,97.02,0,0,0,0,0,0,2.13,0,0,0,0,0.85
N00001325,1238,1209,14,0,2,0,0,2,2,0,0,0,0,9,97.66,1.13,0,0.16,0,0,0.16,0.16,0,0,0,0,0.73
N00001326,351,347,0,0,0,0,0,0,0,0,0,0,0,4,98.86,0,0,0,0,0,0,0,0,0,0,0,1.14
N00001327,324,321,0,0,0,0,0,0,0,0,0,0,0,3,99.07,0,0,0,0,0,0,0,0,0,0,0,0.93
N00001328,1013,983,8,0,0,0,0,1,0,0,0,3,0,18,97.04,0.79,0,0,0,0,0.10,0,0,0,0.30,0,1.78
N00001329,275,267,0,2,1,0,0,2,0,0,0,0,0,3,97.09,0,0.73,0.36,0,0,0.73,0,0,0,0,0,1.09
N00001330,314,308,0,0,6,0,0,0,0,0,0,0,0,0,98.09,0,0,1.91,0,0,0,0,0,0,0,0,0
N00001331,268,265,0,0,1,0,0,0,0,0,0,0,0,2,98.88,0,0,0.37,0,0,0,0,0,0,0,0,0.75
N00001332,180,166,6,0,0,0,1,1,2,0,0,0,0,4,92.22,3.33,0,0,0,0.56,0.56,1.11,0,0,0,0,2.22
N00001333,324,319,0,0,0,0,0,0,0,0,0,0,0,5,98.46,0,0,0,0,0,0,0,0,0,0,0,1.54
N00001334,344,313,0,0,0,0,0,17,0,0,0,0,0,14,90.99,0,0,0,0,0,4.94,0,0,0,0,0,4.07
N00001335,189,175,2,0,0,0,0,0,0,0,0,0,0,12,92.59,1.06,0,0,0,0,0,0,0,0,0,0,6.35
N00001336,309,302,2,0,0,0,0,0,2,0,0,0,0,3,97.73,0.65,0,0,0,0,0,0.65,0,0,0,0,0.97
N00001337,288,283,0,0,0,0,0,0,0,0,0,0,1,4,98.26,0,0,0,0,0,0,0,0,0,0,0.35,1.39
N00001338,288,269,0,0,0,0,0,0,11,0,0,2,0,6,93.40,0,0,0,0,0,0,3.82,0,0,0.69,0,2.08
N00001339,351,332,0,0,0,0,2,0,11,0,0,0,0,6,94.59,0,0,0,0,0.57,0,3.13,0,0,0,0,1.71
N00001340,751,713,6,0,0,2,0,0,4,0,0,7,0,19,94.94,0.80,0,0,0.27,0,0,0.53,0,0,0.93,0,2.53
N00001341,317,311,0,0,3,0,1,0,0,1,0,0,0,1,98.11,0,0,0.95,0,0.32,0,0,0.32,0,0,0,0.32
N00001342,381,372,4,0,0,0,0,0,0,0,0,0,0,5,97.64,1.05,0,0,0,0,0,0,0,0,0,0,1.31
N00001343,287,275,0,0,9,0,1,0,0,1,0,0,0,1,95.82,0,0,3.14,0,0.35,0,0,0.35,0,0,0,0.35
N00001344,323,308,0,0,14,0,0,0,0,0,0,0,0,1,95.36,0,0,4.33,0,0,0,0,0,0,0,0,0.31
N00001345,246,242,0,0,3,1,0,0,0,0,0,0,0,0,98.37,0,0,1.22,0.41,0,0,0,0,0,0,0,0
N00001346,781,752,0,2,1,1,3,7,2,0,0,7,0,6,96.29,0,0.26,0.13,0.13,0.38,0.90,0.26,0,0,0.90,0,0.77
N00001347,494,483,1,0,3,2,3,0,1,0,0,0,0,1,97.77,0.20,0,0.61,0.40,0.61,0,0.20,0,0,0,0,0.20
N00001348,284,268,0,0,1,1,2,1,0,0,0,7,0,4,94.37,0,0,0.35,0.35,0.70,0.35,0,0,0,2.46,0,1.41
N00001349,238,218,6,0,0,0,0,0,2,1,0,5,1,5,91.60,2.52,0,0,0,0,0,0.84,0.42,0,2.10,0.42,2.10
N00001350,891,875,0,1,8,0,3,0,0,0,0,3,0,1,98.20,0,0.11,0.90,0,0.34,0,0,0,0,0.34,0,0.11
N00001351,371,358,1,0,8,0,0,2,0,0,0,0,0,2,96.50,0.27,0,2.16,0,0,0.54,0,0,0,0,0,0.54
N00001352,295,261,8,1,3,0,0,0,0,0,0,0,11,11,88.47,2.71,0.34,1.02,0,0,0,0,0,0,0,3.73,3.73
N00001353,337,335,1,0,0,0,0,0,0,0,0,0,0,1,99.41,0.30,0,0,0,0,0,0,0,0,0,0,0.30
N00001354,730,713,2,1,9,0,0,0,2,0,0,0,0,3,97.67,0.27,0.14,1.23,0,0,0,0.27,0,0,0,0,0.41
N00001355,275,254,9,0,4,0,0,0,0,0,0,2,0,6,92.36,3.27,0,1.45,0,0,0,0,0,0,0.73,0,2.18
N00001356,273,266,1,0,4,0,0,0,0,0,0,0,1,1,97.44,0.37,0,1.47,0,0,0,0,0,0,0,0.37,0.37
N00001357,145,143,1,0,0,0,0,0,0,0,0,0,0,1,98.62,0.69,0,0,0,0,0,0,0,0,0,0,0.69
N00001358,321,309,5,0,1,2,0,0,0,0,0,0,0,4,96.26,1.56,0,0.31,0.62,0,0,0,0,0,0,0,1.25
N00001359,273,255,12,0,1,2,0,0,0,0,0,0,0,3,93.41,4.40,0,0.37,0.73,0,0,0,0,0,0,0,1.10
N00001360,257,243,8,0,4,1,0,0,0,0,0,0,0,1,94.55,3.11,0,1.56,0.39,0,0,0,0,0,0,0,0.39
N00001361,280,265,5,0,0,0,0,4,0,0,0,0,0,6,94.64,1.79,0,0,0,0,1.43,0,0,0,0,0,2.14
N00001362,281,279,1,0,1,0,0,0,0,0,0,0,0,0,99.29,0.36,0,0.36,0,0,0,0,0,0,0,0,0
N00001363,252,247,0,0,0,0,2,0,0,0,0,0,0,3,98.02,0,0,0,0,0.79,0,0,0,0,0,0,1.19
N00001364,519,473,22,0,0,4,5,1,0,0,0,0,0,14,91.14,4.24,0,0,0.77,0.96,0.19,0,0,0,0,0,2.70
N00001365,362,345,14,0,0,0,0,2,0,0,0,0,0,1,95.30,3.87,0,0,0,0,0.55,0,0,0,0,0,0.28
N00001366,238,219,15,1,0,0,3,0,0,0,0,0,0,0,92.02,6.30,0.42,0,0,1.26,0,0,0,0,0,0,0
N00001367,341,327,3,0,0,0,4,3,0,0,0,0,0,4,95.89,0.88,0,0,0,1.17,0.88,0,0,0,0,0,1.17
N00001368,284,279,3,0,0,1,0,0,0,0,0,0,0,1,98.24,1.06,0,0,0.35,0,0,0,0,0,0,0,0.35
N00001369,355,346,6,0,0,0,0,0,0,0,0,0,0,3,97.46,1.69,0,0,0,0,0,0,0,0,0,0,0.85
N00001370,357,355,1,0,1,0,0,0,0,0,0,0,0,0,99.44,0.28,0,0.28,0,0,0,0,0,0,0,0,0
N00001371,287,286,1,0,0,0,0,0,0,0,0,0,0,0,99.65,0.35,0,0,0,0,0,0,0,0,0,0,0
N00001372,551,541,2,4,0,0,0,1,0,0,0,0,0,3,98.19,0.36,0.73,0,0,0,0.18,0,0,0,0,0,0.54
N00001373,279,279,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001374,288,287,0,0,0,0,0,0,1,0,0,0,0,0,99.65,0,0,0,0,0,0,0.35,0,0,0,0,0
N00001375,332,323,6,0,0,0,0,0,0,0,0,0,0,3,97.29,1.81,0,0,0,0,0,0,0,0,0,0,0.90
N00001376,186,178,1,0,0,0,2,0,0,0,0,3,0,2,95.70,0.54,0,0,0,1.08,0,0,0,0,1.61,0,1.08
N00001377,267,259,0,0,0,0,7,0,0,0,0,0,0,1,97.00,0,0,0,0,2.62,0,0,0,0,0,0,0.37
N00001378,239,239,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0
N00001379,233,228,2,0,0,0,3,0,0,0,0,0,0,0,97.85,0.86,0,0,0,1.29,0,0,0,0,0,0,0
N00001380,370,350,2,0,0,0,1,0,4,0,0,0,0,13,94.59,0.54,0,0,0,0.27,0,1.08,0,0,0,0,3.51
N00001381,378,334,24,0,2,0,0,0,0,0,0,0,1,17,88.36,6.35,0,0.53,0,0,0,0,0,0,0,0.26,4.50
N00001382,306,299,0,0,0,0,0,0,2,0,0,0,0,5,97.71,0,0,0,0,0,0,0.65,0,0,0,0,1.63
N00001383,340,337,0,0,0,0,0,0,0,0,0,0,0,3,99.12,0,0,0,0,0,0,0,0,0,0,0,0.88
N00001384,279,262,12,0,1,0,0,0,0,0,0,2,0,2,93.91,4.30,0,0.36,0,0,0,0,0,0,0.72,0,0.72
N00001385,346,333,2,0,2,0,0,0,2,3,0,0,0,4,96.24,0.58,0,0.58,0,0,0,0.58,0.87,0,0,0,1.16
N00001386,510,442,41,0,1,0,3,0,0,3,0,0,4,16,86.67,8.04,0,0.20,0,0.59,0,0,0.59,0,0,0.78,3.14
N00001387,251,222,14,0,0,0,2,0,0,0,0,0,1,12,88.45,5.58,0,0,0,0.80,0,0,0,0,0,0.40,4.78
N00001388,264,256,7,0,1,0,0,0,0,0,0,0,0,0,96.97,2.65,0,0.38,0,0,0,0,0,0,0,0,0
N00001389,181,166,12,0,0,0,0,0,1,0,0,0,0,2,91.71,6.63,0,0,0,0,0,0.55,0,0,0,0,1.10
