GeographyCode,KS702NI0001,KS702NI0002,KS702NI0003,KS702NI0004,KS702NI0005,KS702NI0006,KS702NI0007,KS702NI0008,KS702NI0009,KS702NI0010,KS702NI0011,KS702NI0012,KS702NI0013,KS702NI0014,KS702NI0015,KS702NI0016,KS702NI0017,KS702NI0018,KS702NI0019,KS702NI0020,KS702NI0021,KS702NI0022,KS702NI0023,KS702NI0024,KS702NI0025,KS702NI0026,KS702NI0027,KS702NI0028,KS702NI0029
N00001294,180,18,6,37,0,59,9,15,6,4,26,0,164,33,16,10,10.00,3.33,20.56,0,32.78,5.00,8.33,3.33,2.22,14.44,0,20.12,62.50
N00001295,201,21,3,40,0,59,25,14,3,2,31,3,181,39,20,4,10.45,1.49,19.90,0,29.35,12.44,6.97,1.49,1.00,15.42,1.49,21.55,20.00
N00001296,139,11,0,33,0,35,27,5,3,2,21,2,116,24,23,9,7.91,0,23.74,0,25.18,19.42,3.60,2.16,1.44,15.11,1.44,20.69,39.13
N00001297,259,18,4,60,2,74,46,12,8,3,31,1,227,49,32,15,6.95,1.54,23.17,0.77,28.57,17.76,4.63,3.09,1.16,11.97,0.39,21.59,46.88
N00001298,217,29,0,58,0,48,37,13,2,1,28,1,133,23,84,35,13.36,0,26.73,0,22.12,17.05,5.99,0.92,0.46,12.90,0.46,17.29,41.67
N00001299,170,16,1,41,3,57,17,11,5,0,18,1,148,34,22,8,9.41,0.59,24.12,1.76,33.53,10.00,6.47,2.94,0,10.59,0.59,22.97,36.36
N00001300,171,14,1,26,0,68,14,21,5,2,18,2,166,26,5,1,8.19,0.58,15.20,0,39.77,8.19,12.28,2.92,1.17,10.53,1.17,15.66,20.00
N00001301,217,17,3,46,0,73,25,13,9,2,29,0,203,42,14,7,7.83,1.38,21.20,0,33.64,11.52,5.99,4.15,0.92,13.36,0,20.69,50.00
N00001302,434,63,5,69,2,61,62,13,33,2,123,1,237,37,197,37,14.52,1.15,15.90,0.46,14.06,14.29,3.00,7.60,0.46,28.34,0.23,15.61,18.78
N00001303,155,12,2,40,1,43,23,3,11,0,20,0,112,27,43,15,7.74,1.29,25.81,0.65,27.74,14.84,1.94,7.10,0,12.90,0,24.11,34.88
N00001304,175,12,1,33,1,51,26,14,13,0,23,1,162,28,13,6,6.86,0.57,18.86,0.57,29.14,14.86,8.00,7.43,0,13.14,0.57,17.28,46.15
N00001305,189,14,4,25,1,55,34,7,13,3,33,0,154,22,35,7,7.41,2.12,13.23,0.53,29.10,17.99,3.70,6.88,1.59,17.46,0,14.29,20.00
N00001306,96,13,0,22,0,22,6,6,7,1,19,0,47,9,49,13,13.54,0,22.92,0,22.92,6.25,6.25,7.29,1.04,19.79,0,19.15,26.53
N00001307,169,20,2,38,3,28,20,7,14,1,34,2,95,18,74,22,11.83,1.18,22.49,1.78,16.57,11.83,4.14,8.28,0.59,20.12,1.18,18.95,29.73
N00001308,271,24,2,34,3,101,55,22,5,1,23,1,254,32,17,4,8.86,0.74,12.55,1.11,37.27,20.30,8.12,1.85,0.37,8.49,0.37,12.60,23.53
N00001309,207,10,2,56,0,58,27,13,2,0,37,2,150,34,57,24,4.83,0.97,27.05,0,28.02,13.04,6.28,0.97,0,17.87,0.97,22.67,42.11
N00001310,642,68,0,130,3,208,112,43,20,1,52,5,544,96,98,34,10.59,0,20.25,0.47,32.40,17.45,6.70,3.12,0.16,8.10,0.78,17.65,34.69
N00001311,170,44,0,38,0,22,20,4,5,1,36,0,75,12,95,26,25.88,0,22.35,0,12.94,11.76,2.35,2.94,0.59,21.18,0,16.00,27.37
N00001312,390,46,1,93,2,88,54,22,13,4,64,3,280,50,110,44,11.79,0.26,23.85,0.51,22.56,13.85,5.64,3.33,1.03,16.41,0.77,17.86,40.00
N00001313,247,28,1,34,0,91,26,25,11,1,29,1,199,19,48,16,11.34,0.40,13.77,0,36.84,10.53,10.12,4.45,0.40,11.74,0.40,9.55,33.33
N00001314,239,22,1,41,5,64,44,11,4,0,47,0,182,26,57,16,9.21,0.42,17.15,2.09,26.78,18.41,4.60,1.67,0,19.67,0,14.29,28.07
N00001315,134,13,2,17,2,46,23,11,3,2,14,1,110,13,24,6,9.70,1.49,12.69,1.49,34.33,17.16,8.21,2.24,1.49,10.45,0.75,11.82,25.00
N00001316,131,18,2,22,1,35,20,4,1,1,27,0,92,13,39,11,13.74,1.53,16.79,0.76,26.72,15.27,3.05,0.76,0.76,20.61,0,14.13,28.21
N00001317,157,14,0,21,2,53,30,11,4,1,21,0,143,19,14,2,8.92,0,13.38,1.27,33.76,19.11,7.01,2.55,0.64,13.38,0,13.29,14.29
N00001318,165,11,2,30,3,61,24,12,1,2,18,1,115,15,50,17,6.67,1.21,18.18,1.82,36.97,14.55,7.27,0.61,1.21,10.91,0.61,13.04,34.00
N00001319,173,10,1,27,3,54,37,21,1,2,17,0,149,20,24,8,5.78,0.58,15.61,1.73,31.21,21.39,12.14,0.58,1.16,9.83,0,13.42,33.33
N00001320,157,12,1,27,3,54,25,15,1,0,19,0,140,25,17,3,7.64,0.64,17.20,1.91,34.39,15.92,9.55,0.64,0,12.10,0,17.86,17.65
N00001321,160,13,2,43,2,40,26,10,1,0,23,0,140,35,20,10,8.13,1.25,26.88,1.25,25.00,16.25,6.25,0.63,0,14.38,0,25.00,50.00
N00001322,135,10,0,35,1,37,17,8,3,1,23,0,98,13,37,22,7.41,0,25.93,0.74,27.41,12.59,5.93,2.22,0.74,17.04,0,13.27,59.46
N00001323,160,5,1,31,2,51,23,14,2,0,31,0,142,27,18,5,3.13,0.63,19.38,1.25,31.87,14.38,8.75,1.25,0,19.38,0,19.01,27.78
N00001324,131,11,0,17,1,50,24,12,3,0,13,0,121,16,10,1,8.40,0,12.98,0.76,38.17,18.32,9.16,2.29,0,9.92,0,13.22,10.00
N00001325,902,92,21,129,1,363,147,67,11,13,55,3,860,129,42,21,10.20,2.33,14.30,0.11,40.24,16.30,7.43,1.22,1.44,6.10,0.33,15.00,50.00
N00001326,235,25,3,29,0,93,54,22,1,3,5,0,235,32,0,0,10.64,1.28,12.34,0,39.57,22.98,9.36,0.43,1.28,2.13,0,13.62,0
N00001327,199,22,1,33,1,74,39,18,0,2,8,1,196,33,3,1,11.06,0.50,16.58,0.50,37.19,19.60,9.05,0,1.01,4.02,0.50,16.84,33.33
N00001328,691,60,6,88,0,269,124,45,2,12,79,6,660,86,31,8,8.68,0.87,12.74,0,38.93,17.95,6.51,0.29,1.74,11.43,0.87,13.03,25.81
N00001329,184,18,1,21,0,90,23,11,2,2,15,1,179,22,5,0,9.78,0.54,11.41,0,48.91,12.50,5.98,1.09,1.09,8.15,0.54,12.29,0
N00001330,223,26,3,21,1,95,41,19,5,1,9,2,219,23,4,1,11.66,1.35,9.42,0.45,42.60,18.39,8.52,2.24,0.45,4.04,0.90,10.50,25.00
N00001331,195,24,4,18,0,74,31,12,4,4,23,1,174,16,13,3,12.31,2.05,9.23,0,37.95,15.90,6.15,2.05,2.05,11.79,0.51,9.20,23.08
N00001332,141,10,2,41,0,40,3,8,2,5,29,1,92,25,49,18,7.09,1.42,29.08,0,28.37,2.13,5.67,1.42,3.55,20.57,0.71,27.17,36.73
N00001333,247,20,1,28,0,95,27,15,3,8,49,1,236,25,11,4,8.10,0.40,11.34,0,38.46,10.93,6.07,1.21,3.24,19.84,0.40,10.59,36.36
N00001334,241,37,4,21,1,78,24,14,4,7,51,0,189,18,18,6,15.35,1.66,8.71,0.41,32.37,9.96,5.81,1.66,2.90,21.16,0,9.52,33.33
N00001335,153,9,4,35,0,53,4,6,0,3,39,0,105,18,48,21,5.88,2.61,22.88,0,34.64,2.61,3.92,0,1.96,25.49,0,17.14,43.75
N00001336,230,24,3,28,0,90,43,12,0,4,26,0,225,31,2,0,10.43,1.30,12.17,0,39.13,18.70,5.22,0,1.74,11.30,0,13.78,0
N00001337,218,16,7,28,1,86,24,14,2,7,33,0,207,31,11,4,7.34,3.21,12.84,0.46,39.45,11.01,6.42,0.92,3.21,15.14,0,14.98,36.36
N00001338,183,20,0,39,0,73,14,13,1,1,22,0,158,28,25,11,10.93,0,21.31,0,39.89,7.65,7.10,0.55,0.55,12.02,0,17.72,44.00
N00001339,209,28,1,40,2,63,25,13,0,0,35,2,177,28,32,13,13.40,0.48,19.14,0.96,30.14,11.96,6.22,0,0,16.75,0.96,15.82,40.63
N00001340,452,47,4,94,1,129,39,27,5,10,95,1,358,72,94,26,10.40,0.88,20.80,0.22,28.54,8.63,5.97,1.11,2.21,21.02,0.22,20.11,27.66
N00001341,224,20,17,25,0,79,39,13,6,4,20,1,211,38,13,4,8.93,7.59,11.16,0,35.27,17.41,5.80,2.68,1.79,8.93,0.45,18.01,30.77
N00001342,259,20,19,40,0,83,43,12,0,2,39,1,254,57,5,2,7.72,7.34,15.44,0,32.05,16.60,4.63,0,0.77,15.06,0.39,22.44,40.00
N00001343,217,8,22,36,1,82,29,9,2,3,25,0,206,53,11,5,3.69,10.14,16.59,0.46,37.79,13.36,4.15,0.92,1.38,11.52,0,25.73,45.45
N00001344,233,11,17,36,1,95,38,8,1,1,23,2,227,49,6,4,4.72,7.30,15.45,0.43,40.77,16.31,3.43,0.43,0.43,9.87,0.86,21.59,66.67
N00001345,144,12,11,16,0,50,19,13,5,1,16,1,141,26,3,1,8.33,7.64,11.11,0,34.72,13.19,9.03,3.47,0.69,11.11,0.69,18.44,33.33
N00001346,563,59,10,94,1,239,53,42,3,12,45,5,539,92,24,12,10.48,1.78,16.70,0.18,42.45,9.41,7.46,0.53,2.13,7.99,0.89,17.07,50.00
N00001347,362,18,13,50,2,159,41,35,4,5,33,2,339,54,23,9,4.97,3.59,13.81,0.55,43.92,11.33,9.67,1.10,1.38,9.12,0.55,15.93,39.13
N00001348,201,15,3,19,0,87,27,20,1,10,19,0,187,16,14,6,7.46,1.49,9.45,0,43.28,13.43,9.95,0.50,4.98,9.45,0,8.56,42.86
N00001349,168,17,14,14,2,61,13,6,5,5,30,1,150,22,18,6,10.12,8.33,8.33,1.19,36.31,7.74,3.57,2.98,2.98,17.86,0.60,14.67,33.33
N00001350,377,57,2,74,1,59,33,13,14,1,122,1,182,28,189,48,15.12,0.53,19.63,0.27,15.65,8.75,3.45,3.71,0.27,32.36,0.27,15.38,25.40
N00001351,183,31,3,43,1,23,10,10,5,1,56,0,91,23,92,23,16.94,1.64,23.50,0.55,12.57,5.46,5.46,2.73,0.55,30.60,0,25.27,25.00
N00001352,161,10,2,27,0,32,8,5,4,1,71,1,76,10,85,19,6.21,1.24,16.77,0,19.88,4.97,3.11,2.48,0.62,44.10,0.62,13.16,22.35
N00001353,127,11,1,31,0,16,9,4,8,4,43,0,48,12,79,20,8.66,0.79,24.41,0,12.60,7.09,3.15,6.30,3.15,33.86,0,25.00,25.32
N00001354,290,38,2,55,0,50,18,11,14,3,94,5,124,15,166,42,13.10,0.69,18.97,0,17.24,6.21,3.79,4.83,1.03,32.41,1.72,12.10,25.30
N00001355,154,18,0,31,1,31,14,3,7,2,47,0,78,14,76,17,11.69,0,20.13,0.65,20.13,9.09,1.95,4.55,1.30,30.52,0,17.95,22.37
N00001356,134,21,2,32,1,21,14,4,1,2,36,0,67,19,67,15,15.67,1.49,23.88,0.75,15.67,10.45,2.99,0.75,1.49,26.87,0,28.36,22.39
N00001357,52,5,1,12,2,14,6,0,3,0,9,0,20,0,32,13,9.62,1.92,23.08,3.85,26.92,11.54,0,5.77,0,17.31,0,0,40.63
N00001358,174,19,4,31,0,25,13,10,12,1,59,0,93,16,81,19,10.92,2.30,17.82,0,14.37,7.47,5.75,6.90,0.57,33.91,0,17.20,23.46
N00001359,177,21,0,43,1,34,9,6,9,5,49,0,82,19,95,24,11.86,0,24.29,0.56,19.21,5.08,3.39,5.08,2.82,27.68,0,23.17,25.26
N00001360,151,17,1,32,1,25,13,9,4,3,46,0,72,9,79,24,11.26,0.66,21.19,0.66,16.56,8.61,5.96,2.65,1.99,30.46,0,12.50,30.38
N00001361,161,23,3,25,0,31,15,1,10,0,52,1,93,16,68,12,14.29,1.86,15.53,0,19.25,9.32,0.62,6.21,0,32.30,0.62,17.20,17.65
N00001362,133,18,0,26,0,22,7,6,7,1,46,0,70,9,63,17,13.53,0,19.55,0,16.54,5.26,4.51,5.26,0.75,34.59,0,12.86,26.98
N00001363,171,20,0,16,1,63,20,9,3,5,34,0,160,14,11,2,11.70,0,9.36,0.58,36.84,11.70,5.26,1.75,2.92,19.88,0,8.75,18.18
N00001364,377,34,2,55,4,137,27,37,8,9,64,0,326,45,51,12,9.02,0.53,14.59,1.06,36.34,7.16,9.81,2.12,2.39,16.98,0,13.80,23.53
N00001365,270,13,1,33,1,143,36,15,2,5,19,2,248,28,22,6,4.81,0.37,12.22,0.37,52.96,13.33,5.56,0.74,1.85,7.04,0.74,11.29,27.27
N00001366,170,11,0,30,2,66,13,12,0,9,27,0,157,22,13,8,6.47,0,17.65,1.18,38.82,7.65,7.06,0,5.29,15.88,0,14.01,61.54
N00001367,206,17,0,29,1,74,23,11,3,3,44,1,151,14,55,15,8.25,0,14.08,0.49,35.92,11.17,5.34,1.46,1.46,21.36,0.49,9.27,27.27
N00001368,180,8,0,29,0,81,26,4,3,6,22,1,173,27,7,2,4.44,0,16.11,0,45.00,14.44,2.22,1.67,3.33,12.22,0.56,15.61,28.57
N00001369,244,24,2,34,1,101,20,15,2,10,34,1,206,28,38,8,9.84,0.82,13.93,0.41,41.39,8.20,6.15,0.82,4.10,13.93,0.41,13.59,21.05
N00001370,208,11,0,11,3,98,29,19,0,3,34,0,204,11,4,0,5.29,0,5.29,1.44,47.12,13.94,9.13,0,1.44,16.35,0,5.39,0
N00001371,216,13,1,37,2,81,19,22,2,1,38,0,214,37,2,1,6.02,0.46,17.13,0.93,37.50,8.80,10.19,0.93,0.46,17.59,0,17.29,50.00
N00001372,379,26,1,41,2,172,61,26,1,7,40,2,371,40,8,2,6.86,0.26,10.82,0.53,45.38,16.09,6.86,0.26,1.85,10.55,0.53,10.78,25.00
N00001373,197,12,0,28,1,86,28,9,1,4,28,0,194,28,3,0,6.09,0,14.21,0.51,43.65,14.21,4.57,0.51,2.03,14.21,0,14.43,0
N00001374,209,14,1,31,0,79,18,16,0,3,46,1,206,29,3,3,6.70,0.48,14.83,0,37.80,8.61,7.66,0,1.44,22.01,0.48,14.08,100.00
N00001375,199,9,2,26,1,85,41,10,0,4,21,0,181,22,18,6,4.52,1.01,13.07,0.50,42.71,20.60,5.03,0,2.01,10.55,0,12.15,33.33
N00001376,127,8,0,19,0,55,15,9,1,4,15,1,117,15,10,4,6.30,0,14.96,0,43.31,11.81,7.09,0.79,3.15,11.81,0.79,12.82,40.00
N00001377,172,8,2,15,3,87,14,7,0,3,29,4,158,13,14,4,4.65,1.16,8.72,1.74,50.58,8.14,4.07,0,1.74,16.86,2.33,8.23,28.57
N00001378,174,15,0,20,0,85,19,12,0,5,18,0,170,19,4,1,8.62,0,11.49,0,48.85,10.92,6.90,0,2.87,10.34,0,11.18,25.00
N00001379,159,13,0,15,2,80,14,6,2,1,26,0,149,10,10,5,8.18,0,9.43,1.26,50.31,8.81,3.77,1.26,0.63,16.35,0,6.71,50.00
N00001380,261,35,2,34,1,73,19,11,1,11,73,1,222,28,39,8,13.41,0.77,13.03,0.38,27.97,7.28,4.21,0.38,4.21,27.97,0.38,12.61,20.51
N00001381,307,31,3,21,1,119,13,24,7,13,75,0,256,17,50,7,10.10,0.98,6.84,0.33,38.76,4.23,7.82,2.28,4.23,24.43,0,6.64,14.00
N00001382,228,20,3,20,0,84,22,20,1,7,50,1,224,22,4,1,8.77,1.32,8.77,0,36.84,9.65,8.77,0.44,3.07,21.93,0.44,9.82,25.00
N00001383,199,22,1,13,1,66,27,15,0,10,43,1,195,14,4,0,11.06,0.50,6.53,0.50,33.17,13.57,7.54,0,5.03,21.61,0.50,7.18,0
N00001384,209,13,0,26,0,83,24,13,0,10,40,0,195,21,14,5,6.22,0,12.44,0,39.71,11.48,6.22,0,4.78,19.14,0,10.77,35.71
N00001385,255,27,1,31,1,79,21,27,3,12,53,0,241,25,14,7,10.59,0.39,12.16,0.39,30.98,8.24,10.59,1.18,4.71,20.78,0,10.37,50.00
N00001386,349,13,1,62,4,131,28,21,4,15,68,2,259,39,90,24,3.72,0.29,17.77,1.15,37.54,8.02,6.02,1.15,4.30,19.48,0.57,15.06,26.67
N00001387,191,16,2,32,1,68,14,12,2,5,39,0,151,21,40,13,8.38,1.05,16.75,0.52,35.60,7.33,6.28,1.05,2.62,20.42,0,13.91,32.50
N00001388,134,11,0,18,1,55,14,5,2,7,20,1,119,14,15,4,8.21,0,13.43,0.75,41.04,10.45,3.73,1.49,5.22,14.93,0.75,11.76,26.67
N00001389,131,7,0,27,0,56,7,9,1,4,20,0,106,17,25,10,5.34,0,20.61,0,42.75,5.34,6.87,0.76,3.05,15.27,0,16.04,40.00
N00001390,207,9,2,17,0,91,33,14,2,14,25,0,201,17,6,2,4.35,0.97,8.21,0,43.96,15.94,6.76,0.97,6.76,12.08,0,8.46,33.33
N00001391,209,11,0,23,0,98,24,17,4,10,21,1,199,20,10,3,5.26,0,11.00,0,46.89,11.48,8.13,1.91,4.78,10.05,0.48,10.05,30.00
N00001392,182,8,2,21,2,69,17,12,3,6,41,1,148,14,34,9,4.40,1.10,11.54,1.10,37.91,9.34,6.59,1.65,3.30,22.53,0.55,9.46,26.47
N00001393,217,15,2,12,2,82,8,18,1,20,57,0,185,12,32,2,6.91,0.92,5.53,0.92,37.79,3.69,8.29,0.46,9.22,26.27,0,6.49,6.25
N00001394,193,10,4,17,0,73,17,12,4,14,42,0,171,17,22,4,5.18,2.07,8.81,0,37.82,8.81,6.22,2.07,7.25,21.76,0,9.94,18.18
N00001395,183,5,2,20,0,76,30,14,0,3,32,1,172,17,11,5,2.73,1.09,10.93,0,41.53,16.39,7.65,0,1.64,17.49,0.55,9.88,45.45
N00001396,504,28,7,26,3,215,22,33,7,21,141,1,411,20,93,13,5.56,1.39,5.16,0.60,42.66,4.37,6.55,1.39,4.17,27.98,0.20,4.87,13.98
N00001397,107,1,0,13,0,52,9,4,0,5,23,0,90,7,17,6,0.93,0,12.15,0,48.60,8.41,3.74,0,4.67,21.50,0,7.78,35.29
N00001398,163,7,2,25,0,66,8,10,4,11,29,1,123,16,40,11,4.29,1.23,15.34,0,40.49,4.91,6.13,2.45,6.75,17.79,0.61,13.01,27.50
N00001399,575,40,2,47,3,279,68,58,4,11,61,2,560,44,15,5,6.96,0.35,8.17,0.52,48.52,11.83,10.09,0.70,1.91,10.61,0.35,7.86,33.33
N00001400,213,24,0,21,0,86,27,23,2,10,19,1,203,19,10,2,11.27,0,9.86,0,40.38,12.68,10.80,0.94,4.69,8.92,0.47,9.36,20.00
N00001401,617,52,1,47,2,277,48,48,3,19,119,1,547,30,70,18,8.43,0.16,7.62,0.32,44.89,7.78,7.78,0.49,3.08,19.29,0.16,5.48,25.71
N00001402,506,35,5,31,0,251,34,34,4,15,95,2,463,29,43,7,6.92,0.99,6.13,0,49.60,6.72,6.72,0.79,2.96,18.77,0.40,6.26,16.28
N00001403,289,30,2,44,0,99,13,11,7,21,61,1,256,41,32,5,10.38,0.69,15.22,0,34.26,4.50,3.81,2.42,7.27,21.11,0.35,16.02,15.63
N00001404,428,40,2,63,1,164,34,19,7,17,78,3,372,46,29,8,9.35,0.47,14.72,0.23,38.32,7.94,4.44,1.64,3.97,18.22,0.70,12.37,27.59
N00001405,133,12,3,15,3,46,14,7,3,7,23,0,115,12,18,6,9.02,2.26,11.28,2.26,34.59,10.53,5.26,2.26,5.26,17.29,0,10.43,33.33
N00001406,137,7,0,19,2,56,15,10,1,2,23,2,118,14,19,5,5.11,0,13.87,1.46,40.88,10.95,7.30,0.73,1.46,16.79,1.46,11.86,26.32
N00001407,177,18,0,25,0,56,6,16,4,10,41,1,144,11,30,13,10.17,0,14.12,0,31.64,3.39,9.04,2.26,5.65,23.16,0.56,7.64,43.33
N00001408,354,25,1,44,3,148,22,22,0,17,70,2,319,35,35,10,7.06,0.28,12.43,0.85,41.81,6.21,6.21,0,4.80,19.77,0.56,10.97,28.57
N00001409,195,21,0,17,0,69,25,8,1,17,37,0,182,15,13,2,10.77,0,8.72,0,35.38,12.82,4.10,0.51,8.72,18.97,0,8.24,15.38
N00001410,194,13,0,26,0,75,23,26,0,4,26,1,187,23,7,3,6.70,0,13.40,0,38.66,11.86,13.40,0,2.06,13.40,0.52,12.30,42.86
N00001411,199,15,0,27,0,85,21,21,3,9,18,0,183,22,16,5,7.54,0,13.57,0,42.71,10.55,10.55,1.51,4.52,9.05,0,12.02,31.25
N00001412,87,8,2,16,0,25,3,5,1,8,19,0,69,11,16,7,9.20,2.30,18.39,0,28.74,3.45,5.75,1.15,9.20,21.84,0,15.94,43.75
N00001413,197,21,1,30,1,76,20,19,0,7,20,2,187,26,10,5,10.66,0.51,15.23,0.51,38.58,10.15,9.64,0,3.55,10.15,1.02,13.90,50.00
N00001414,183,14,0,24,1,81,26,8,1,6,22,0,180,23,3,1,7.65,0,13.11,0.55,44.26,14.21,4.37,0.55,3.28,12.02,0,12.78,33.33
N00001415,133,21,1,27,0,16,7,7,2,1,51,0,77,13,56,15,15.79,0.75,20.30,0,12.03,5.26,5.26,1.50,0.75,38.35,0,16.88,26.79
N00001416,625,54,13,93,0,103,18,16,5,10,307,6,311,44,314,62,8.64,2.08,14.88,0,16.48,2.88,2.56,0.80,1.60,49.12,0.96,14.15,19.75
N00001417,96,8,2,25,0,15,7,4,3,1,31,0,45,9,51,18,8.33,2.08,26.04,0,15.63,7.29,4.17,3.13,1.04,32.29,0,20.00,35.29
N00001418,410,50,8,55,1,83,20,13,5,3,169,3,249,27,159,35,12.20,1.95,13.41,0.24,20.24,4.88,3.17,1.22,0.73,41.22,0.73,10.84,22.01
N00001419,143,13,2,23,0,27,3,8,1,0,65,1,76,10,67,15,9.09,1.40,16.08,0,18.88,2.10,5.59,0.70,0,45.45,0.70,13.16,22.39
N00001420,128,16,1,19,2,21,14,8,3,2,42,0,82,12,46,8,12.50,0.78,14.84,1.56,16.41,10.94,6.25,2.34,1.56,32.81,0,14.63,17.39
N00001421,930,93,15,113,4,191,44,29,10,11,411,9,547,56,383,72,10.00,1.61,12.15,0.43,20.54,4.73,3.12,1.08,1.18,44.19,0.97,10.24,18.80
N00001422,91,8,0,18,0,19,9,1,2,2,32,0,60,10,31,8,8.79,0,19.78,0,20.88,9.89,1.10,2.20,2.20,35.16,0,16.67,25.81
N00001423,194,39,2,49,0,24,6,3,2,0,69,0,86,14,108,37,20.10,1.03,25.26,0,12.37,3.09,1.55,1.03,0,35.57,0,16.28,34.26
N00001424,112,13,1,17,1,25,9,8,1,2,34,1,76,10,36,8,11.61,0.89,15.18,0.89,22.32,8.04,7.14,0.89,1.79,30.36,0.89,13.16,22.22
N00001425,143,12,3,28,0,24,12,8,4,0,52,0,96,14,47,17,8.39,2.10,19.58,0,16.78,8.39,5.59,2.80,0,36.36,0,14.58,36.17
N00001426,98,12,2,13,1,12,7,2,3,1,43,2,49,8,49,7,12.24,2.04,13.27,1.02,12.24,7.14,2.04,3.06,1.02,43.88,2.04,16.33,14.29
N00001427,108,11,0,30,0,13,5,6,0,1,42,0,67,13,41,17,10.19,0,27.78,0,12.04,4.63,5.56,0,0.93,38.89,0,19.40,41.46
N00001428,169,18,4,30,0,24,9,8,1,0,75,0,102,15,67,19,10.65,2.37,17.75,0,14.20,5.33,4.73,0.59,0,44.38,0,14.71,28.36
N00001429,658,92,11,74,0,117,25,20,9,15,295,0,327,30,331,55,13.98,1.67,11.25,0,17.78,3.80,3.04,1.37,2.28,44.83,0,9.17,16.62
N00001430,130,19,1,34,1,10,5,3,2,2,53,0,70,18,60,17,14.62,0.77,26.15,0.77,7.69,3.85,2.31,1.54,1.54,40.77,0,25.71,28.33
N00001431,181,17,0,41,1,44,20,11,3,2,42,0,125,21,56,20,9.39,0,22.65,0.55,24.31,11.05,6.08,1.66,1.10,23.20,0,16.80,35.71
N00001432,127,13,3,35,0,23,9,6,5,1,32,0,70,15,57,23,10.24,2.36,27.56,0,18.11,7.09,4.72,3.94,0.79,25.20,0,21.43,40.35
N00001433,136,22,0,22,0,41,20,6,4,1,19,1,92,10,44,12,16.18,0,16.18,0,30.15,14.71,4.41,2.94,0.74,13.97,0.74,10.87,27.27
N00001434,155,19,0,26,0,32,16,7,5,1,48,1,103,16,52,10,12.26,0,16.77,0,20.65,10.32,4.52,3.23,0.65,30.97,0.65,15.53,19.23
N00001435,98,11,2,20,0,16,6,6,7,1,29,0,45,9,53,13,11.22,2.04,20.41,0,16.33,6.12,6.12,7.14,1.02,29.59,0,20.00,24.53
N00001436,143,17,4,29,0,25,21,1,6,2,38,0,66,12,77,21,11.89,2.80,20.28,0,17.48,14.69,0.70,4.20,1.40,26.57,0,18.18,27.27
N00001437,98,10,0,22,0,12,9,4,7,1,33,0,45,4,53,18,10.20,0,22.45,0,12.24,9.18,4.08,7.14,1.02,33.67,0,8.89,33.96
N00001438,149,24,1,31,1,26,14,7,5,0,39,1,73,10,76,22,16.11,0.67,20.81,0.67,17.45,9.40,4.70,3.36,0,26.17,0.67,13.70,28.95
N00001439,125,16,1,11,0,32,13,8,3,1,39,1,80,3,45,9,12.80,0.80,8.80,0,25.60,10.40,6.40,2.40,0.80,31.20,0.80,3.75,20.00
N00001440,94,8,0,17,1,20,13,1,5,0,29,0,59,7,35,10,8.51,0,18.09,1.06,21.28,13.83,1.06,5.32,0,30.85,0,11.86,28.57
N00001441,123,20,0,22,1,30,18,7,3,1,21,0,71,12,52,10,16.26,0,17.89,0.81,24.39,14.63,5.69,2.44,0.81,17.07,0,16.90,19.23
N00001442,127,16,3,32,2,16,8,4,3,3,40,0,64,15,62,20,12.60,2.36,25.20,1.57,12.60,6.30,3.15,2.36,2.36,31.50,0,23.44,32.26
N00001443,65,6,0,7,3,16,7,5,0,2,19,0,41,4,24,3,9.23,0,10.77,4.62,24.62,10.77,7.69,0,3.08,29.23,0,9.76,12.50
N00001444,93,7,1,16,1,14,9,3,4,1,37,0,34,7,59,10,7.53,1.08,17.20,1.08,15.05,9.68,3.23,4.30,1.08,39.78,0,20.59,16.95
N00001445,248,29,0,16,0,123,57,11,0,2,8,2,243,13,5,3,11.69,0,6.45,0,49.60,22.98,4.44,0,0.81,3.23,0.81,5.35,60.00
N00001446,174,25,1,20,0,77,27,10,0,5,9,0,171,21,3,0,14.37,0.57,11.49,0,44.25,15.52,5.75,0,2.87,5.17,0,12.28,0
N00001447,154,8,1,12,1,84,30,8,1,3,5,1,152,13,2,0,5.19,0.65,7.79,0.65,54.55,19.48,5.19,0.65,1.95,3.25,0.65,8.55,0
N00001448,249,17,3,25,1,118,45,17,1,1,21,0,248,28,1,0,6.83,1.20,10.04,0.40,47.39,18.07,6.83,0.40,0.40,8.43,0,11.29,0
N00001449,216,13,2,11,2,113,53,13,1,4,4,0,211,13,5,0,6.02,0.93,5.09,0.93,52.31,24.54,6.02,0.46,1.85,1.85,0,6.16,0
N00001450,150,12,1,12,0,74,26,15,1,1,8,0,146,13,4,0,8.00,0.67,8.00,0,49.33,17.33,10.00,0.67,0.67,5.33,0,8.90,0
N00001451,135,8,4,6,0,57,23,12,0,4,20,1,130,9,5,1,5.93,2.96,4.44,0,42.22,17.04,8.89,0,2.96,14.81,0.74,6.92,20.00
N00001452,196,9,3,14,0,103,33,12,0,0,18,4,187,15,9,2,4.59,1.53,7.14,0,52.55,16.84,6.12,0,0,9.18,2.04,8.02,22.22
N00001453,227,20,1,16,0,99,49,13,2,4,23,0,219,12,8,5,8.81,0.44,7.05,0,43.61,21.59,5.73,0.88,1.76,10.13,0,5.48,62.50
