GeographyCode,KS404NI0001,KS404NI0002,KS404NI0003,KS404NI0004,KS404NI0005,KS404NI0006,KS404NI0007,KS404NI0008,KS404NI0009,KS404NI0010,KS404NI0011,KS404NI0012,KS404NI0013,KS404NI0014,KS404NI0015
N00000171,146,1,4,3,108,2,1,27,0.68,2.74,2.05,73.97,1.37,0.68,18.49
N00000172,307,4,2,3,232,9,2,55,1.30,0.65,0.98,75.57,2.93,0.65,17.92
N00000173,144,2,1,4,110,4,3,20,1.39,0.69,2.78,76.39,2.78,2.08,13.89
N00000174,163,1,1,2,144,3,0,12,0.61,0.61,1.23,88.34,1.84,0,7.36
N00000175,140,0,3,0,109,4,1,23,0,2.14,0,77.86,2.86,0.71,16.43
N00000176,205,2,36,5,131,10,3,18,0.98,17.56,2.44,63.90,4.88,1.46,8.78
N00000177,167,5,55,6,79,8,1,13,2.99,32.93,3.59,47.31,4.79,0.60,7.78
N00000178,355,3,103,85,136,8,0,20,0.85,29.01,23.94,38.31,2.25,0,5.63
N00000179,492,6,292,21,151,3,5,14,1.22,59.35,4.27,30.69,0.61,1.02,2.85
N00000180,131,1,50,3,67,4,0,6,0.76,38.17,2.29,51.15,3.05,0,4.58
N00000181,168,0,87,28,40,1,0,12,0,51.79,16.67,23.81,0.60,0,7.14
N00000182,105,1,4,5,81,4,0,10,0.95,3.81,4.76,77.14,3.81,0,9.52
N00000183,146,3,41,5,80,2,0,15,2.05,28.08,3.42,54.79,1.37,0,10.27
N00000184,184,1,86,40,46,1,0,10,0.54,46.74,21.74,25.00,0.54,0,5.43
N00000185,121,0,3,46,59,2,1,10,0,2.48,38.02,48.76,1.65,0.83,8.26
N00000186,137,1,58,0,65,6,0,7,0.73,42.34,0,47.45,4.38,0,5.11
N00000187,126,0,3,10,106,4,0,3,0,2.38,7.94,84.13,3.17,0,2.38
N00000188,128,0,7,1,93,15,0,12,0,5.47,0.78,72.66,11.72,0,9.38
N00000189,125,1,7,1,97,1,0,18,0.80,5.60,0.80,77.60,0.80,0,14.40
N00000190,119,0,9,2,97,0,1,10,0,7.56,1.68,81.51,0,0.84,8.40
N00000191,124,0,9,1,99,0,0,15,0,7.26,0.81,79.84,0,0,12.10
N00000192,120,0,7,0,103,1,0,9,0,5.83,0,85.83,0.83,0,7.50
N00000193,111,0,22,22,60,6,0,1,0,19.82,19.82,54.05,5.41,0,0.90
N00000194,119,0,7,3,103,1,0,5,0,5.88,2.52,86.55,0.84,0,4.20
N00000195,123,0,2,3,101,6,0,11,0,1.63,2.44,82.11,4.88,0,8.94
N00000196,116,0,8,11,86,4,1,6,0,6.90,9.48,74.14,3.45,0.86,5.17
N00000197,115,0,7,5,95,0,0,8,0,6.09,4.35,82.61,0,0,6.96
N00000198,110,0,7,7,82,2,1,11,0,6.36,6.36,74.55,1.82,0.91,10.00
N00000199,130,0,12,4,106,2,0,6,0,9.23,3.08,81.54,1.54,0,4.62
N00000200,124,0,13,4,97,1,0,9,0,10.48,3.23,78.23,0.81,0,7.26
N00000201,143,0,28,1,96,0,0,18,0,19.58,0.70,67.13,0,0,12.59
N00000202,132,0,19,2,106,0,0,5,0,14.39,1.52,80.30,0,0,3.79
N00000203,134,0,3,2,101,5,0,23,0,2.24,1.49,75.37,3.73,0,17.16
N00000204,152,0,6,2,128,0,0,16,0,3.95,1.32,84.21,0,0,10.53
N00000205,118,0,7,3,90,3,0,15,0,5.93,2.54,76.27,2.54,0,12.71
N00000206,212,1,115,4,73,6,0,13,0.47,54.25,1.89,34.43,2.83,0,6.13
N00000207,119,1,14,1,81,8,0,14,0.84,11.76,0.84,68.07,6.72,0,11.76
N00000208,121,0,17,2,89,1,0,12,0,14.05,1.65,73.55,0.83,0,9.92
N00000209,122,0,7,3,99,3,1,9,0,5.74,2.46,81.15,2.46,0.82,7.38
N00000210,219,0,88,31,78,6,1,15,0,40.18,14.16,35.62,2.74,0.46,6.85
N00000211,269,1,103,8,139,4,1,13,0.37,38.29,2.97,51.67,1.49,0.37,4.83
N00000212,85,1,25,17,28,3,1,10,1.18,29.41,20.00,32.94,3.53,1.18,11.76
N00000213,150,2,59,6,62,5,0,16,1.33,39.33,4.00,41.33,3.33,0,10.67
N00000214,151,0,57,1,76,3,1,13,0,37.75,0.66,50.33,1.99,0.66,8.61
N00000215,151,1,30,0,92,2,3,23,0.66,19.87,0,60.93,1.32,1.99,15.23
N00000216,161,5,5,1,106,21,0,23,3.11,3.11,0.62,65.84,13.04,0,14.29
N00000217,175,3,49,3,98,1,2,19,1.71,28.00,1.71,56.00,0.57,1.14,10.86
N00000218,148,0,28,3,110,1,0,6,0,18.92,2.03,74.32,0.68,0,4.05
N00000219,123,0,69,3,37,3,0,11,0,56.10,2.44,30.08,2.44,0,8.94
N00000220,125,0,61,5,42,7,0,10,0,48.80,4.00,33.60,5.60,0,8.00
N00000221,115,0,65,1,38,4,0,7,0,56.52,0.87,33.04,3.48,0,6.09
N00000222,130,0,13,1,91,0,0,25,0,10.00,0.77,70.00,0,0,19.23
N00000223,128,1,24,2,85,1,1,14,0.78,18.75,1.56,66.41,0.78,0.78,10.94
N00000224,118,2,23,4,73,2,0,14,1.69,19.49,3.39,61.86,1.69,0,11.86
N00000225,90,0,6,26,48,0,0,10,0,6.67,28.89,53.33,0,0,11.11
N00000226,111,1,27,2,67,0,1,13,0.90,24.32,1.80,60.36,0,0.90,11.71
N00000227,121,1,28,10,72,2,0,8,0.83,23.14,8.26,59.50,1.65,0,6.61
N00000228,127,0,25,0,92,2,0,8,0,19.69,0,72.44,1.57,0,6.30
N00000229,150,0,21,0,119,0,1,9,0,14.00,0,79.33,0,0.67,6.00
N00000230,116,1,60,4,40,3,0,8,0.86,51.72,3.45,34.48,2.59,0,6.90
N00000231,122,0,77,3,33,2,0,7,0,63.11,2.46,27.05,1.64,0,5.74
N00000232,136,0,53,1,72,3,0,7,0,38.97,0.74,52.94,2.21,0,5.15
N00000233,128,3,44,3,59,3,0,16,2.34,34.38,2.34,46.09,2.34,0,12.50
N00000234,124,3,61,7,44,3,0,6,2.42,49.19,5.65,35.48,2.42,0,4.84
N00000235,128,0,45,1,72,1,0,9,0,35.16,0.78,56.25,0.78,0,7.03
N00000236,108,1,49,1,53,2,0,2,0.93,45.37,0.93,49.07,1.85,0,1.85
N00000237,147,1,17,0,101,4,0,24,0.68,11.56,0,68.71,2.72,0,16.33
N00000238,121,1,29,0,80,2,1,8,0.83,23.97,0,66.12,1.65,0.83,6.61
N00000239,118,0,63,1,44,5,0,5,0,53.39,0.85,37.29,4.24,0,4.24
N00000240,132,0,56,2,44,28,0,2,0,42.42,1.52,33.33,21.21,0,1.52
N00000241,138,1,3,0,119,2,0,13,0.72,2.17,0,86.23,1.45,0,9.42
N00000242,120,1,5,2,103,0,0,9,0.83,4.17,1.67,85.83,0,0,7.50
N00000243,110,2,7,1,89,3,0,8,1.82,6.36,0.91,80.91,2.73,0,7.27
N00000244,118,3,37,0,67,5,0,6,2.54,31.36,0,56.78,4.24,0,5.08
N00000245,126,1,31,2,86,2,0,4,0.79,24.60,1.59,68.25,1.59,0,3.17
N00000246,127,0,51,3,63,7,0,3,0,40.16,2.36,49.61,5.51,0,2.36
N00000247,122,0,9,1,98,1,1,12,0,7.38,0.82,80.33,0.82,0.82,9.84
N00000248,124,0,13,2,93,3,1,12,0,10.48,1.61,75.00,2.42,0.81,9.68
N00000249,131,0,18,2,84,2,1,24,0,13.74,1.53,64.12,1.53,0.76,18.32
N00000250,166,0,44,3,93,4,1,21,0,26.51,1.81,56.02,2.41,0.60,12.65
N00000251,155,0,10,3,122,3,0,17,0,6.45,1.94,78.71,1.94,0,10.97
N00000252,132,3,5,3,91,6,0,24,2.27,3.79,2.27,68.94,4.55,0,18.18
N00000253,175,2,2,0,134,4,2,31,1.14,1.14,0,76.57,2.29,1.14,17.71
N00000254,117,3,6,2,78,3,0,25,2.56,5.13,1.71,66.67,2.56,0,21.37
N00000255,127,1,1,1,77,2,3,42,0.79,0.79,0.79,60.63,1.57,2.36,33.07
N00000256,308,4,14,6,236,9,2,37,1.30,4.55,1.95,76.62,2.92,0.65,12.01
N00000257,173,2,6,2,136,6,0,21,1.16,3.47,1.16,78.61,3.47,0,12.14
N00000258,140,3,2,2,98,5,1,29,2.14,1.43,1.43,70.00,3.57,0.71,20.71
N00000259,161,1,3,0,116,2,2,37,0.62,1.86,0,72.05,1.24,1.24,22.98
N00000260,210,2,3,0,153,11,0,41,0.95,1.43,0,72.86,5.24,0,19.52
N00000261,179,1,2,1,115,5,5,50,0.56,1.12,0.56,64.25,2.79,2.79,27.93
N00000262,156,5,2,1,111,7,0,30,3.21,1.28,0.64,71.15,4.49,0,19.23
N00000263,110,1,1,2,70,17,0,19,0.91,0.91,1.82,63.64,15.45,0,17.27
N00000264,196,3,3,0,150,12,3,25,1.53,1.53,0,76.53,6.12,1.53,12.76
N00000265,149,1,0,0,105,17,1,25,0.67,0,0,70.47,11.41,0.67,16.78
N00000266,126,1,1,1,94,5,1,23,0.79,0.79,0.79,74.60,3.97,0.79,18.25
N00000267,152,1,3,0,132,2,0,14,0.66,1.97,0,86.84,1.32,0,9.21
N00000268,142,2,1,3,106,0,0,30,1.41,0.70,2.11,74.65,0,0,21.13
N00000269,135,2,4,1,92,1,0,35,1.48,2.96,0.74,68.15,0.74,0,25.93
N00000270,133,3,5,2,87,4,2,30,2.26,3.76,1.50,65.41,3.01,1.50,22.56
N00000271,142,1,5,0,113,2,1,20,0.70,3.52,0,79.58,1.41,0.70,14.08
N00000272,133,3,7,3,84,13,0,23,2.26,5.26,2.26,63.16,9.77,0,17.29
N00000273,163,0,9,3,128,1,1,21,0,5.52,1.84,78.53,0.61,0.61,12.88
N00000274,176,1,6,2,127,5,0,35,0.57,3.41,1.14,72.16,2.84,0,19.89
N00000275,126,0,20,1,94,2,0,9,0,15.87,0.79,74.60,1.59,0,7.14
N00000276,126,0,5,0,105,1,0,15,0,3.97,0,83.33,0.79,0,11.90
N00000277,117,0,7,0,95,2,3,10,0,5.98,0,81.20,1.71,2.56,8.55
N00000278,121,0,5,1,101,3,0,11,0,4.13,0.83,83.47,2.48,0,9.09
N00000279,83,0,6,8,67,0,0,2,0,7.23,9.64,80.72,0,0,2.41
N00000280,154,3,32,1,90,21,0,7,1.95,20.78,0.65,58.44,13.64,0,4.55
N00000281,117,2,2,1,88,4,0,20,1.71,1.71,0.85,75.21,3.42,0,17.09
N00000282,132,2,3,0,104,5,1,17,1.52,2.27,0,78.79,3.79,0.76,12.88
N00000283,142,0,19,1,104,3,0,15,0,13.38,0.70,73.24,2.11,0,10.56
N00000284,157,0,53,0,90,6,1,7,0,33.76,0,57.32,3.82,0.64,4.46
N00000285,124,0,24,1,57,35,1,6,0,19.35,0.81,45.97,28.23,0.81,4.84
N00000286,126,1,3,3,102,1,0,16,0.79,2.38,2.38,80.95,0.79,0,12.70
N00000287,137,1,22,16,72,13,0,13,0.73,16.06,11.68,52.55,9.49,0,9.49
N00000288,138,0,3,1,121,1,2,10,0,2.17,0.72,87.68,0.72,1.45,7.25
N00000289,197,1,6,3,164,3,1,19,0.51,3.05,1.52,83.25,1.52,0.51,9.64
N00000290,128,0,2,8,105,10,0,3,0,1.56,6.25,82.03,7.81,0,2.34
N00000291,204,2,2,3,170,7,0,20,0.98,0.98,1.47,83.33,3.43,0,9.80
N00000292,262,5,10,2,216,4,0,25,1.91,3.82,0.76,82.44,1.53,0,9.54
N00000293,162,0,3,1,138,0,0,20,0,1.85,0.62,85.19,0,0,12.35
N00000294,140,1,3,0,101,4,2,29,0.71,2.14,0,72.14,2.86,1.43,20.71
N00000295,144,0,33,5,85,1,1,19,0,22.92,3.47,59.03,0.69,0.69,13.19
N00000296,114,0,15,2,82,2,0,13,0,13.16,1.75,71.93,1.75,0,11.40
N00000297,128,1,15,7,86,3,0,16,0.78,11.72,5.47,67.19,2.34,0,12.50
N00000298,119,0,24,1,87,1,0,6,0,20.17,0.84,73.11,0.84,0,5.04
N00000299,147,0,43,1,92,3,0,8,0,29.25,0.68,62.59,2.04,0,5.44
