GeographyCode,KS605NI0001,KS605NI0002,KS605NI0003,KS605NI0004,KS605NI0005,KS605NI0006,KS605NI0007,KS605NI0008,KS605NI0009,KS605NI0010,KS605NI0011,KS605NI0012,KS605NI0013,KS605NI0014,KS605NI0015,KS605NI0016,KS605NI0017,KS605NI0018,KS605NI0019,KS605NI0020,KS605NI0021,KS605NI0022,KS605NI0023,KS605NI0024,KS605NI0025,KS605NI0026,KS605NI0027,KS605NI0028,KS605NI0029,KS605NI0030,KS605NI0031,KS605NI0032,KS605NI0033,KS605NI0034,KS605NI0035,KS605NI0036,KS605NI0037
N00000013,116,0,0,10,0,1,7,19,11,7,1,1,0,5,3,11,7,28,5,0,0,8.62,0,0.86,6.03,16.38,9.48,6.03,0.86,0.86,0,4.31,2.59,9.48,6.03,24.14,4.31
N00000014,265,1,0,33,1,3,13,57,20,20,11,2,1,8,13,22,14,31,15,0.38,0,12.45,0.38,1.13,4.91,21.51,7.55,7.55,4.15,0.75,0.38,3.02,4.91,8.30,5.28,11.70,5.66
N00000015,85,0,0,8,0,1,3,18,3,7,3,1,0,0,3,7,8,15,8,0,0,9.41,0,1.18,3.53,21.18,3.53,8.24,3.53,1.18,0,0,3.53,8.24,9.41,17.65,9.41
N00000016,98,0,0,10,0,0,7,15,6,11,0,2,2,1,6,6,8,16,8,0,0,10.20,0,0,7.14,15.31,6.12,11.22,0,2.04,2.04,1.02,6.12,6.12,8.16,16.33,8.16
N00000017,150,0,1,14,0,1,9,30,18,10,3,5,1,4,8,6,9,26,5,0,0.67,9.33,0,0.67,6.00,20.00,12.00,6.67,2.00,3.33,0.67,2.67,5.33,4.00,6.00,17.33,3.33
N00000018,109,1,0,18,0,2,4,27,11,5,0,2,0,0,8,11,5,11,4,0.92,0,16.51,0,1.83,3.67,24.77,10.09,4.59,0,1.83,0,0,7.34,10.09,4.59,10.09,3.67
N00000019,116,0,0,11,0,1,5,28,13,8,1,2,0,1,4,7,4,23,8,0,0,9.48,0,0.86,4.31,24.14,11.21,6.90,0.86,1.72,0,0.86,3.45,6.03,3.45,19.83,6.90
N00000020,88,2,0,10,0,0,4,8,10,11,1,0,1,2,6,8,6,17,2,2.27,0,11.36,0,0,4.55,9.09,11.36,12.50,1.14,0,1.14,2.27,6.82,9.09,6.82,19.32,2.27
N00000021,114,0,0,12,0,0,3,24,6,7,4,4,0,4,12,7,4,22,5,0,0,10.53,0,0,2.63,21.05,5.26,6.14,3.51,3.51,0,3.51,10.53,6.14,3.51,19.30,4.39
N00000022,110,0,0,7,0,1,9,20,11,3,0,2,0,2,5,6,9,29,6,0,0,6.36,0,0.91,8.18,18.18,10.00,2.73,0,1.82,0,1.82,4.55,5.45,8.18,26.36,5.45
N00000023,88,1,0,12,0,0,8,13,7,10,1,2,0,2,2,7,1,20,2,1.14,0,13.64,0,0,9.09,14.77,7.95,11.36,1.14,2.27,0,2.27,2.27,7.95,1.14,22.73,2.27
N00000024,281,11,0,32,0,2,16,50,14,6,10,9,4,17,10,26,28,36,10,3.91,0,11.39,0,0.71,5.69,17.79,4.98,2.14,3.56,3.20,1.42,6.05,3.56,9.25,9.96,12.81,3.56
N00000025,241,15,1,18,1,5,28,43,18,6,9,6,1,9,3,14,20,31,13,6.22,0.41,7.47,0.41,2.07,11.62,17.84,7.47,2.49,3.73,2.49,0.41,3.73,1.24,5.81,8.30,12.86,5.39
N00000026,260,11,0,21,1,3,17,43,27,17,5,6,3,11,8,14,26,31,16,4.23,0,8.08,0.38,1.15,6.54,16.54,10.38,6.54,1.92,2.31,1.15,4.23,3.08,5.38,10.00,11.92,6.15
N00000027,257,21,1,19,0,1,18,39,14,22,8,5,0,15,7,28,27,21,11,8.17,0.39,7.39,0,0.39,7.00,15.18,5.45,8.56,3.11,1.95,0,5.84,2.72,10.89,10.51,8.17,4.28
N00000028,123,0,0,11,1,2,6,20,10,7,3,6,0,2,5,15,11,18,6,0,0,8.94,0.81,1.63,4.88,16.26,8.13,5.69,2.44,4.88,0,1.63,4.07,12.20,8.94,14.63,4.88
N00000029,218,21,0,11,1,0,26,40,12,11,6,3,4,16,5,11,19,24,8,9.63,0,5.05,0.46,0,11.93,18.35,5.50,5.05,2.75,1.38,1.83,7.34,2.29,5.05,8.72,11.01,3.67
N00000030,190,15,1,18,0,1,13,34,6,3,5,2,4,4,8,16,20,31,9,7.89,0.53,9.47,0,0.53,6.84,17.89,3.16,1.58,2.63,1.05,2.11,2.11,4.21,8.42,10.53,16.32,4.74
N00000031,338,15,0,24,1,3,64,42,13,12,7,8,1,18,5,29,39,47,10,4.44,0,7.10,0.30,0.89,18.93,12.43,3.85,3.55,2.07,2.37,0.30,5.33,1.48,8.58,11.54,13.91,2.96
N00000032,174,2,0,22,2,3,27,30,5,6,0,4,2,5,1,14,13,35,3,1.15,0,12.64,1.15,1.72,15.52,17.24,2.87,3.45,0,2.30,1.15,2.87,0.57,8.05,7.47,20.11,1.72
N00000033,246,18,0,26,1,2,36,29,14,13,2,5,1,12,6,16,23,36,6,7.32,0,10.57,0.41,0.81,14.63,11.79,5.69,5.28,0.81,2.03,0.41,4.88,2.44,6.50,9.35,14.63,2.44
N00000034,224,1,0,22,1,1,26,42,10,5,6,9,5,3,10,14,20,42,7,0.45,0,9.82,0.45,0.45,11.61,18.75,4.46,2.23,2.68,4.02,2.23,1.34,4.46,6.25,8.93,18.75,3.13
N00000035,120,2,0,7,0,0,15,18,1,9,5,2,1,3,5,8,9,33,2,1.67,0,5.83,0,0,12.50,15.00,0.83,7.50,4.17,1.67,0.83,2.50,4.17,6.67,7.50,27.50,1.67
N00000036,174,1,1,17,1,2,23,26,7,4,1,4,1,6,2,16,11,45,6,0.57,0.57,9.77,0.57,1.15,13.22,14.94,4.02,2.30,0.57,2.30,0.57,3.45,1.15,9.20,6.32,25.86,3.45
N00000037,120,0,0,11,1,1,11,25,9,3,3,4,0,4,4,3,10,27,4,0,0,9.17,0.83,0.83,9.17,20.83,7.50,2.50,2.50,3.33,0,3.33,3.33,2.50,8.33,22.50,3.33
N00000038,182,11,0,21,0,2,15,36,8,11,3,6,2,10,3,13,13,24,4,6.04,0,11.54,0,1.10,8.24,19.78,4.40,6.04,1.65,3.30,1.10,5.49,1.65,7.14,7.14,13.19,2.20
N00000039,590,2,1,48,0,1,48,108,43,23,14,12,6,22,18,71,45,106,22,0.34,0.17,8.14,0,0.17,8.14,18.31,7.29,3.90,2.37,2.03,1.02,3.73,3.05,12.03,7.63,17.97,3.73
N00000040,118,1,1,6,2,2,12,25,15,8,3,3,0,4,1,4,10,16,5,0.85,0.85,5.08,1.69,1.69,10.17,21.19,12.71,6.78,2.54,2.54,0,3.39,0.85,3.39,8.47,13.56,4.24
N00000041,225,1,1,28,0,1,11,30,19,10,7,4,7,7,11,20,18,40,10,0.44,0.44,12.44,0,0.44,4.89,13.33,8.44,4.44,3.11,1.78,3.11,3.11,4.89,8.89,8.00,17.78,4.44
N00000042,198,0,0,18,0,1,15,29,18,6,5,5,2,10,8,22,20,27,12,0,0,9.09,0,0.51,7.58,14.65,9.09,3.03,2.53,2.53,1.01,5.05,4.04,11.11,10.10,13.64,6.06
N00000043,547,2,2,45,3,3,42,94,38,23,28,22,2,24,15,57,52,73,22,0.37,0.37,8.23,0.55,0.55,7.68,17.18,6.95,4.20,5.12,4.02,0.37,4.39,2.74,10.42,9.51,13.35,4.02
N00000044,113,0,0,8,0,1,7,23,11,4,2,5,0,9,3,9,6,15,10,0,0,7.08,0,0.88,6.19,20.35,9.73,3.54,1.77,4.42,0,7.96,2.65,7.96,5.31,13.27,8.85
N00000045,269,15,1,25,5,4,37,36,6,9,3,16,1,12,10,17,19,43,10,5.58,0.37,9.29,1.86,1.49,13.75,13.38,2.23,3.35,1.12,5.95,0.37,4.46,3.72,6.32,7.06,15.99,3.72
N00000046,191,15,0,17,0,5,22,27,4,3,1,6,0,6,9,12,18,34,12,7.85,0,8.90,0,2.62,11.52,14.14,2.09,1.57,0.52,3.14,0,3.14,4.71,6.28,9.42,17.80,6.28
N00000047,184,7,0,20,0,2,14,31,11,4,13,4,1,7,7,12,14,31,6,3.80,0,10.87,0,1.09,7.61,16.85,5.98,2.17,7.07,2.17,0.54,3.80,3.80,6.52,7.61,16.85,3.26
N00000048,135,1,0,18,0,6,11,16,11,11,3,0,0,3,3,8,8,29,7,0.74,0,13.33,0,4.44,8.15,11.85,8.15,8.15,2.22,0,0,2.22,2.22,5.93,5.93,21.48,5.19
N00000049,120,2,0,12,0,3,11,18,8,8,3,0,1,6,7,6,4,28,3,1.67,0,10.00,0,2.50,9.17,15.00,6.67,6.67,2.50,0,0.83,5.00,5.83,5.00,3.33,23.33,2.50
N00000050,147,0,0,20,0,4,19,25,5,9,3,3,2,2,5,8,14,24,4,0,0,13.61,0,2.72,12.93,17.01,3.40,6.12,2.04,2.04,1.36,1.36,3.40,5.44,9.52,16.33,2.72
N00000051,110,0,0,18,1,1,4,19,12,9,1,0,0,4,5,1,7,23,5,0,0,16.36,0.91,0.91,3.64,17.27,10.91,8.18,0.91,0,0,3.64,4.55,0.91,6.36,20.91,4.55
N00000052,124,1,0,11,0,0,8,26,3,12,0,2,4,4,4,6,5,34,4,0.81,0,8.87,0,0,6.45,20.97,2.42,9.68,0,1.61,3.23,3.23,3.23,4.84,4.03,27.42,3.23
N00000053,112,1,0,21,0,1,4,26,7,7,0,4,0,2,6,6,3,18,6,0.89,0,18.75,0,0.89,3.57,23.21,6.25,6.25,0,3.57,0,1.79,5.36,5.36,2.68,16.07,5.36
N00000054,116,0,0,20,0,0,2,23,12,6,0,0,0,3,4,13,7,22,4,0,0,17.24,0,0,1.72,19.83,10.34,5.17,0,0,0,2.59,3.45,11.21,6.03,18.97,3.45
N00000055,113,0,0,26,0,0,2,18,13,8,1,1,0,3,3,8,6,22,2,0,0,23.01,0,0,1.77,15.93,11.50,7.08,0.88,0.88,0,2.65,2.65,7.08,5.31,19.47,1.77
N00000056,125,0,0,25,0,2,8,23,11,5,2,1,0,2,7,6,2,23,8,0,0,20.00,0,1.60,6.40,18.40,8.80,4.00,1.60,0.80,0,1.60,5.60,4.80,1.60,18.40,6.40
N00000057,106,0,0,15,1,0,7,23,8,11,0,1,0,0,11,1,7,17,4,0,0,14.15,0.94,0,6.60,21.70,7.55,10.38,0,0.94,0,0,10.38,0.94,6.60,16.04,3.77
N00000058,120,0,0,24,0,0,6,21,7,7,3,2,1,0,5,7,4,29,4,0,0,20.00,0,0,5.00,17.50,5.83,5.83,2.50,1.67,0.83,0,4.17,5.83,3.33,24.17,3.33
N00000059,99,0,0,13,0,1,2,27,7,13,1,4,0,2,5,2,2,17,3,0,0,13.13,0,1.01,2.02,27.27,7.07,13.13,1.01,4.04,0,2.02,5.05,2.02,2.02,17.17,3.03
N00000060,161,2,0,15,1,2,7,35,12,16,1,3,0,3,11,7,6,36,4,1.24,0,9.32,0.62,1.24,4.35,21.74,7.45,9.94,0.62,1.86,0,1.86,6.83,4.35,3.73,22.36,2.48
N00000061,124,0,0,17,0,1,6,21,8,8,2,0,2,7,12,7,15,15,3,0,0,13.71,0,0.81,4.84,16.94,6.45,6.45,1.61,0,1.61,5.65,9.68,5.65,12.10,12.10,2.42
N00000062,159,0,0,8,2,2,12,34,5,5,5,5,0,10,5,18,14,26,8,0,0,5.03,1.26,1.26,7.55,21.38,3.14,3.14,3.14,3.14,0,6.29,3.14,11.32,8.81,16.35,5.03
N00000063,146,2,0,14,0,1,9,25,16,17,3,2,2,4,6,10,5,19,11,1.37,0,9.59,0,0.68,6.16,17.12,10.96,11.64,2.05,1.37,1.37,2.74,4.11,6.85,3.42,13.01,7.53
N00000064,88,2,0,13,0,0,6,19,8,11,0,2,1,1,3,2,4,13,3,2.27,0,14.77,0,0,6.82,21.59,9.09,12.50,0,2.27,1.14,1.14,3.41,2.27,4.55,14.77,3.41
N00000065,192,1,0,15,0,1,10,26,13,13,5,4,2,4,8,15,20,44,11,0.52,0,7.81,0,0.52,5.21,13.54,6.77,6.77,2.60,2.08,1.04,2.08,4.17,7.81,10.42,22.92,5.73
N00000066,146,0,1,14,1,1,10,24,11,5,3,2,2,3,3,16,13,31,6,0,0.68,9.59,0.68,0.68,6.85,16.44,7.53,3.42,2.05,1.37,1.37,2.05,2.05,10.96,8.90,21.23,4.11
N00000067,111,0,0,13,0,2,7,26,9,13,0,0,0,2,6,4,7,20,2,0,0,11.71,0,1.80,6.31,23.42,8.11,11.71,0,0,0,1.80,5.41,3.60,6.31,18.02,1.80
N00000068,183,0,0,24,0,0,10,30,7,20,7,4,2,3,4,18,14,34,6,0,0,13.11,0,0,5.46,16.39,3.83,10.93,3.83,2.19,1.09,1.64,2.19,9.84,7.65,18.58,3.28
N00000069,87,0,0,10,2,1,3,18,6,9,3,1,1,2,4,1,5,16,5,0,0,11.49,2.30,1.15,3.45,20.69,6.90,10.34,3.45,1.15,1.15,2.30,4.60,1.15,5.75,18.39,5.75
N00000070,102,0,0,15,0,0,5,16,5,3,2,3,1,1,4,10,3,27,7,0,0,14.71,0,0,4.90,15.69,4.90,2.94,1.96,2.94,0.98,0.98,3.92,9.80,2.94,26.47,6.86
N00000071,123,0,0,9,1,1,5,23,7,8,1,1,2,4,4,14,14,25,4,0,0,7.32,0.81,0.81,4.07,18.70,5.69,6.50,0.81,0.81,1.63,3.25,3.25,11.38,11.38,20.33,3.25
N00000072,943,6,1,116,2,8,61,178,65,58,29,22,3,26,38,84,72,146,28,0.64,0.11,12.30,0.21,0.85,6.47,18.88,6.89,6.15,3.08,2.33,0.32,2.76,4.03,8.91,7.64,15.48,2.97
N00000073,237,0,0,28,2,5,12,46,35,11,3,2,2,6,9,11,16,42,7,0,0,11.81,0.84,2.11,5.06,19.41,14.77,4.64,1.27,0.84,0.84,2.53,3.80,4.64,6.75,17.72,2.95
N00000074,593,2,1,60,4,3,39,89,40,33,13,20,5,32,15,73,51,98,15,0.34,0.17,10.12,0.67,0.51,6.58,15.01,6.75,5.56,2.19,3.37,0.84,5.40,2.53,12.31,8.60,16.53,2.53
N00000075,216,2,1,15,0,1,12,20,11,10,1,2,1,2,8,90,10,25,5,0.93,0.46,6.94,0,0.46,5.56,9.26,5.09,4.63,0.46,0.93,0.46,0.93,3.70,41.67,4.63,11.57,2.31
N00000076,182,0,0,20,1,0,7,38,6,12,7,2,3,4,5,18,13,43,3,0,0,10.99,0.55,0,3.85,20.88,3.30,6.59,3.85,1.10,1.65,2.20,2.75,9.89,7.14,23.63,1.65
N00000077,141,0,0,11,1,3,11,29,8,14,2,5,4,2,6,6,9,26,4,0,0,7.80,0.71,2.13,7.80,20.57,5.67,9.93,1.42,3.55,2.84,1.42,4.26,4.26,6.38,18.44,2.84
N00000078,263,0,0,33,2,3,16,54,22,16,9,10,1,6,7,16,16,45,7,0,0,12.55,0.76,1.14,6.08,20.53,8.37,6.08,3.42,3.80,0.38,2.28,2.66,6.08,6.08,17.11,2.66
N00000079,300,16,0,23,4,1,27,40,18,12,8,11,1,18,14,25,27,41,14,5.33,0,7.67,1.33,0.33,9.00,13.33,6.00,4.00,2.67,3.67,0.33,6.00,4.67,8.33,9.00,13.67,4.67
N00000080,225,7,0,14,1,2,15,30,8,12,8,16,3,15,10,26,24,23,11,3.11,0,6.22,0.44,0.89,6.67,13.33,3.56,5.33,3.56,7.11,1.33,6.67,4.44,11.56,10.67,10.22,4.89
N00000081,166,4,0,14,0,1,14,24,6,6,6,14,1,8,9,14,25,15,5,2.41,0,8.43,0,0.60,8.43,14.46,3.61,3.61,3.61,8.43,0.60,4.82,5.42,8.43,15.06,9.04,3.01
N00000082,181,11,0,9,1,1,15,31,11,5,4,3,1,16,8,17,16,26,6,6.08,0,4.97,0.55,0.55,8.29,17.13,6.08,2.76,2.21,1.66,0.55,8.84,4.42,9.39,8.84,14.36,3.31
N00000083,358,30,2,24,4,4,34,72,14,7,8,11,5,18,10,27,28,39,21,8.38,0.56,6.70,1.12,1.12,9.50,20.11,3.91,1.96,2.23,3.07,1.40,5.03,2.79,7.54,7.82,10.89,5.87
N00000084,229,14,0,27,3,1,19,45,10,11,7,8,1,15,7,17,17,20,7,6.11,0,11.79,1.31,0.44,8.30,19.65,4.37,4.80,3.06,3.49,0.44,6.55,3.06,7.42,7.42,8.73,3.06
N00000085,159,0,0,22,0,5,13,17,13,6,4,6,1,8,5,5,12,38,4,0,0,13.84,0,3.14,8.18,10.69,8.18,3.77,2.52,3.77,0.63,5.03,3.14,3.14,7.55,23.90,2.52
N00000086,189,2,0,14,0,3,34,30,11,9,3,5,0,9,5,19,11,33,1,1.06,0,7.41,0,1.59,17.99,15.87,5.82,4.76,1.59,2.65,0,4.76,2.65,10.05,5.82,17.46,0.53
N00000087,475,11,0,43,1,6,56,63,17,21,13,14,4,22,9,43,54,86,12,2.32,0,9.05,0.21,1.26,11.79,13.26,3.58,4.42,2.74,2.95,0.84,4.63,1.89,9.05,11.37,18.11,2.53
N00000088,74,0,0,13,1,2,13,8,5,3,0,0,1,2,1,2,7,16,0,0,0,17.57,1.35,2.70,17.57,10.81,6.76,4.05,0,0,1.35,2.70,1.35,2.70,9.46,21.62,0
N00000089,236,5,0,22,1,1,23,29,11,14,13,8,2,5,5,26,16,47,8,2.12,0,9.32,0.42,0.42,9.75,12.29,4.66,5.93,5.51,3.39,0.85,2.12,2.12,11.02,6.78,19.92,3.39
N00000090,197,1,0,9,1,5,27,27,7,9,4,8,1,9,5,17,14,47,6,0.51,0,4.57,0.51,2.54,13.71,13.71,3.55,4.57,2.03,4.06,0.51,4.57,2.54,8.63,7.11,23.86,3.05
N00000091,243,4,1,28,0,5,21,37,13,22,3,7,2,6,10,12,14,52,6,1.65,0.41,11.52,0,2.06,8.64,15.23,5.35,9.05,1.23,2.88,0.82,2.47,4.12,4.94,5.76,21.40,2.47
N00000092,231,14,0,20,2,4,17,44,14,11,8,8,1,18,9,21,10,26,4,6.06,0,8.66,0.87,1.73,7.36,19.05,6.06,4.76,3.46,3.46,0.43,7.79,3.90,9.09,4.33,11.26,1.73
N00000093,186,5,1,14,1,1,16,37,9,10,1,3,1,8,5,13,20,34,7,2.69,0.54,7.53,0.54,0.54,8.60,19.89,4.84,5.38,0.54,1.61,0.54,4.30,2.69,6.99,10.75,18.28,3.76
N00000094,254,7,0,20,3,0,25,38,5,8,5,12,3,11,7,22,28,48,12,2.76,0,7.87,1.18,0,9.84,14.96,1.97,3.15,1.97,4.72,1.18,4.33,2.76,8.66,11.02,18.90,4.72
N00000095,235,5,0,22,2,2,34,41,8,7,5,5,4,12,9,19,15,43,2,2.13,0,9.36,0.85,0.85,14.47,17.45,3.40,2.98,2.13,2.13,1.70,5.11,3.83,8.09,6.38,18.30,0.85
N00000096,245,14,0,27,1,0,25,44,5,2,5,7,0,12,13,24,19,34,13,5.71,0,11.02,0.41,0,10.20,17.96,2.04,0.82,2.04,2.86,0,4.90,5.31,9.80,7.76,13.88,5.31
N00000097,467,0,0,42,2,2,39,88,40,28,12,12,0,6,13,47,24,90,22,0,0,8.99,0.43,0.43,8.35,18.84,8.57,6.00,2.57,2.57,0,1.28,2.78,10.06,5.14,19.27,4.71
N00000098,698,3,1,77,4,6,33,103,39,34,25,11,2,31,31,54,47,181,16,0.43,0.14,11.03,0.57,0.86,4.73,14.76,5.59,4.87,3.58,1.58,0.29,4.44,4.44,7.74,6.73,25.93,2.29
N00000099,99,0,0,2,0,0,7,27,6,8,3,3,0,1,6,5,6,19,6,0,0,2.02,0,0,7.07,27.27,6.06,8.08,3.03,3.03,0,1.01,6.06,5.05,6.06,19.19,6.06
N00000100,164,0,0,21,0,3,8,28,13,7,3,1,0,4,11,9,10,41,5,0,0,12.80,0,1.83,4.88,17.07,7.93,4.27,1.83,0.61,0,2.44,6.71,5.49,6.10,25.00,3.05
N00000101,112,1,0,14,0,1,7,19,8,10,2,0,0,1,5,4,6,32,2,0.89,0,12.50,0,0.89,6.25,16.96,7.14,8.93,1.79,0,0,0.89,4.46,3.57,5.36,28.57,1.79
N00000102,159,0,0,14,0,0,9,32,9,8,3,1,0,4,10,18,12,35,4,0,0,8.81,0,0,5.66,20.13,5.66,5.03,1.89,0.63,0,2.52,6.29,11.32,7.55,22.01,2.52
N00000103,253,1,2,33,0,2,17,39,29,16,4,6,1,6,10,14,15,50,8,0.40,0.79,13.04,0,0.79,6.72,15.42,11.46,6.32,1.58,2.37,0.40,2.37,3.95,5.53,5.93,19.76,3.16
N00000104,163,0,0,14,1,3,15,28,18,15,1,0,0,2,11,4,4,43,4,0,0,8.59,0.61,1.84,9.20,17.18,11.04,9.20,0.61,0,0,1.23,6.75,2.45,2.45,26.38,2.45
N00000105,163,0,1,28,0,2,14,36,12,5,1,5,0,4,10,13,6,18,8,0,0.61,17.18,0,1.23,8.59,22.09,7.36,3.07,0.61,3.07,0,2.45,6.13,7.98,3.68,11.04,4.91
N00000106,67,0,0,5,0,2,5,14,4,5,0,0,0,1,9,4,2,12,4,0,0,7.46,0,2.99,7.46,20.90,5.97,7.46,0,0,0,1.49,13.43,5.97,2.99,17.91,5.97
N00000107,93,0,0,9,0,1,9,23,7,9,2,2,0,2,4,4,1,19,1,0,0,9.68,0,1.08,9.68,24.73,7.53,9.68,2.15,2.15,0,2.15,4.30,4.30,1.08,20.43,1.08
N00000108,108,0,0,12,0,1,8,17,10,8,5,0,1,6,6,6,9,16,3,0,0,11.11,0,0.93,7.41,15.74,9.26,7.41,4.63,0,0.93,5.56,5.56,5.56,8.33,14.81,2.78
N00000109,264,3,0,43,0,3,9,69,16,10,3,7,1,3,14,19,8,44,12,1.14,0,16.29,0,1.14,3.41,26.14,6.06,3.79,1.14,2.65,0.38,1.14,5.30,7.20,3.03,16.67,4.55
N00000110,133,1,0,18,0,1,9,35,16,13,1,3,0,3,6,5,5,15,2,0.75,0,13.53,0,0.75,6.77,26.32,12.03,9.77,0.75,2.26,0,2.26,4.51,3.76,3.76,11.28,1.50
N00000111,182,0,0,11,0,2,15,37,20,5,1,2,1,8,4,10,18,36,12,0,0,6.04,0,1.10,8.24,20.33,10.99,2.75,0.55,1.10,0.55,4.40,2.20,5.49,9.89,19.78,6.59
N00000112,201,2,0,15,0,3,11,31,27,17,5,1,0,5,13,9,14,45,3,1.00,0,7.46,0,1.49,5.47,15.42,13.43,8.46,2.49,0.50,0,2.49,6.47,4.48,6.97,22.39,1.49
N00000113,160,0,0,16,0,0,12,31,17,9,2,7,2,6,6,6,7,32,7,0,0,10.00,0,0,7.50,19.38,10.63,5.63,1.25,4.38,1.25,3.75,3.75,3.75,4.38,20.00,4.38
N00000114,169,0,0,14,3,3,12,23,13,8,2,4,3,4,9,12,10,38,11,0,0,8.28,1.78,1.78,7.10,13.61,7.69,4.73,1.18,2.37,1.78,2.37,5.33,7.10,5.92,22.49,6.51
N00000115,119,0,1,17,0,2,7,25,6,8,1,2,1,2,4,6,10,26,1,0,0.84,14.29,0,1.68,5.88,21.01,5.04,6.72,0.84,1.68,0.84,1.68,3.36,5.04,8.40,21.85,0.84
N00000116,132,0,0,19,1,1,7,17,7,12,3,2,2,3,9,9,6,25,9,0,0,14.39,0.76,0.76,5.30,12.88,5.30,9.09,2.27,1.52,1.52,2.27,6.82,6.82,4.55,18.94,6.82
N00000117,46,1,0,6,0,1,2,5,5,5,0,1,0,1,4,4,0,9,2,2.17,0,13.04,0,2.17,4.35,10.87,10.87,10.87,0,2.17,0,2.17,8.70,8.70,0,19.57,4.35
N00000118,166,5,0,7,1,0,9,25,10,16,17,4,2,6,6,13,19,18,8,3.01,0,4.22,0.60,0,5.42,15.06,6.02,9.64,10.24,2.41,1.20,3.61,3.61,7.83,11.45,10.84,4.82
N00000119,120,6,0,12,0,2,2,19,3,4,2,5,4,5,9,16,19,12,0,5.00,0,10.00,0,1.67,1.67,15.83,2.50,3.33,1.67,4.17,3.33,4.17,7.50,13.33,15.83,10.00,0
N00000120,145,4,0,17,0,3,6,36,8,7,6,3,1,4,6,14,6,16,8,2.76,0,11.72,0,2.07,4.14,24.83,5.52,4.83,4.14,2.07,0.69,2.76,4.14,9.66,4.14,11.03,5.52
N00000121,126,2,0,10,0,0,6,32,15,7,2,6,1,6,7,9,3,15,5,1.59,0,7.94,0,0,4.76,25.40,11.90,5.56,1.59,4.76,0.79,4.76,5.56,7.14,2.38,11.90,3.97
N00000122,247,6,0,12,0,0,13,37,17,16,6,21,4,16,14,19,19,36,11,2.43,0,4.86,0,0,5.26,14.98,6.88,6.48,2.43,8.50,1.62,6.48,5.67,7.69,7.69,14.57,4.45
