DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"KS211NI","RELIGION","All usual residents","1. 'Religion' indicates current Religion, Religious Denomination or body.; 2. 'Catholic' includes those who gave their current religion as Catholic or Roman Catholic."
