GeographyCode,KS210NI0001,KS210NI0002,KS210NI0003,KS210NI0004,KS210NI0005,KS210NI0006,KS210NI0007,KS210NI0008,KS210NI0009,KS210NI0010,KS210NI0011,KS210NI0012,KS210NI0013,KS210NI0014,KS210NI0015
N00000097,799,30,2,2,5,4,43,756,3.75,0.25,0.25,0.63,0.50,5.38,94.62
N00000098,1106,62,5,4,11,10,92,1014,5.61,0.45,0.36,0.99,0.90,8.32,91.68
N00000099,246,6,0,0,1,0,7,239,2.44,0,0,0.41,0,2.85,97.15
N00000100,323,15,3,1,1,0,20,303,4.64,0.93,0.31,0.31,0,6.19,93.81
N00000101,253,5,0,1,0,0,6,247,1.98,0,0.40,0,0,2.37,97.63
N00000102,302,16,3,2,4,0,25,277,5.30,0.99,0.66,1.32,0,8.28,91.72
N00000103,583,20,2,5,8,3,38,545,3.43,0.34,0.86,1.37,0.51,6.52,93.48
N00000104,294,7,1,0,2,1,11,283,2.38,0.34,0,0.68,0.34,3.74,96.26
N00000105,318,23,1,0,5,0,29,289,7.23,0.31,0,1.57,0,9.12,90.88
N00000106,190,9,1,0,5,0,15,175,4.74,0.53,0,2.63,0,7.89,92.11
N00000107,252,7,2,0,7,5,21,231,2.78,0.79,0,2.78,1.98,8.33,91.67
N00000108,239,43,4,0,6,1,54,185,17.99,1.67,0,2.51,0.42,22.59,77.41
N00000109,473,26,2,2,10,1,41,432,5.50,0.42,0.42,2.11,0.21,8.67,91.33
N00000110,250,19,1,1,4,4,29,221,7.60,0.40,0.40,1.60,1.60,11.60,88.40
N00000111,341,26,0,1,2,4,33,308,7.62,0,0.29,0.59,1.17,9.68,90.32
N00000112,389,19,2,1,0,3,25,364,4.88,0.51,0.26,0,0.77,6.43,93.57
N00000113,295,16,4,0,4,3,27,268,5.42,1.36,0,1.36,1.02,9.15,90.85
N00000114,306,16,0,0,1,0,17,289,5.23,0,0,0.33,0,5.56,94.44
N00000115,283,8,4,2,2,1,17,266,2.83,1.41,0.71,0.71,0.35,6.01,93.99
N00000116,276,16,0,4,2,2,24,252,5.80,0,1.45,0.72,0.72,8.70,91.30
N00000117,154,6,1,0,1,1,9,145,3.90,0.65,0,0.65,0.65,5.84,94.16
N00000118,330,36,3,5,5,8,57,273,10.91,0.91,1.52,1.52,2.42,17.27,82.73
N00000119,279,37,1,7,2,10,57,222,13.26,0.36,2.51,0.72,3.58,20.43,79.57
N00000120,315,31,3,4,2,10,50,265,9.84,0.95,1.27,0.63,3.17,15.87,84.13
N00000121,280,14,0,5,2,10,31,249,5.00,0,1.79,0.71,3.57,11.07,88.93
N00000122,463,34,3,0,5,1,43,420,7.34,0.65,0,1.08,0.22,9.29,90.71
N00000123,344,43,1,1,3,7,55,289,12.50,0.29,0.29,0.87,2.03,15.99,84.01
N00000124,358,33,4,1,0,3,41,317,9.22,1.12,0.28,0,0.84,11.45,88.55
N00000125,442,16,0,6,8,5,35,407,3.62,0,1.36,1.81,1.13,7.92,92.08
N00000126,461,19,0,0,2,0,21,440,4.12,0,0,0.43,0,4.56,95.44
N00000127,379,19,2,2,1,2,26,353,5.01,0.53,0.53,0.26,0.53,6.86,93.14
N00000128,944,26,4,0,3,5,38,906,2.75,0.42,0,0.32,0.53,4.03,95.97
N00000129,329,8,0,0,3,2,13,316,2.43,0,0,0.91,0.61,3.95,96.05
N00000130,475,23,8,1,0,2,34,441,4.84,1.68,0.21,0,0.42,7.16,92.84
N00000131,382,39,5,1,5,6,56,326,10.21,1.31,0.26,1.31,1.57,14.66,85.34
N00000132,352,28,5,2,1,8,44,308,7.95,1.42,0.57,0.28,2.27,12.50,87.50
N00000133,312,29,2,1,4,4,40,272,9.29,0.64,0.32,1.28,1.28,12.82,87.18
N00000134,415,31,1,2,1,4,39,376,7.47,0.24,0.48,0.24,0.96,9.40,90.60
N00000135,305,20,2,0,0,3,25,280,6.56,0.66,0,0,0.98,8.20,91.80
N00000136,488,28,1,2,4,3,38,450,5.74,0.20,0.41,0.82,0.61,7.79,92.21
N00000137,303,21,0,2,1,1,25,278,6.93,0,0.66,0.33,0.33,8.25,91.75
N00000138,453,26,3,2,3,2,36,417,5.74,0.66,0.44,0.66,0.44,7.95,92.05
N00000139,297,31,1,1,7,0,40,257,10.44,0.34,0.34,2.36,0,13.47,86.53
N00000140,326,33,2,3,2,7,47,279,10.12,0.61,0.92,0.61,2.15,14.42,85.58
N00000141,429,36,2,3,8,5,54,375,8.39,0.47,0.70,1.86,1.17,12.59,87.41
N00000142,196,9,1,1,3,1,15,181,4.59,0.51,0.51,1.53,0.51,7.65,92.35
N00000143,209,13,5,2,1,2,23,186,6.22,2.39,0.96,0.48,0.96,11.00,89.00
N00000144,219,24,3,3,3,5,38,181,10.96,1.37,1.37,1.37,2.28,17.35,82.65
N00000145,123,11,2,1,1,1,16,107,8.94,1.63,0.81,0.81,0.81,13.01,86.99
N00000146,267,31,4,0,0,5,40,227,11.61,1.50,0,0,1.87,14.98,85.02
N00000147,214,26,3,1,3,2,35,179,12.15,1.40,0.47,1.40,0.93,16.36,83.64
N00000148,639,72,11,5,10,8,106,533,11.27,1.72,0.78,1.56,1.25,16.59,83.41
N00000149,408,44,6,7,10,18,85,323,10.78,1.47,1.72,2.45,4.41,20.83,79.17
N00000150,352,35,8,2,11,7,63,289,9.94,2.27,0.57,3.13,1.99,17.90,82.10
N00000151,277,30,10,8,11,9,68,209,10.83,3.61,2.89,3.97,3.25,24.55,75.45
N00000152,266,49,12,3,7,2,73,193,18.42,4.51,1.13,2.63,0.75,27.44,72.56
N00000153,238,39,10,10,7,5,71,167,16.39,4.20,4.20,2.94,2.10,29.83,70.17
N00000154,251,48,7,4,3,7,69,182,19.12,2.79,1.59,1.20,2.79,27.49,72.51
N00000155,329,46,11,4,13,7,81,248,13.98,3.34,1.22,3.95,2.13,24.62,75.38
N00000156,295,43,7,5,6,1,62,233,14.58,2.37,1.69,2.03,0.34,21.02,78.98
N00000157,356,69,0,12,8,3,92,264,19.38,0,3.37,2.25,0.84,25.84,74.16
N00000158,647,80,4,3,7,8,102,545,12.36,0.62,0.46,1.08,1.24,15.77,84.23
N00000159,218,16,1,1,1,4,23,195,7.34,0.46,0.46,0.46,1.83,10.55,89.45
N00000160,305,24,2,1,6,3,36,269,7.87,0.66,0.33,1.97,0.98,11.80,88.20
N00000161,336,21,2,6,2,3,34,302,6.25,0.60,1.79,0.60,0.89,10.12,89.88
N00000162,235,22,3,4,3,7,39,196,9.36,1.28,1.70,1.28,2.98,16.60,83.40
N00000163,302,28,4,0,7,3,42,260,9.27,1.32,0,2.32,0.99,13.91,86.09
N00000164,283,26,3,2,6,11,48,235,9.19,1.06,0.71,2.12,3.89,16.96,83.04
N00000165,310,35,1,1,2,3,42,268,11.29,0.32,0.32,0.65,0.97,13.55,86.45
N00000166,264,24,4,2,3,4,37,227,9.09,1.52,0.76,1.14,1.52,14.02,85.98
N00000167,369,43,6,1,0,0,50,319,11.65,1.63,0.27,0,0,13.55,86.45
N00000168,337,35,1,2,4,3,45,292,10.39,0.30,0.59,1.19,0.89,13.35,86.65
N00000169,689,76,14,9,16,16,131,558,11.03,2.03,1.31,2.32,2.32,19.01,80.99
N00000170,357,37,13,9,3,5,67,290,10.36,3.64,2.52,0.84,1.40,18.77,81.23
N00000171,408,66,13,5,6,14,104,304,16.18,3.19,1.23,1.47,3.43,25.49,74.51
N00000172,749,92,9,14,11,18,144,605,12.28,1.20,1.87,1.47,2.40,19.23,80.77
N00000173,366,73,12,6,16,14,121,245,19.95,3.28,1.64,4.37,3.83,33.06,66.94
N00000174,379,34,5,4,8,9,60,319,8.97,1.32,1.06,2.11,2.37,15.83,84.17
N00000175,353,39,0,1,7,8,55,298,11.05,0,0.28,1.98,2.27,15.58,84.42
N00000176,456,33,2,4,5,2,46,410,7.24,0.44,0.88,1.10,0.44,10.09,89.91
N00000177,309,28,6,4,4,3,45,264,9.06,1.94,1.29,1.29,0.97,14.56,85.44
N00000178,648,50,5,8,9,5,77,571,7.72,0.77,1.23,1.39,0.77,11.88,88.12
N00000179,821,51,5,10,6,9,81,740,6.21,0.61,1.22,0.73,1.10,9.87,90.13
N00000180,271,27,4,4,6,3,44,227,9.96,1.48,1.48,2.21,1.11,16.24,83.76
N00000181,273,16,1,1,4,5,27,246,5.86,0.37,0.37,1.47,1.83,9.89,90.11
N00000182,212,18,1,3,2,3,27,185,8.49,0.47,1.42,0.94,1.42,12.74,87.26
N00000183,279,19,3,1,2,3,28,251,6.81,1.08,0.36,0.72,1.08,10.04,89.96
N00000184,361,24,4,4,5,1,38,323,6.65,1.11,1.11,1.39,0.28,10.53,89.47
N00000185,209,21,1,0,1,4,27,182,10.05,0.48,0,0.48,1.91,12.92,87.08
N00000186,288,27,0,0,3,0,30,258,9.38,0,0,1.04,0,10.42,89.58
N00000187,243,12,4,0,1,0,17,226,4.94,1.65,0,0.41,0,7.00,93.00
N00000188,332,24,2,1,1,0,28,304,7.23,0.60,0.30,0.30,0,8.43,91.57
N00000189,333,24,1,1,1,2,29,304,7.21,0.30,0.30,0.30,0.60,8.71,91.29
N00000190,301,29,1,1,1,1,33,268,9.63,0.33,0.33,0.33,0.33,10.96,89.04
N00000191,292,20,2,0,4,11,37,255,6.85,0.68,0,1.37,3.77,12.67,87.33
N00000192,286,10,0,0,4,2,16,270,3.50,0,0,1.40,0.70,5.59,94.41
N00000193,275,11,0,0,3,3,17,258,4.00,0,0,1.09,1.09,6.18,93.82
N00000194,243,9,3,0,0,1,13,230,3.70,1.23,0,0,0.41,5.35,94.65
N00000195,240,8,1,0,3,3,15,225,3.33,0.42,0,1.25,1.25,6.25,93.75
N00000196,231,19,6,2,3,4,34,197,8.23,2.60,0.87,1.30,1.73,14.72,85.28
N00000197,312,14,1,1,5,1,22,290,4.49,0.32,0.32,1.60,0.32,7.05,92.95
N00000198,274,20,0,0,3,2,25,249,7.30,0,0,1.09,0.73,9.12,90.88
N00000199,341,25,3,2,2,1,33,308,7.33,0.88,0.59,0.59,0.29,9.68,90.32
N00000200,306,15,3,1,2,10,31,275,4.90,0.98,0.33,0.65,3.27,10.13,89.87
N00000201,282,29,1,2,2,10,44,238,10.28,0.35,0.71,0.71,3.55,15.60,84.40
N00000202,297,34,1,2,2,3,42,255,11.45,0.34,0.67,0.67,1.01,14.14,85.86
N00000203,329,32,0,1,4,5,42,287,9.73,0,0.30,1.22,1.52,12.77,87.23
N00000204,374,26,3,0,4,3,36,338,6.95,0.80,0,1.07,0.80,9.63,90.37
N00000205,292,21,2,2,2,0,27,265,7.19,0.68,0.68,0.68,0,9.25,90.75
N00000206,378,30,3,3,1,2,39,339,7.94,0.79,0.79,0.26,0.53,10.32,89.68
N00000207,248,21,1,0,3,4,29,219,8.47,0.40,0,1.21,1.61,11.69,88.31
N00000208,306,16,2,0,3,5,26,280,5.23,0.65,0,0.98,1.63,8.50,91.50
N00000209,344,32,4,5,1,1,43,301,9.30,1.16,1.45,0.29,0.29,12.50,87.50
N00000210,373,41,1,2,3,6,53,320,10.99,0.27,0.54,0.80,1.61,14.21,85.79
N00000211,514,53,3,1,3,7,67,447,10.31,0.58,0.19,0.58,1.36,13.04,86.96
N00000212,172,20,1,1,5,0,27,145,11.63,0.58,0.58,2.91,0,15.70,84.30
N00000213,276,22,7,4,6,2,41,235,7.97,2.54,1.45,2.17,0.72,14.86,85.14
N00000214,316,30,2,4,5,10,51,265,9.49,0.63,1.27,1.58,3.16,16.14,83.86
N00000215,387,30,2,3,2,11,48,339,7.75,0.52,0.78,0.52,2.84,12.40,87.60
N00000216,384,51,4,7,2,10,74,310,13.28,1.04,1.82,0.52,2.60,19.27,80.73
N00000217,468,43,2,2,2,2,51,417,9.19,0.43,0.43,0.43,0.43,10.90,89.10
N00000218,352,27,6,2,1,5,41,311,7.67,1.70,0.57,0.28,1.42,11.65,88.35
N00000219,236,11,1,1,5,3,21,215,4.66,0.42,0.42,2.12,1.27,8.90,91.10
N00000220,265,19,0,0,2,2,23,242,7.17,0,0,0.75,0.75,8.68,91.32
N00000221,253,25,3,1,5,2,36,217,9.88,1.19,0.40,1.98,0.79,14.23,85.77
N00000222,289,28,5,8,3,10,54,235,9.69,1.73,2.77,1.04,3.46,18.69,81.31
N00000223,313,28,2,1,5,6,42,271,8.95,0.64,0.32,1.60,1.92,13.42,86.58
N00000224,234,31,0,3,4,2,40,194,13.25,0,1.28,1.71,0.85,17.09,82.91
N00000225,147,13,2,1,2,3,21,126,8.84,1.36,0.68,1.36,2.04,14.29,85.71
N00000226,258,35,3,1,3,6,48,210,13.57,1.16,0.39,1.16,2.33,18.60,81.40
N00000227,191,16,1,0,5,1,23,168,8.38,0.52,0,2.62,0.52,12.04,87.96
N00000228,297,29,3,2,4,2,40,257,9.76,1.01,0.67,1.35,0.67,13.47,86.53
N00000229,385,22,1,3,5,5,36,349,5.71,0.26,0.78,1.30,1.30,9.35,90.65
N00000230,280,19,3,5,5,0,32,248,6.79,1.07,1.79,1.79,0,11.43,88.57
N00000231,300,19,2,0,4,6,31,269,6.33,0.67,0,1.33,2.00,10.33,89.67
N00000232,296,29,3,2,2,1,37,259,9.80,1.01,0.68,0.68,0.34,12.50,87.50
N00000233,248,33,2,3,2,5,45,203,13.31,0.81,1.21,0.81,2.02,18.15,81.85
N00000234,246,18,0,1,3,3,25,221,7.32,0,0.41,1.22,1.22,10.16,89.84
N00000235,309,35,6,2,3,5,51,258,11.33,1.94,0.65,0.97,1.62,16.50,83.50
N00000236,272,17,3,0,5,3,28,244,6.25,1.10,0,1.84,1.10,10.29,89.71
N00000237,402,37,4,0,3,6,50,352,9.20,1.00,0,0.75,1.49,12.44,87.56
N00000238,298,38,3,4,0,11,56,242,12.75,1.01,1.34,0,3.69,18.79,81.21
N00000239,244,20,2,1,3,4,30,214,8.20,0.82,0.41,1.23,1.64,12.30,87.70
N00000240,339,22,4,0,2,3,31,308,6.49,1.18,0,0.59,0.88,9.14,90.86
N00000241,412,32,2,2,0,3,39,373,7.77,0.49,0.49,0,0.73,9.47,90.53
N00000242,355,28,2,5,1,3,39,316,7.89,0.56,1.41,0.28,0.85,10.99,89.01
N00000243,258,41,5,0,6,0,52,206,15.89,1.94,0,2.33,0,20.16,79.84
N00000244,258,6,1,1,5,6,19,239,2.33,0.39,0.39,1.94,2.33,7.36,92.64
N00000245,301,27,2,4,1,4,38,263,8.97,0.66,1.33,0.33,1.33,12.62,87.38
N00000246,296,27,3,4,5,4,43,253,9.12,1.01,1.35,1.69,1.35,14.53,85.47
N00000247,300,36,2,6,6,11,61,239,12.00,0.67,2.00,2.00,3.67,20.33,79.67
N00000248,329,34,7,4,5,6,56,273,10.33,2.13,1.22,1.52,1.82,17.02,82.98
N00000249,366,21,2,5,1,8,37,329,5.74,0.55,1.37,0.27,2.19,10.11,89.89
N00000250,377,32,3,4,4,7,50,327,8.49,0.80,1.06,1.06,1.86,13.26,86.74
N00000251,436,27,1,0,8,4,40,396,6.19,0.23,0,1.83,0.92,9.17,90.83
N00000252,341,36,2,1,0,2,41,300,10.56,0.59,0.29,0,0.59,12.02,87.98
N00000253,486,30,5,3,6,5,49,437,6.17,1.03,0.62,1.23,1.03,10.08,89.92
N00000254,309,37,4,4,3,1,49,260,11.97,1.29,1.29,0.97,0.32,15.86,84.14
N00000255,343,43,4,2,4,3,56,287,12.54,1.17,0.58,1.17,0.87,16.33,83.67
N00000256,752,82,7,9,8,12,118,634,10.90,0.93,1.20,1.06,1.60,15.69,84.31
N00000257,431,28,4,6,3,1,42,389,6.50,0.93,1.39,0.70,0.23,9.74,90.26
N00000258,374,40,5,4,5,8,62,312,10.70,1.34,1.07,1.34,2.14,16.58,83.42
N00000259,455,20,9,3,5,0,37,418,4.40,1.98,0.66,1.10,0,8.13,91.87
N00000260,528,64,13,11,10,7,105,423,12.12,2.46,2.08,1.89,1.33,19.89,80.11
N00000261,540,37,3,6,2,1,49,491,6.85,0.56,1.11,0.37,0.19,9.07,90.93
N00000262,401,30,6,3,4,1,44,357,7.48,1.50,0.75,1.00,0.25,10.97,89.03
N00000263,236,18,2,0,4,3,27,209,7.63,0.85,0,1.69,1.27,11.44,88.56
N00000264,539,38,7,4,7,1,57,482,7.05,1.30,0.74,1.30,0.19,10.58,89.42
N00000265,342,30,9,1,3,1,44,298,8.77,2.63,0.29,0.88,0.29,12.87,87.13
N00000266,317,25,5,7,2,1,40,277,7.89,1.58,2.21,0.63,0.32,12.62,87.38
N00000267,428,40,0,1,6,8,55,373,9.35,0,0.23,1.40,1.87,12.85,87.15
N00000268,371,29,1,1,4,6,41,330,7.82,0.27,0.27,1.08,1.62,11.05,88.95
N00000269,339,37,3,7,3,4,54,285,10.91,0.88,2.06,0.88,1.18,15.93,84.07
N00000270,359,37,3,2,6,4,52,307,10.31,0.84,0.56,1.67,1.11,14.48,85.52
N00000271,368,51,5,3,7,5,71,297,13.86,1.36,0.82,1.90,1.36,19.29,80.71
N00000272,291,24,1,3,2,5,35,256,8.25,0.34,1.03,0.69,1.72,12.03,87.97
N00000273,450,38,0,6,3,6,53,397,8.44,0,1.33,0.67,1.33,11.78,88.22
N00000274,446,42,4,3,0,4,53,393,9.42,0.90,0.67,0,0.90,11.88,88.12
N00000275,286,16,7,2,1,1,27,259,5.59,2.45,0.70,0.35,0.35,9.44,90.56
N00000276,303,19,0,2,3,1,25,278,6.27,0,0.66,0.99,0.33,8.25,91.75
N00000277,300,8,2,1,1,4,16,284,2.67,0.67,0.33,0.33,1.33,5.33,94.67
N00000278,288,9,4,1,0,2,16,272,3.13,1.39,0.35,0,0.69,5.56,94.44
N00000279,171,8,0,0,6,2,16,155,4.68,0,0,3.51,1.17,9.36,90.64
N00000280,359,11,2,1,7,0,21,338,3.06,0.56,0.28,1.95,0,5.85,94.15
N00000281,343,41,8,12,5,5,71,272,11.95,2.33,3.50,1.46,1.46,20.70,79.30
N00000282,359,42,2,5,3,13,65,294,11.70,0.56,1.39,0.84,3.62,18.11,81.89
N00000283,334,28,5,1,1,6,41,293,8.38,1.50,0.30,0.30,1.80,12.28,87.72
N00000284,359,23,1,0,1,5,30,329,6.41,0.28,0,0.28,1.39,8.36,91.64
N00000285,304,24,7,1,4,4,40,264,7.89,2.30,0.33,1.32,1.32,13.16,86.84
N00000286,261,25,2,1,2,6,36,225,9.58,0.77,0.38,0.77,2.30,13.79,86.21
N00000287,285,28,3,9,2,1,43,242,9.82,1.05,3.16,0.70,0.35,15.09,84.91
