GeographyCode,KS406NI0001,KS406NI0002,KS406NI0003,KS406NI0004,KS406NI0005,KS406NI0006,KS406NI0007,KS406NI0008,KS406NI0009,KS406NI0010,KS406NI0011,KS406NI0012,KS406NI0013
N00000001,310,6,4,0,0,1,299,1.94,1.29,0,0,0.32,96.45
N00000002,141,6,11,0,1,1,124,4.26,7.80,0,0.71,0.71,87.94
N00000003,78,14,8,0,0,0,57,17.95,10.26,0,0,0,73.08
N00000004,195,30,10,0,1,1,161,15.38,5.13,0,0.51,0.51,82.56
N00000005,124,13,3,0,0,1,109,10.48,2.42,0,0,0.81,87.90
N00000006,86,11,5,0,0,0,71,12.79,5.81,0,0,0,82.56
N00000007,89,9,4,0,0,0,77,10.11,4.49,0,0,0,86.52
N00000008,138,5,4,0,1,0,128,3.62,2.90,0,0.72,0,92.75
N00000009,275,19,9,0,1,1,246,6.91,3.27,0,0.36,0.36,89.45
N00000010,86,3,2,0,0,1,80,3.49,2.33,0,0,1.16,93.02
N00000011,136,5,20,0,0,0,113,3.68,14.71,0,0,0,83.09
N00000012,121,8,7,0,3,0,105,6.61,5.79,0,2.48,0,86.78
N00000013,136,5,12,0,0,0,120,3.68,8.82,0,0,0,88.24
N00000014,205,12,14,0,0,0,183,5.85,6.83,0,0,0,89.27
N00000015,119,5,19,0,2,0,94,4.20,15.97,0,1.68,0,78.99
N00000016,122,4,12,0,2,0,105,3.28,9.84,0,1.64,0,86.07
N00000017,144,5,10,0,1,0,129,3.47,6.94,0,0.69,0,89.58
N00000018,94,1,4,0,1,0,88,1.06,4.26,0,1.06,0,93.62
N00000019,116,5,13,0,0,0,101,4.31,11.21,0,0,0,87.07
N00000020,122,6,10,0,0,0,107,4.92,8.20,0,0,0,87.70
N00000021,128,2,15,0,0,0,111,1.56,11.72,0,0,0,86.72
N00000022,126,6,10,1,0,0,109,4.76,7.94,0.79,0,0,86.51
N00000023,115,15,14,1,1,0,92,13.04,12.17,0.87,0.87,0,80.00
N00000024,174,32,7,0,0,1,137,18.39,4.02,0,0,0.57,78.74
N00000025,159,25,7,0,0,0,129,15.72,4.40,0,0,0,81.13
N00000026,151,22,12,1,1,1,120,14.57,7.95,0.66,0.66,0.66,79.47
N00000027,178,12,7,1,2,0,160,6.74,3.93,0.56,1.12,0,89.89
N00000028,85,5,3,0,0,0,77,5.88,3.53,0,0,0,90.59
N00000029,136,12,6,0,1,0,119,8.82,4.41,0,0.74,0,87.50
N00000030,131,11,2,0,0,0,119,8.40,1.53,0,0,0,90.84
N00000031,201,26,15,0,1,0,163,12.94,7.46,0,0.50,0,81.09
N00000032,133,11,6,0,1,0,118,8.27,4.51,0,0.75,0,88.72
N00000033,166,25,12,0,1,1,130,15.06,7.23,0,0.60,0.60,78.31
N00000034,158,9,3,0,1,0,147,5.70,1.90,0,0.63,0,93.04
N00000035,128,6,8,0,0,0,115,4.69,6.25,0,0,0,89.84
N00000036,134,5,9,1,0,0,121,3.73,6.72,0.75,0,0,90.30
N00000037,124,3,9,0,2,0,110,2.42,7.26,0,1.61,0,88.71
N00000038,138,13,11,1,2,0,114,9.42,7.97,0.72,1.45,0,82.61
N00000039,448,23,20,1,5,3,407,5.13,4.46,0.22,1.12,0.67,90.85
N00000040,114,9,13,0,0,0,95,7.89,11.40,0,0,0,83.33
N00000041,144,5,7,0,0,0,132,3.47,4.86,0,0,0,91.67
N00000042,126,5,7,0,0,0,114,3.97,5.56,0,0,0,90.48
N00000043,368,14,13,1,0,1,343,3.80,3.53,0.27,0,0.27,93.21
N00000044,108,6,10,0,0,0,93,5.56,9.26,0,0,0,86.11
N00000045,170,27,11,0,0,0,137,15.88,6.47,0,0,0,80.59
N00000046,129,11,6,0,0,0,114,8.53,4.65,0,0,0,88.37
N00000047,138,6,8,1,0,0,127,4.35,5.80,0.72,0,0,92.03
N00000048,125,5,8,0,0,0,113,4.00,6.40,0,0,0,90.40
N00000049,123,6,9,0,0,0,110,4.88,7.32,0,0,0,89.43
N00000050,135,4,9,0,0,0,123,2.96,6.67,0,0,0,91.11
N00000051,124,4,11,0,0,2,108,3.23,8.87,0,0,1.61,87.10
N00000052,120,4,10,0,0,0,107,3.33,8.33,0,0,0,89.17
N00000053,108,1,8,0,0,0,99,0.93,7.41,0,0,0,91.67
N00000054,111,4,8,0,0,0,102,3.60,7.21,0,0,0,91.89
N00000055,117,3,17,0,0,0,100,2.56,14.53,0,0,0,85.47
N00000056,119,5,9,0,1,0,106,4.20,7.56,0,0.84,0,89.08
N00000057,118,1,13,0,2,0,102,0.85,11.02,0,1.69,0,86.44
N00000058,121,4,3,0,1,0,114,3.31,2.48,0,0.83,0,94.21
N00000059,110,2,15,0,1,0,94,1.82,13.64,0,0.91,0,85.45
N00000060,180,3,16,0,2,0,159,1.67,8.89,0,1.11,0,88.33
N00000061,129,4,9,0,0,0,116,3.10,6.98,0,0,0,89.92
N00000062,130,9,4,1,0,0,117,6.92,3.08,0.77,0,0,90.00
N00000063,155,6,6,0,1,1,143,3.87,3.87,0,0.65,0.65,92.26
N00000064,133,2,16,1,0,0,114,1.50,12.03,0.75,0,0,85.71
N00000065,146,4,6,2,2,0,133,2.74,4.11,1.37,1.37,0,91.10
N00000066,110,4,2,0,0,0,104,3.64,1.82,0,0,0,94.55
N00000067,134,5,16,0,1,0,114,3.73,11.94,0,0.75,0,85.07
N00000068,124,1,6,0,0,0,117,0.81,4.84,0,0,0,94.35
N00000069,145,8,19,0,1,0,121,5.52,13.10,0,0.69,0,83.45
N00000070,104,1,5,0,1,0,97,0.96,4.81,0,0.96,0,93.27
N00000071,136,2,7,0,0,0,128,1.47,5.15,0,0,0,94.12
N00000072,634,24,29,1,1,1,581,3.79,4.57,0.16,0.16,0.16,91.64
N00000073,249,25,30,1,1,0,203,10.04,12.05,0.40,0.40,0,81.53
