GeographyCode,KS801NI0001,KS801NI0002,KS801NI0003,KS801NI0004,KS801NI0005,KS801NI0006,KS801NI0007,KS801NI0008,KS801NI0009,KS801NI0010
N00003481,136,121,2,5,8,0,88.97,1.47,3.68,5.88
N00003482,220,199,4,3,14,0,90.45,1.82,1.36,6.36
N00003483,295,278,5,3,9,0,94.24,1.69,1.02,3.05
N00003484,286,276,3,2,5,0,96.50,1.05,0.70,1.75
N00003485,243,234,1,1,7,0,96.30,0.41,0.41,2.88
N00003486,306,294,4,6,2,0,96.08,1.31,1.96,0.65
N00003487,293,279,2,5,7,0,95.22,0.68,1.71,2.39
N00003488,243,230,8,3,2,0,94.65,3.29,1.23,0.82
N00003489,609,582,4,5,18,0,95.57,0.66,0.82,2.96
N00003490,261,242,3,2,14,0,92.72,1.15,0.77,5.36
N00003491,602,582,3,5,12,0,96.68,0.50,0.83,1.99
N00003492,360,350,5,0,5,0,97.22,1.39,0,1.39
N00003493,691,673,4,1,13,2,97.40,0.58,0.14,1.88
N00003494,719,685,6,3,25,0,95.27,0.83,0.42,3.48
N00003495,378,359,4,1,14,0,94.97,1.06,0.26,3.70
N00003496,614,601,7,1,5,0,97.88,1.14,0.16,0.81
N00003497,358,340,4,5,9,0,94.97,1.12,1.40,2.51
N00003498,210,198,4,2,6,1,94.29,1.90,0.95,2.86
N00003499,213,204,1,3,5,0,95.77,0.47,1.41,2.35
N00003500,252,234,3,6,9,0,92.86,1.19,2.38,3.57
N00003501,228,214,5,1,8,1,93.86,2.19,0.44,3.51
N00003502,180,166,3,6,5,0,92.22,1.67,3.33,2.78
N00003503,286,267,7,4,8,8,93.36,2.45,1.40,2.80
N00003504,292,274,7,4,7,0,93.84,2.40,1.37,2.40
N00003505,181,164,6,1,10,0,90.61,3.31,0.55,5.52
N00003506,342,335,2,3,2,0,97.95,0.58,0.88,0.58
N00003507,216,203,3,2,8,0,93.98,1.39,0.93,3.70
N00003508,259,250,4,2,3,0,96.53,1.54,0.77,1.16
N00003509,269,261,6,1,1,0,97.03,2.23,0.37,0.37
N00003510,267,253,5,2,7,1,94.76,1.87,0.75,2.62
N00003511,231,225,1,0,5,0,97.40,0.43,0,2.16
N00003512,261,246,5,5,5,0,94.25,1.92,1.92,1.92
N00003513,397,379,5,6,7,0,95.47,1.26,1.51,1.76
N00003514,631,615,4,2,10,0,97.46,0.63,0.32,1.58
N00003515,246,242,0,0,4,0,98.37,0,0,1.63
N00003516,317,309,1,2,5,0,97.48,0.32,0.63,1.58
N00003517,599,579,6,1,13,0,96.66,1.00,0.17,2.17
N00003518,271,260,2,3,6,0,95.94,0.74,1.11,2.21
N00003519,198,192,3,0,3,0,96.97,1.52,0,1.52
N00003520,272,263,2,2,5,0,96.69,0.74,0.74,1.84
N00003521,273,238,19,5,11,2,87.18,6.96,1.83,4.03
N00003522,374,336,12,4,22,1,89.84,3.21,1.07,5.88
N00003523,376,348,11,2,15,0,92.55,2.93,0.53,3.99
N00003524,856,749,36,13,58,3,87.50,4.21,1.52,6.78
N00003525,311,280,9,6,16,0,90.03,2.89,1.93,5.14
N00003526,205,174,12,0,19,0,84.88,5.85,0,9.27
N00003527,501,482,10,2,7,0,96.21,2.00,0.40,1.40
N00003528,847,802,12,7,26,0,94.69,1.42,0.83,3.07
N00003529,430,418,3,3,6,0,97.21,0.70,0.70,1.40
N00003530,444,429,3,2,10,0,96.62,0.68,0.45,2.25
N00003531,401,382,6,9,4,1,95.26,1.50,2.24,1.00
N00003532,446,425,5,7,9,0,95.29,1.12,1.57,2.02
N00003533,588,567,9,4,8,0,96.43,1.53,0.68,1.36
N00003534,288,276,0,6,6,0,95.83,0,2.08,2.08
N00003535,440,424,11,0,5,0,96.36,2.50,0,1.14
N00003536,492,477,8,2,5,0,96.95,1.63,0.41,1.02
N00003537,319,312,2,4,1,0,97.81,0.63,1.25,0.31
N00003538,425,403,4,6,12,0,94.82,0.94,1.41,2.82
N00003539,332,315,1,12,4,0,94.88,0.30,3.61,1.20
N00003540,228,215,3,5,5,0,94.30,1.32,2.19,2.19
N00003541,256,240,5,2,9,0,93.75,1.95,0.78,3.52
N00003542,238,224,3,0,11,0,94.12,1.26,0,4.62
N00003543,506,474,16,5,11,0,93.68,3.16,0.99,2.17
N00003544,372,359,5,1,7,2,96.51,1.34,0.27,1.88
N00003545,458,447,3,4,4,0,97.60,0.66,0.87,0.87
N00003546,297,281,11,3,2,0,94.61,3.70,1.01,0.67
N00003547,602,565,7,10,20,0,93.85,1.16,1.66,3.32
N00003548,1571,1483,29,20,39,4,94.40,1.85,1.27,2.48
N00003549,529,504,11,5,9,0,95.27,2.08,0.95,1.70
N00003550,441,421,5,2,13,0,95.46,1.13,0.45,2.95
N00003551,382,344,13,2,23,0,90.05,3.40,0.52,6.02
N00003552,350,329,10,6,5,1,94.00,2.86,1.71,1.43
N00003553,351,327,8,4,12,0,93.16,2.28,1.14,3.42
N00003554,223,212,4,1,6,0,95.07,1.79,0.45,2.69
N00003555,290,263,8,7,12,3,90.69,2.76,2.41,4.14
N00003556,591,566,9,4,12,1,95.77,1.52,0.68,2.03
N00003557,235,230,0,2,3,0,97.87,0,0.85,1.28
N00003558,482,468,1,3,10,0,97.10,0.21,0.62,2.07
N00003559,527,508,11,2,6,0,96.39,2.09,0.38,1.14
N00003560,506,482,8,4,12,1,95.26,1.58,0.79,2.37
N00003561,444,427,6,1,10,0,96.17,1.35,0.23,2.25
N00003562,382,359,4,4,15,0,93.98,1.05,1.05,3.93
N00003563,449,434,4,2,9,0,96.66,0.89,0.45,2.00
N00003564,349,329,8,5,7,0,94.27,2.29,1.43,2.01
N00003565,411,386,9,4,12,0,93.92,2.19,0.97,2.92
N00003566,524,505,3,0,16,0,96.37,0.57,0,3.05
N00003567,472,452,6,6,8,0,95.76,1.27,1.27,1.69
N00003568,398,386,2,3,7,0,96.98,0.50,0.75,1.76
N00003569,478,462,5,1,10,0,96.65,1.05,0.21,2.09
N00003570,501,483,7,2,9,0,96.41,1.40,0.40,1.80
N00003571,298,288,2,2,6,0,96.64,0.67,0.67,2.01
N00003572,478,458,8,2,10,0,95.82,1.67,0.42,2.09
N00003573,436,420,2,3,11,0,96.33,0.46,0.69,2.52
N00003574,426,415,3,3,5,0,97.42,0.70,0.70,1.17
N00003575,492,479,4,2,7,0,97.36,0.81,0.41,1.42
N00003576,490,455,9,7,19,0,92.86,1.84,1.43,3.88
N00003577,389,365,6,9,9,0,93.83,1.54,2.31,2.31
N00003578,512,478,10,2,22,0,93.36,1.95,0.39,4.30
N00003579,482,461,8,5,8,0,95.64,1.66,1.04,1.66
N00003580,389,360,3,4,22,0,92.54,0.77,1.03,5.66
N00003581,574,546,11,8,9,0,95.12,1.92,1.39,1.57
N00003582,497,463,13,3,18,1,93.16,2.62,0.60,3.62
N00003583,618,589,8,8,13,0,95.31,1.29,1.29,2.10
N00003584,273,263,5,4,1,0,96.34,1.83,1.47,0.37
N00003585,304,292,2,6,4,0,96.05,0.66,1.97,1.32
N00003586,267,254,5,2,6,2,95.13,1.87,0.75,2.25
N00003587,472,453,7,1,11,0,95.97,1.48,0.21,2.33
N00003588,593,566,11,9,7,0,95.45,1.85,1.52,1.18
N00003589,535,513,9,3,10,0,95.89,1.68,0.56,1.87
N00003590,643,621,10,4,8,0,96.58,1.56,0.62,1.24
N00003591,547,529,6,5,7,0,96.71,1.10,0.91,1.28
N00003592,342,324,9,6,3,0,94.74,2.63,1.75,0.88
N00003593,570,546,8,10,6,0,95.79,1.40,1.75,1.05
N00003594,875,851,7,8,9,0,97.26,0.80,0.91,1.03
N00003595,334,321,4,2,7,0,96.11,1.20,0.60,2.10
N00003596,286,275,3,1,7,0,96.15,1.05,0.35,2.45
N00003597,458,433,10,4,11,0,94.54,2.18,0.87,2.40
N00003598,338,310,9,9,10,0,91.72,2.66,2.66,2.96
N00003599,372,351,3,2,16,0,94.35,0.81,0.54,4.30
N00003600,333,318,2,2,11,0,95.50,0.60,0.60,3.30
N00003601,333,318,4,1,10,0,95.50,1.20,0.30,3.00
N00003602,336,320,4,4,8,0,95.24,1.19,1.19,2.38
N00003603,315,291,1,5,18,5,92.38,0.32,1.59,5.71
N00003604,280,266,5,6,3,0,95.00,1.79,2.14,1.07
N00003605,267,249,6,5,7,0,93.26,2.25,1.87,2.62
N00003606,315,293,8,5,9,0,93.02,2.54,1.59,2.86
N00003607,452,409,14,14,15,0,90.49,3.10,3.10,3.32
N00003608,379,360,5,5,9,1,94.99,1.32,1.32,2.37
N00003609,289,278,0,2,9,0,96.19,0,0.69,3.11
N00003610,265,255,2,0,8,0,96.23,0.75,0,3.02
N00003611,231,222,4,2,3,0,96.10,1.73,0.87,1.30
N00003612,452,443,3,4,2,0,98.01,0.66,0.88,0.44
N00003613,438,423,5,2,8,0,96.58,1.14,0.46,1.83
N00003614,483,466,6,2,9,0,96.48,1.24,0.41,1.86
N00003615,339,332,4,1,2,0,97.94,1.18,0.29,0.59
N00003616,350,324,3,7,16,0,92.57,0.86,2.00,4.57
N00003617,322,317,2,2,1,0,98.45,0.62,0.62,0.31
N00003618,418,403,8,2,5,0,96.41,1.91,0.48,1.20
N00003619,403,384,8,3,8,0,95.29,1.99,0.74,1.99
N00003620,454,435,6,1,12,0,95.81,1.32,0.22,2.64
N00003621,400,382,4,4,10,0,95.50,1.00,1.00,2.50
N00003622,568,546,14,3,5,0,96.13,2.46,0.53,0.88
N00003623,276,260,2,5,9,0,94.20,0.72,1.81,3.26
N00003624,603,554,14,15,20,0,91.87,2.32,2.49,3.32
N00003625,412,395,6,4,7,0,95.87,1.46,0.97,1.70
N00003626,361,339,6,4,12,0,93.91,1.66,1.11,3.32
N00003627,323,312,1,3,7,0,96.59,0.31,0.93,2.17
N00003628,286,270,3,2,11,0,94.41,1.05,0.70,3.85
N00003629,241,205,10,5,21,0,85.06,4.15,2.07,8.71
N00003630,499,420,27,18,34,1,84.17,5.41,3.61,6.81
N00003631,187,176,2,0,9,0,94.12,1.07,0,4.81
N00003632,246,220,10,2,14,0,89.43,4.07,0.81,5.69
N00003633,241,234,3,2,2,0,97.10,1.24,0.83,0.83
N00003634,302,291,1,2,8,0,96.36,0.33,0.66,2.65
N00003635,319,305,6,1,7,0,95.61,1.88,0.31,2.19
N00003636,318,293,5,9,11,0,92.14,1.57,2.83,3.46
N00003637,332,286,7,15,24,1,86.14,2.11,4.52,7.23
N00003638,362,321,7,5,29,0,88.67,1.93,1.38,8.01
N00003639,267,231,11,3,22,1,86.52,4.12,1.12,8.24
N00003640,275,255,9,2,9,0,92.73,3.27,0.73,3.27
N00003641,435,400,9,9,17,0,91.95,2.07,2.07,3.91
N00003642,313,281,15,8,9,0,89.78,4.79,2.56,2.88
N00003643,392,370,5,5,12,0,94.39,1.28,1.28,3.06
N00003644,270,247,11,1,11,0,91.48,4.07,0.37,4.07
N00003645,444,405,11,7,21,0,91.22,2.48,1.58,4.73
N00003646,506,455,11,11,29,0,89.92,2.17,2.17,5.73
N00003647,619,568,13,14,24,0,91.76,2.10,2.26,3.88
N00003648,438,419,7,1,11,0,95.66,1.60,0.23,2.51
N00003649,419,398,11,0,10,0,94.99,2.63,0,2.39
N00003650,358,327,6,5,20,0,91.34,1.68,1.40,5.59
N00003651,318,294,7,6,11,0,92.45,2.20,1.89,3.46
N00003652,593,561,8,0,24,0,94.60,1.35,0,4.05
N00003653,327,298,5,9,15,0,91.13,1.53,2.75,4.59
N00003654,229,220,2,5,2,0,96.07,0.87,2.18,0.87
N00003655,189,172,4,6,7,0,91.01,2.12,3.17,3.70
N00003656,431,390,6,12,23,0,90.49,1.39,2.78,5.34
N00003657,339,311,9,9,10,1,91.74,2.65,2.65,2.95
N00003658,480,440,16,12,12,0,91.67,3.33,2.50,2.50
N00003659,339,316,7,4,12,0,93.22,2.06,1.18,3.54
N00003660,335,299,11,13,12,0,89.25,3.28,3.88,3.58
N00003661,319,290,5,9,15,0,90.91,1.57,2.82,4.70
N00003662,192,175,3,3,11,0,91.15,1.56,1.56,5.73
N00003663,259,247,2,2,8,0,95.37,0.77,0.77,3.09
N00003664,465,421,7,11,26,1,90.54,1.51,2.37,5.59
N00003665,446,425,10,4,7,0,95.29,2.24,0.90,1.57
N00003666,426,403,7,5,11,0,94.60,1.64,1.17,2.58
N00003667,373,356,3,3,11,0,95.44,0.80,0.80,2.95
N00003668,397,376,5,2,14,0,94.71,1.26,0.50,3.53
N00003669,410,382,7,10,11,0,93.17,1.71,2.44,2.68
N00003670,351,319,5,8,19,0,90.88,1.42,2.28,5.41
N00003671,264,251,4,3,6,0,95.08,1.52,1.14,2.27
N00003672,265,258,3,2,2,0,97.36,1.13,0.75,0.75
N00003673,227,216,5,2,4,0,95.15,2.20,0.88,1.76
N00003674,357,331,4,7,15,0,92.72,1.12,1.96,4.20
N00003675,275,260,6,3,6,1,94.55,2.18,1.09,2.18
N00003676,246,234,2,3,7,0,95.12,0.81,1.22,2.85
N00003677,260,254,3,1,2,2,97.69,1.15,0.38,0.77
N00003678,322,307,4,3,8,0,95.34,1.24,0.93,2.48
N00003679,288,274,5,1,8,3,95.14,1.74,0.35,2.78
N00003680,212,198,2,4,8,1,93.40,0.94,1.89,3.77
N00003681,288,268,3,10,7,0,93.06,1.04,3.47,2.43
N00003682,200,183,2,3,12,0,91.50,1.00,1.50,6.00
N00003683,364,349,7,2,6,0,95.88,1.92,0.55,1.65
N00003684,286,271,2,2,11,1,94.76,0.70,0.70,3.85
N00003685,332,310,4,3,15,0,93.37,1.20,0.90,4.52
N00003686,319,291,8,2,18,1,91.22,2.51,0.63,5.64
N00003687,425,416,4,2,3,0,97.88,0.94,0.47,0.71
N00003688,325,321,2,1,1,0,98.77,0.62,0.31,0.31
N00003689,262,247,2,2,11,0,94.27,0.76,0.76,4.20
N00003690,501,480,10,0,11,0,95.81,2.00,0,2.20
N00003691,436,416,10,3,7,0,95.41,2.29,0.69,1.61
N00003692,349,327,7,6,9,0,93.70,2.01,1.72,2.58
N00003693,385,365,4,7,9,0,94.81,1.04,1.82,2.34
N00003694,488,470,8,1,9,0,96.31,1.64,0.20,1.84
N00003695,345,325,4,6,10,0,94.20,1.16,1.74,2.90
N00003696,409,394,6,2,7,0,96.33,1.47,0.49,1.71
N00003697,399,364,8,9,18,0,91.23,2.01,2.26,4.51
N00003698,638,588,12,8,30,0,92.16,1.88,1.25,4.70
N00003699,345,319,4,3,19,0,92.46,1.16,0.87,5.51
N00003700,359,321,14,6,18,0,89.42,3.90,1.67,5.01
N00003701,556,509,8,13,26,2,91.55,1.44,2.34,4.68
N00003702,727,656,13,25,33,0,90.23,1.79,3.44,4.54
N00003703,541,508,6,14,13,5,93.90,1.11,2.59,2.40
N00003704,365,336,10,6,13,0,92.05,2.74,1.64,3.56
N00003705,369,343,3,10,13,1,92.95,0.81,2.71,3.52
N00003706,525,499,4,12,10,0,95.05,0.76,2.29,1.90
N00003707,517,481,10,11,15,0,93.04,1.93,2.13,2.90
N00003708,475,447,7,2,19,0,94.11,1.47,0.42,4.00
N00003709,347,316,12,5,14,0,91.07,3.46,1.44,4.03
N00003710,436,413,3,6,14,0,94.72,0.69,1.38,3.21
N00003711,481,455,10,4,12,0,94.59,2.08,0.83,2.49
N00003712,317,288,9,6,14,0,90.85,2.84,1.89,4.42
N00003713,316,281,4,10,21,0,88.92,1.27,3.16,6.65
N00003714,356,323,14,10,9,0,90.73,3.93,2.81,2.53
N00003715,257,238,8,3,8,2,92.61,3.11,1.17,3.11
N00003716,246,222,8,5,11,0,90.24,3.25,2.03,4.47
N00003717,192,159,12,10,11,0,82.81,6.25,5.21,5.73
N00003718,1261,1155,19,16,71,1,91.59,1.51,1.27,5.63
N00003719,382,356,3,11,12,0,93.19,0.79,2.88,3.14
N00003720,370,346,10,2,12,0,93.51,2.70,0.54,3.24
N00003721,499,463,12,6,18,1,92.79,2.40,1.20,3.61
N00003722,413,388,6,7,12,2,93.95,1.45,1.69,2.91
N00003723,359,337,7,5,10,1,93.87,1.95,1.39,2.79
N00003724,356,331,14,3,8,0,92.98,3.93,0.84,2.25
N00003725,249,227,10,4,8,0,91.16,4.02,1.61,3.21
N00003726,406,392,3,3,8,0,96.55,0.74,0.74,1.97
N00003727,344,326,14,1,3,1,94.77,4.07,0.29,0.87
N00003728,302,288,5,2,7,0,95.36,1.66,0.66,2.32
N00003729,344,322,8,4,10,0,93.60,2.33,1.16,2.91
N00003730,387,369,8,4,6,0,95.35,2.07,1.03,1.55
N00003731,321,310,4,5,2,0,96.57,1.25,1.56,0.62
N00003732,569,535,9,8,17,1,94.02,1.58,1.41,2.99
N00003733,287,275,2,4,6,1,95.82,0.70,1.39,2.09
N00003734,308,297,3,3,5,1,96.43,0.97,0.97,1.62
N00003735,259,247,5,1,6,0,95.37,1.93,0.39,2.32
N00003736,293,282,7,1,3,1,96.25,2.39,0.34,1.02
N00003737,453,439,4,2,8,1,96.91,0.88,0.44,1.77
N00003738,235,222,6,3,4,0,94.47,2.55,1.28,1.70
N00003739,352,323,11,2,16,1,91.76,3.13,0.57,4.55
N00003740,225,217,3,0,5,0,96.44,1.33,0,2.22
N00003741,170,158,5,0,7,1,92.94,2.94,0,4.12
N00003742,271,254,5,5,7,1,93.73,1.85,1.85,2.58
N00003743,494,472,9,4,9,1,95.55,1.82,0.81,1.82
N00003744,366,357,5,2,2,0,97.54,1.37,0.55,0.55
N00003745,436,401,7,6,22,0,91.97,1.61,1.38,5.05
N00003746,278,260,8,2,8,0,93.53,2.88,0.72,2.88
N00003747,265,242,7,0,16,0,91.32,2.64,0,6.04
N00003748,363,347,6,5,5,0,95.59,1.65,1.38,1.38
N00003749,413,393,2,8,10,1,95.16,0.48,1.94,2.42
N00003750,429,392,4,13,20,0,91.38,0.93,3.03,4.66
N00003751,444,388,16,12,28,0,87.39,3.60,2.70,6.31
N00003752,380,352,11,4,13,0,92.63,2.89,1.05,3.42
N00003753,442,411,7,11,13,0,92.99,1.58,2.49,2.94
N00003754,295,277,7,1,10,0,93.90,2.37,0.34,3.39
N00003755,374,349,7,5,13,0,93.32,1.87,1.34,3.48
N00003756,306,298,5,1,2,0,97.39,1.63,0.33,0.65
N00003757,318,294,8,5,11,0,92.45,2.52,1.57,3.46
N00003758,482,452,6,11,13,0,93.78,1.24,2.28,2.70
N00003759,280,257,8,4,11,0,91.79,2.86,1.43,3.93
N00003760,287,275,7,0,5,0,95.82,2.44,0,1.74
N00003761,391,374,2,5,10,0,95.65,0.51,1.28,2.56
N00003762,465,443,8,3,11,0,95.27,1.72,0.65,2.37
N00003763,478,455,3,4,16,0,95.19,0.63,0.84,3.35
N00003764,575,551,7,9,8,0,95.83,1.22,1.57,1.39
N00003765,375,349,10,4,12,0,93.07,2.67,1.07,3.20
N00003766,469,439,5,9,16,0,93.60,1.07,1.92,3.41
N00003767,455,419,11,3,22,0,92.09,2.42,0.66,4.84
N00003768,439,402,13,9,15,2,91.57,2.96,2.05,3.42
N00003769,267,244,8,5,10,0,91.39,3.00,1.87,3.75
N00003770,360,344,10,4,2,1,95.56,2.78,1.11,0.56
N00003771,365,344,3,8,10,1,94.25,0.82,2.19,2.74
N00003772,163,147,7,4,5,0,90.18,4.29,2.45,3.07
N00003773,254,235,5,4,10,0,92.52,1.97,1.57,3.94
N00003774,266,240,10,7,9,0,90.23,3.76,2.63,3.38
N00003775,457,413,11,10,23,0,90.37,2.41,2.19,5.03
N00003776,331,313,5,4,9,0,94.56,1.51,1.21,2.72
N00003777,254,242,2,3,7,0,95.28,0.79,1.18,2.76
N00003778,301,274,10,9,8,1,91.03,3.32,2.99,2.66
N00003779,289,274,6,5,4,0,94.81,2.08,1.73,1.38
N00003780,333,320,6,1,6,0,96.10,1.80,0.30,1.80
N00003781,321,301,5,4,11,0,93.77,1.56,1.25,3.43
N00003782,487,449,11,13,14,0,92.20,2.26,2.67,2.87
N00003783,266,249,7,2,8,0,93.61,2.63,0.75,3.01
N00003784,427,401,8,7,11,0,93.91,1.87,1.64,2.58
N00003785,497,465,10,6,16,0,93.56,2.01,1.21,3.22
N00003786,417,388,5,8,16,1,93.05,1.20,1.92,3.84
N00003787,363,342,2,6,13,0,94.21,0.55,1.65,3.58
N00003788,257,233,5,9,10,2,90.66,1.95,3.50,3.89
N00003789,368,335,6,8,19,0,91.03,1.63,2.17,5.16
N00003790,300,279,3,7,11,0,93.00,1.00,2.33,3.67
N00003791,645,592,9,19,25,0,91.78,1.40,2.95,3.88
N00003792,272,253,6,7,6,0,93.01,2.21,2.57,2.21
N00003793,596,560,11,10,15,0,93.96,1.85,1.68,2.52
N00003794,340,308,12,8,12,0,90.59,3.53,2.35,3.53
N00003795,411,383,8,9,11,0,93.19,1.95,2.19,2.68
N00003796,553,508,9,18,18,0,91.86,1.63,3.25,3.25
N00003797,385,360,10,8,7,0,93.51,2.60,2.08,1.82
N00003798,367,344,6,7,10,0,93.73,1.63,1.91,2.72
N00003799,294,282,2,5,5,1,95.92,0.68,1.70,1.70
N00003800,441,428,4,4,5,0,97.05,0.91,0.91,1.13
N00003801,329,302,5,8,14,1,91.79,1.52,2.43,4.26
N00003802,253,243,3,1,6,0,96.05,1.19,0.40,2.37
N00003803,335,316,5,6,8,2,94.33,1.49,1.79,2.39
N00003804,394,378,3,4,9,0,95.94,0.76,1.02,2.28
N00003805,249,232,3,6,8,0,93.17,1.20,2.41,3.21
N00003806,374,348,5,5,16,0,93.05,1.34,1.34,4.28
N00003807,278,264,4,4,6,0,94.96,1.44,1.44,2.16
N00003808,275,262,3,6,4,0,95.27,1.09,2.18,1.45
N00003809,353,336,4,0,13,0,95.18,1.13,0,3.68
N00003810,168,163,1,2,2,0,97.02,0.60,1.19,1.19
N00003811,329,302,7,2,18,0,91.79,2.13,0.61,5.47
N00003812,314,301,7,2,4,0,95.86,2.23,0.64,1.27
N00003813,280,268,3,2,7,0,95.71,1.07,0.71,2.50
N00003814,312,296,4,4,8,0,94.87,1.28,1.28,2.56
N00003815,510,486,3,10,11,0,95.29,0.59,1.96,2.16
N00003816,340,311,8,7,14,0,91.47,2.35,2.06,4.12
N00003817,488,460,14,2,12,0,94.26,2.87,0.41,2.46
N00003818,472,448,10,6,8,4,94.92,2.12,1.27,1.69
N00003819,364,344,7,4,9,0,94.51,1.92,1.10,2.47
N00003820,555,532,6,5,12,0,95.86,1.08,0.90,2.16
N00003821,395,382,4,1,8,0,96.71,1.01,0.25,2.03
N00003822,512,480,7,4,21,0,93.75,1.37,0.78,4.10
N00003823,552,514,6,15,17,0,93.12,1.09,2.72,3.08
N00003824,692,648,9,11,24,0,93.64,1.30,1.59,3.47
N00003825,839,794,9,9,27,0,94.64,1.07,1.07,3.22
N00003826,636,608,7,8,13,1,95.60,1.10,1.26,2.04
N00003827,995,937,21,15,22,0,94.17,2.11,1.51,2.21
N00003828,418,408,4,1,5,0,97.61,0.96,0.24,1.20
N00003829,488,469,15,1,3,0,96.11,3.07,0.20,0.61
N00003830,468,440,8,4,16,0,94.02,1.71,0.85,3.42
N00003831,233,223,2,2,6,1,95.71,0.86,0.86,2.58
N00003832,506,484,4,4,14,0,95.65,0.79,0.79,2.77
N00003833,385,357,7,9,12,0,92.73,1.82,2.34,3.12
N00003834,370,349,4,8,9,0,94.32,1.08,2.16,2.43
N00003835,435,355,14,21,45,0,81.61,3.22,4.83,10.34
N00003836,292,257,10,8,17,0,88.01,3.42,2.74,5.82
N00003837,307,292,3,1,11,0,95.11,0.98,0.33,3.58
N00003838,325,277,19,6,23,2,85.23,5.85,1.85,7.08
N00003839,320,264,13,9,34,4,82.50,4.06,2.81,10.63
N00003840,383,350,6,6,21,0,91.38,1.57,1.57,5.48
N00003841,213,189,3,3,18,0,88.73,1.41,1.41,8.45
N00003842,341,301,9,10,21,2,88.27,2.64,2.93,6.16
N00003843,260,225,6,10,19,1,86.54,2.31,3.85,7.31
N00003844,424,363,15,17,29,0,85.61,3.54,4.01,6.84
N00003845,252,230,3,7,12,0,91.27,1.19,2.78,4.76
N00003846,486,446,9,10,21,0,91.77,1.85,2.06,4.32
N00003847,210,183,7,9,11,1,87.14,3.33,4.29,5.24
N00003848,303,287,5,4,7,0,94.72,1.65,1.32,2.31
N00003849,496,466,7,7,16,0,93.95,1.41,1.41,3.23
N00003850,361,340,7,4,10,0,94.18,1.94,1.11,2.77
N00003851,412,380,7,3,22,0,92.23,1.70,0.73,5.34
N00003852,295,272,6,3,14,0,92.20,2.03,1.02,4.75
N00003853,458,426,10,8,14,0,93.01,2.18,1.75,3.06
N00003854,410,373,23,3,11,1,90.98,5.61,0.73,2.68
N00003855,393,368,7,6,12,0,93.64,1.78,1.53,3.05
N00003856,421,386,10,12,13,0,91.69,2.38,2.85,3.09
N00003857,501,477,7,7,10,0,95.21,1.40,1.40,2.00
N00003858,482,464,8,2,8,0,96.27,1.66,0.41,1.66
N00003859,428,399,7,10,12,0,93.22,1.64,2.34,2.80
N00003860,994,926,14,28,26,0,93.16,1.41,2.82,2.62
N00003861,503,481,5,7,10,0,95.63,0.99,1.39,1.99
N00003862,406,383,10,5,8,0,94.33,2.46,1.23,1.97
N00003863,181,163,4,4,10,0,90.06,2.21,2.21,5.52
N00003864,311,298,3,4,6,0,95.82,0.96,1.29,1.93
N00003865,197,184,4,3,6,0,93.40,2.03,1.52,3.05
N00003866,281,263,4,7,7,1,93.59,1.42,2.49,2.49
N00003867,592,547,11,10,24,2,92.40,1.86,1.69,4.05
N00003868,274,249,6,10,9,0,90.88,2.19,3.65,3.28
N00003869,967,880,21,21,45,1,91.00,2.17,2.17,4.65
N00003870,194,177,8,3,6,0,91.24,4.12,1.55,3.09
N00003871,605,537,13,26,29,2,88.76,2.15,4.30,4.79
N00003872,184,161,6,6,11,1,87.50,3.26,3.26,5.98
N00003873,897,852,14,15,16,2,94.98,1.56,1.67,1.78
N00003874,504,476,9,6,13,0,94.44,1.79,1.19,2.58
N00003875,394,373,11,4,6,0,94.67,2.79,1.02,1.52
N00003876,566,542,8,8,8,0,95.76,1.41,1.41,1.41
N00003877,353,344,2,2,5,0,97.45,0.57,0.57,1.42
N00003878,456,439,6,2,9,0,96.27,1.32,0.44,1.97
N00003879,480,459,7,4,10,1,95.63,1.46,0.83,2.08
N00003880,424,396,8,5,15,0,93.40,1.89,1.18,3.54
N00003881,432,393,7,4,28,2,90.97,1.62,0.93,6.48
N00003882,239,216,6,5,12,0,90.38,2.51,2.09,5.02
N00003883,635,558,19,8,50,2,87.87,2.99,1.26,7.87
N00003884,606,566,9,4,27,2,93.40,1.49,0.66,4.46
N00003885,286,271,3,3,9,0,94.76,1.05,1.05,3.15
N00003886,265,251,6,4,4,0,94.72,2.26,1.51,1.51
N00003887,468,434,6,5,23,1,92.74,1.28,1.07,4.91
N00003888,213,195,1,4,13,0,91.55,0.47,1.88,6.10
N00003889,361,337,3,8,13,0,93.35,0.83,2.22,3.60
N00003890,226,210,7,1,8,0,92.92,3.10,0.44,3.54
N00003891,271,258,3,4,6,0,95.20,1.11,1.48,2.21
N00003892,214,199,2,6,7,1,92.99,0.93,2.80,3.27
N00003893,180,168,0,4,8,5,93.33,0,2.22,4.44
N00003894,241,222,4,5,10,0,92.12,1.66,2.07,4.15
N00003895,222,211,4,2,5,0,95.05,1.80,0.90,2.25
N00003896,727,691,10,4,22,0,95.05,1.38,0.55,3.03
N00003897,265,258,3,3,1,0,97.36,1.13,1.13,0.38
N00003898,347,318,6,11,12,0,91.64,1.73,3.17,3.46
N00003899,338,317,0,4,17,0,93.79,0,1.18,5.03
N00003900,269,257,4,2,6,0,95.54,1.49,0.74,2.23
N00003901,256,250,1,1,4,0,97.66,0.39,0.39,1.56
N00003902,325,292,10,4,19,0,89.85,3.08,1.23,5.85
