GeographyCode,LC3102NI0001,LC3102NI0002,LC3102NI0003,LC3102NI0004,LC3102NI0005,LC3102NI0006,LC3102NI0007,LC3102NI0008,LC3102NI0009
N06000001,91207,79613,11594,43740,38840,4900,47467,40773,6694
N06000002,101489,88678,12811,48671,43471,5200,52818,45207,7611
N06000003,108289,95774,12515,52948,47702,5246,55341,48072,7269
N06000004,93176,80711,12465,44223,39071,5152,48953,41640,7313
N06000005,87942,76760,11182,42887,38281,4606,45055,38479,6576
N06000006,97681,87266,10415,48217,43966,4251,49464,43300,6164
N06000007,101557,90614,10943,51023,46447,4576,50534,44167,6367
N06000008,99430,88005,11425,48517,43679,4838,50913,44326,6587
N06000009,100083,87871,12212,49050,44051,4999,51033,43820,7213
N06000010,98502,87752,10750,49374,44919,4455,49128,42833,6295
N06000011,111333,98726,12607,55415,50199,5216,55918,48527,7391
N06000012,107293,95268,12025,52965,48091,4874,54328,47177,7151
N06000013,87868,76095,11773,42290,37441,4849,45578,38654,6924
N06000014,98171,86362,11809,48027,43260,4767,50144,43102,7042
N06000015,107832,94836,12996,53648,48407,5241,54184,46429,7755
N06000016,88672,76758,11914,43532,38635,4897,45140,38123,7017
N06000017,117347,103481,13866,57868,52036,5832,59479,51445,8034
N06000018,90467,80357,10110,45182,40994,4188,45285,39363,5922
