GeographyCode,LC4101NI0001,LC4101NI0002,LC4101NI0003,LC4101NI0004,LC4101NI0005,LC4101NI0006,LC4101NI0007,LC4101NI0008,LC4101NI0009,LC4101NI0010,LC4101NI0011,LC4101NI0012,LC4101NI0013,LC4101NI0014,LC4101NI0015,LC4101NI0016,LC4101NI0017,LC4101NI0018,LC4101NI0019,LC4101NI0020
N06000001,40918,7735,8218,14009,10956,25926,3177,5356,9799,7594,8152,1619,1366,2699,2468,6840,2939,1496,1511,894
N06000002,44601,9152,8305,15594,11550,24379,3234,4618,9499,7028,12523,2852,2175,4185,3311,7699,3066,1512,1910,1211
N06000003,46630,12869,8747,14875,10139,26401,3290,5036,10722,7353,7192,1483,1333,2421,1955,13037,8096,2378,1732,831
N06000004,36580,7792,7066,13739,7983,20005,2874,3967,8300,4864,11865,2864,2195,4366,2440,4710,2054,904,1073,679
N06000005,36112,5309,7076,14348,9379,26378,2678,5333,11451,6916,4423,822,629,1465,1507,5311,1809,1114,1432,956
N06000006,37981,5977,7582,14629,9793,25826,2360,5137,11081,7248,4980,890,878,1804,1408,7175,2727,1567,1744,1137
N06000007,37590,5868,7496,14577,9649,26691,2536,5206,11431,7518,3694,721,663,1330,980,7205,2611,1627,1816,1151
N06000008,38404,7350,8187,14999,7868,21751,2246,4603,9764,5138,9083,2112,1776,3317,1878,7570,2992,1808,1918,852
N06000009,39850,6308,8223,15025,10294,29499,3258,6214,12235,7792,5283,1134,905,1642,1602,5068,1916,1104,1148,900
N06000010,33690,5517,7440,12680,8053,24701,2765,5540,10051,6345,2889,529,554,1074,732,6100,2223,1346,1555,976
N06000011,40538,6694,8446,15441,9957,28586,2920,5835,12105,7726,4500,889,864,1617,1130,7452,2885,1747,1719,1101
N06000012,41458,6062,8303,15753,11340,29346,2825,5995,12117,8409,4989,843,835,1780,1531,7123,2394,1473,1856,1400
N06000013,37740,5407,6934,14539,10860,28432,2838,5138,11861,8595,3874,657,581,1263,1373,5434,1912,1215,1415,892
N06000014,37715,6576,8195,14314,8630,28659,3608,6408,11899,6744,3850,884,630,1235,1101,5206,2084,1157,1180,785
N06000015,39030,5934,8002,15359,9735,28516,2734,5852,12354,7576,3207,571,526,1209,901,7307,2629,1624,1796,1258
N06000016,35412,4853,6686,14367,9506,26254,2458,5032,11642,7122,4332,810,689,1454,1379,4826,1585,965,1271,1005
N06000017,45766,8687,9615,16759,10705,30786,4098,6670,12464,7554,5898,1121,973,2034,1770,9082,3468,1972,2261,1381
N06000018,33260,5074,6873,13086,8227,22615,2054,4709,9719,6133,4151,787,749,1633,982,6494,2233,1415,1734,1112
