GeographyCode,LC3606NI0001,LC3606NI0002,LC3606NI0003,LC3606NI0004,LC3606NI0005,LC3606NI0006,LC3606NI0007,LC3606NI0008,LC3606NI0009,LC3606NI0010,LC3606NI0011,LC3606NI0012
N06000001,42630,11829,30801,36010,9723,26287,4804,1417,3387,1816,689,1127
N06000002,40396,12955,27441,33866,10619,23247,4295,1404,2891,2235,932,1303
N06000003,55372,16096,39276,47963,13815,34148,5643,1650,3993,1766,631,1135
N06000004,33464,12407,21057,27720,10118,17602,3468,1321,2147,2276,968,1308
N06000005,41541,12034,29507,35028,9905,25123,4640,1475,3165,1873,654,1219
N06000006,41416,12705,28711,35858,10809,25049,3835,1248,2587,1723,648,1075
N06000007,46305,12574,33731,39909,10483,29426,4370,1413,2957,2026,678,1348
N06000008,37685,12593,25092,32184,10796,21388,3704,1133,2571,1797,664,1133
N06000009,48661,13196,35465,41269,10822,30447,5390,1637,3753,2002,737,1265
N06000010,42894,11645,31249,36811,9725,27086,4080,1235,2845,2003,685,1318
N06000011,47887,13905,33982,40863,11547,29316,4747,1533,3214,2277,825,1452
N06000012,48624,13312,35312,41678,11053,30625,4829,1499,3330,2117,760,1357
N06000013,41565,12099,29466,34897,9813,25084,4978,1631,3347,1690,655,1035
N06000014,48258,13112,35146,40962,10788,30174,5240,1600,3640,2056,724,1332
N06000015,47692,13690,34002,40314,11214,29100,4942,1561,3381,2436,915,1521
N06000016,41427,12019,29408,34377,9665,24712,5018,1615,3403,2032,739,1293
N06000017,52770,14479,38291,44915,11909,33006,5460,1707,3753,2395,863,1532
N06000018,36676,10071,26605,31184,8359,22825,3644,1090,2554,1848,622,1226
