GeographyCode,LC2104NI0001,LC2104NI0002,LC2104NI0003,LC2104NI0004,LC2104NI0005,LC2104NI0006,LC2104NI0007,LC2104NI0008,LC2104NI0009,LC2104NI0010,LC2104NI0011,LC2104NI0012,LC2104NI0013,LC2104NI0014,LC2104NI0015,LC2104NI0016,LC2104NI0017,LC2104NI0018
N06000001,92221,44086,48135,81562,38862,42700,4242,2150,2092,1086,388,698,2549,1269,1280,2782,1417,1365
N06000002,102531,49107,53424,93058,44410,48648,3606,1852,1754,1271,518,753,2205,1110,1095,2391,1217,1174
N06000003,111402,54202,57200,91768,44488,47280,5771,2972,2799,3304,1404,1900,4026,2009,2017,6533,3329,3204
N06000004,93986,44532,49454,88307,41862,46445,2027,912,1115,1298,567,731,836,436,400,1518,755,763
N06000005,90067,43822,46245,81529,39695,41834,4845,2411,2434,962,375,587,987,497,490,1744,844,900
N06000006,99673,49241,50432,89728,44416,45312,5072,2625,2447,1686,641,1045,1697,856,841,1490,703,787
N06000007,102553,51407,51146,85330,43191,42139,4636,2329,2307,5120,1989,3131,5418,2714,2704,2049,1184,865
N06000008,100807,49076,51731,89038,43646,45392,4457,2159,2298,4294,1739,2555,1258,627,631,1760,905,855
N06000009,101710,50025,51685,89848,43944,45904,6185,3429,2756,1390,542,848,2097,1062,1035,2190,1048,1142
N06000010,99155,49602,49553,91033,45526,45507,2838,1415,1423,1254,506,748,3037,1644,1393,993,511,482
N06000011,112401,55830,56571,97462,48901,48561,4141,2026,2115,4740,1964,2776,4583,2241,2342,1475,698,777
N06000012,108207,53259,54948,98710,48665,50045,4557,2238,2319,960,386,574,2770,1399,1371,1210,571,639
N06000013,89498,43078,46420,77207,36878,40329,7461,4019,3442,1311,473,838,1285,607,678,2234,1101,1133
N06000014,99238,48594,50644,89166,43482,45684,5201,2770,2431,1000,405,595,2093,1097,996,1778,840,938
N06000015,108835,54161,54674,97646,48806,48840,5159,2647,2512,2424,903,1521,2129,1079,1050,1477,726,751
N06000016,89370,43722,45648,81514,39929,41585,4474,2269,2205,891,340,551,1194,569,625,1297,615,682
N06000017,118010,58080,59930,104371,51402,52969,4733,2372,2361,1476,595,881,5278,2640,2638,2152,1071,1081
N06000018,91199,45499,45700,81576,41090,40486,3419,1601,1818,3366,1318,2048,1881,1014,867,957,476,481
