GeographyCode,LC6401NI0001,LC6401NI0002,LC6401NI0003,LC6401NI0004,LC6401NI0005,LC6401NI0006,LC6401NI0007,LC6401NI0008,LC6401NI0009,LC6401NI0010,LC6401NI0011,LC6401NI0012,LC6401NI0013,LC6401NI0014,LC6401NI0015,LC6401NI0016,LC6401NI0017,LC6401NI0018,LC6401NI0019,LC6401NI0020
N06000001,66772,44931,11133,10708,21060,16839,1125,3096,13855,10424,1535,1896,23244,13140,5938,4166,8613,4528,2535,1550
N06000002,73081,44674,17338,11069,15790,12359,1443,1988,13334,9649,1975,1710,30249,16743,8731,4775,13708,5923,5189,2596
N06000003,83768,46820,9983,26965,31425,22164,1186,8075,14185,9298,1388,3499,19832,9477,4904,5451,18326,5881,2505,9940
N06000004,66711,40562,19095,7054,11549,8939,1342,1268,11996,8871,2064,1061,26797,15342,8687,2768,16369,7410,7002,1957
N06000005,64475,50980,5591,7904,18118,16064,516,1538,14771,12590,758,1423,23152,16564,3112,3476,8434,5762,1205,1467
N06000006,71401,52268,7293,11840,16827,14455,503,1869,16431,13793,785,1853,25314,16804,3925,4585,12829,7216,2080,3533
N06000007,73355,55514,5310,12531,16041,13718,412,1911,17131,14775,547,1809,28627,19185,2841,6601,11556,7836,1510,2210
N06000008,72532,46276,14269,11987,16526,13335,1155,2036,12853,9504,1486,1863,26716,15734,6549,4433,16437,7703,5079,3655
N06000009,72692,57170,7307,8215,23676,20675,715,2286,17323,14693,1027,1603,23113,15949,3915,3249,8580,5853,1650,1077
N06000010,70467,55755,4468,10244,15427,13571,314,1542,16222,14132,490,1600,26532,19180,2289,5063,12286,8872,1375,2039
N06000011,79890,60727,6768,12395,18146,15460,609,2077,18155,15457,853,1845,29418,20325,3222,5871,14171,9485,2084,2602
N06000012,78073,59487,7256,11330,18663,16292,571,1800,18163,15602,778,1783,30473,20689,4013,5771,10774,6904,1894,1976
N06000013,64666,51595,4863,8208,22869,20084,545,2240,15914,13502,734,1678,18636,12977,2605,3054,7247,5032,979,1236
N06000014,71240,57658,5127,8455,20651,18443,483,1725,17068,14839,704,1525,24811,17955,2833,4023,8710,6421,1107,1182
N06000015,76861,60705,4859,11297,19573,17091,441,2041,19623,16841,655,2127,25463,18297,2331,4835,12202,8476,1432,2294
N06000016,65341,51861,6077,7403,18088,16116,508,1464,17576,15044,920,1612,21717,15171,3368,3178,7960,5530,1281,1149
N06000017,84948,62291,8205,14452,20680,17899,654,2127,17764,14665,919,2180,34070,21968,4681,7421,12434,7759,1951,2724
N06000018,65037,48774,6294,9969,13761,11893,461,1407,14851,12769,583,1499,23869,16430,3013,4426,12556,7682,2237,2637
