GeographyCode,LC2213NI0001,LC2213NI0002,LC2213NI0003,LC2213NI0004,LC2213NI0005,LC2213NI0006,LC2213NI0007,LC2213NI0008,LC2213NI0009,LC2213NI0010,LC2213NI0011,LC2213NI0012,LC2213NI0013,LC2213NI0014,LC2213NI0015,LC2213NI0016,LC2213NI0017,LC2213NI0018,LC2213NI0019,LC2213NI0020
N06000001,92221,8783,57976,25462,13283,1096,8639,3548,70450,3928,47671,18851,6712,2525,2068,2119,3833,1525,639,1669
N06000002,102531,41872,38718,21941,19019,7322,7691,4006,62717,18834,29942,13941,19734,15411,1047,3276,3015,1433,392,1190
N06000003,111402,41803,38701,30898,12421,3511,5700,3210,68694,18440,30888,19366,26468,19076,2107,5285,7896,2656,916,4324
N06000004,93986,68246,11589,14151,18006,13144,2274,2588,40040,23662,8891,7487,36286,32149,350,3787,1515,759,172,584
N06000005,90067,15925,54120,20022,15028,3002,8819,3207,67665,8676,43933,15056,7185,4118,1699,1368,1881,587,451,843
N06000006,99673,38264,46777,14632,22777,9102,10593,3082,60581,16245,34711,9625,15754,12460,1712,1582,2348,1294,364,690
N06000007,102553,54435,36400,11718,24206,12374,9254,2578,47166,16368,25174,5624,26431,22127,1896,2408,6432,4581,490,1361
N06000008,100807,68042,19195,13570,18967,12741,3787,2439,36867,16929,14152,5786,44610,38477,1233,4900,2123,1135,249,739
N06000009,101710,16776,63571,21363,15686,2378,9871,3437,76440,8851,51746,15843,9086,4890,2473,1723,2795,1238,678,879
N06000010,99155,61964,27359,9832,24795,14703,7680,2412,45828,22028,18794,5006,27121,24397,886,1838,3363,2357,230,776
N06000011,112401,67807,30048,14546,22012,12439,6808,2765,47711,18705,21856,7150,39898,34766,1333,3799,4980,3381,437,1162
N06000012,108207,28020,63625,16562,26163,6436,15867,3860,69620,12559,46152,10909,11135,8175,1635,1325,2900,1496,613,791
N06000013,89498,9239,55120,25139,10943,884,6757,3302,72396,5904,46457,20035,6506,2123,2667,1716,2197,715,607,875
N06000014,99238,28618,51233,19387,15824,4297,8358,3169,70091,14291,41616,14184,12499,9365,1556,1578,2774,1483,380,911
N06000015,108835,69673,25254,13908,22042,13827,5533,2682,54954,28362,18654,7938,31734,27678,1174,2882,2767,1644,330,793
N06000016,89370,13496,55969,19905,15366,2583,9521,3262,67415,7347,44913,15155,6766,3376,2060,1330,1621,600,374,647
N06000017,118010,47557,51915,18538,21733,8745,9513,3475,70961,18797,40764,11400,21351,17359,1764,2228,6095,3694,566,1835
N06000018,91199,57513,24985,8701,23157,14209,6691,2257,40817,19582,17081,4154,26550,23305,1240,2005,2266,1601,196,469
