GeographyCode,LC2110NI0001,LC2110NI0002,LC2110NI0003,LC2110NI0004,LC2110NI0005,LC2110NI0006,LC2110NI0007,LC2110NI0008,LC2110NI0009,LC2110NI0010,LC2110NI0011,LC2110NI0012,LC2110NI0013,LC2110NI0014,LC2110NI0015,LC2110NI0016
N06000001,92221,11712,69533,10976,26942,3772,17640,5530,26837,5034,18191,3612,38442,2906,33702,1834
N06000002,102531,48126,46821,7584,33700,17373,12426,3901,27909,13871,11662,2376,40922,16882,22733,1307
N06000003,111402,49025,48630,13747,38747,18375,13829,6543,33876,16686,11990,5200,38779,13964,22811,2004
N06000004,93986,75263,15645,3078,35551,28971,5016,1564,24952,19625,4269,1058,33483,26667,6360,456
N06000005,90067,18362,63148,8557,29095,6236,18168,4691,22733,5027,15444,2262,38239,7099,29536,1604
N06000006,99673,41564,53097,5012,33423,15335,15360,2728,26171,12148,12738,1285,40079,14081,24999,999
N06000007,102553,59159,40100,3294,34428,20811,12058,1559,28558,17373,10189,996,39567,20975,17853,739
N06000008,100807,75731,22193,2883,36326,28346,6650,1330,28110,21269,5853,988,36371,26116,9690,565
N06000009,101710,19346,73158,9206,32028,6595,20322,5111,27957,6724,18779,2454,41725,6027,34057,1641
N06000010,99155,66152,30522,2481,36141,25479,9414,1248,28471,19649,8120,702,34543,21024,12988,531
N06000011,112401,74591,34380,3430,39587,26994,10980,1613,31397,21337,8920,1140,41417,26260,14480,677
N06000012,108207,30723,71446,6038,34445,10875,20265,3305,29182,8970,18623,1589,44580,10878,32558,1144
N06000013,89498,11269,66618,11611,25621,3227,16182,6212,22875,3532,16091,3252,41002,4510,34345,2147
N06000014,99238,31619,59349,8270,33132,11823,16722,4587,28211,10028,15752,2431,37895,9768,26875,1252
N06000015,108835,75384,29224,4227,38433,27613,8573,2247,29293,20888,7302,1103,41109,26883,13349,877
N06000016,89370,15447,65353,8570,27503,5040,17714,4749,22608,4569,15785,2254,39259,5838,31854,1567
N06000017,118010,51919,58998,7093,40199,19168,17318,3713,33903,15774,16032,2097,43908,16977,25648,1283
N06000018,91199,61993,27502,1704,31656,22412,8474,770,25003,17329,7174,500,34540,22252,11854,434
