GeographyCode,LC2107NI0001,LC2107NI0002,LC2107NI0003,LC2107NI0004,LC2107NI0005,LC2107NI0006,LC2107NI0007,LC2107NI0008,LC2107NI0009,LC2107NI0010,LC2107NI0011,LC2107NI0012
N06000001,88533,85273,3260,23254,22449,805,13380,11989,1391,51899,50835,1064
N06000002,97995,94994,3001,29164,28308,856,14496,13515,981,54335,53171,1164
N06000003,107615,100813,6802,34960,33164,1796,19443,16755,2688,53212,50894,2318
N06000004,89872,87357,2515,31437,30432,1005,13285,12667,618,45150,44258,892
N06000005,86916,85585,1331,25944,25565,379,10022,9584,438,50950,50436,514
N06000006,95890,93928,1962,29640,29065,575,11968,11307,661,54282,53556,726
N06000007,98103,92142,5961,29978,28114,1864,14165,12073,2092,53960,51955,2005
N06000008,96591,94702,1889,32110,31551,559,13963,13398,565,50518,49753,765
N06000009,97364,95151,2213,27682,27076,606,12914,12162,752,56768,55913,855
N06000010,94457,91225,3232,31443,30437,1006,14189,13035,1154,48825,47753,1072
N06000011,107388,102787,4601,34574,33248,1326,15628,13904,1724,57186,55635,1551
N06000012,103991,101284,2707,30229,29420,809,13456,12463,993,60306,59401,905
N06000013,86272,84871,1401,22395,22085,310,10589,10136,453,53288,52650,638
N06000014,94820,92439,2381,28714,28089,625,13355,12426,929,52751,51924,827
N06000015,103964,101707,2257,33562,32915,647,14027,13281,746,56375,55511,864
N06000016,86183,84965,1218,24316,23988,328,10151,9721,430,51716,51256,460
N06000017,112428,106701,5727,34617,32850,1767,16923,14896,2027,60888,58955,1933
N06000018,87329,85247,2082,27786,27142,644,11984,11246,738,47559,46859,700
