GeographyCode,LC3401NI0001,LC3401NI0002,LC3401NI0003,LC3401NI0004,LC3401NI0005,LC3401NI0006,LC3401NI0007,LC3401NI0008,LC3401NI0009,LC3401NI0010,LC3401NI0011,LC3401NI0012,LC3401NI0013,LC3401NI0014,LC3401NI0015
N06000001,91207,71123,20084,43358,34209,9149,22822,17282,5540,16580,12917,3663,8447,6715,1732
N06000002,101489,74822,26667,38812,28262,10550,27345,19509,7836,22081,16793,5288,13251,10258,2993
N06000003,108289,90143,18146,49460,41693,7767,23545,18773,4772,19934,16413,3521,15350,13264,2086
N06000004,93176,67877,25299,27338,18635,8703,23971,17352,6619,23421,17558,5863,18446,14332,4114
N06000005,87942,70721,17221,51736,42131,9605,18870,14829,4041,12028,9468,2560,5308,4293,1015
N06000006,97681,78758,18923,56252,45755,10497,19993,15835,4158,13527,10769,2758,7909,6399,1510
N06000007,101557,82993,18564,58723,48007,10716,19900,15853,4047,13269,10880,2389,9665,8253,1412
N06000008,99430,77503,21927,40648,31463,9185,23846,18267,5579,20260,15907,4353,14676,11866,2810
N06000009,100083,82581,17502,59982,50172,9810,21129,16952,4177,12863,10450,2413,6109,5007,1102
N06000010,98502,79136,19366,56566,45622,10944,19530,15315,4215,13101,10550,2551,9305,7649,1656
N06000011,111333,90169,21164,60199,48697,11502,23654,18874,4780,16153,13132,3021,11327,9466,1861
N06000012,107293,87053,20240,64608,52852,11756,21240,16865,4375,13608,10923,2685,7837,6413,1424
N06000013,87868,72082,15786,54104,45083,9021,18472,14814,3658,11080,8843,2237,4212,3342,870
N06000014,98171,81355,16816,57916,48136,9780,21220,17477,3743,12923,10596,2327,6112,5146,966
N06000015,107832,88236,19596,62363,51406,10957,21598,17358,4240,14658,11838,2820,9213,7634,1579
N06000016,88672,71397,17275,50344,40935,9409,20144,15822,4322,12617,10160,2457,5567,4480,1087
N06000017,117347,93211,24136,63695,50771,12924,27633,21654,5979,16741,13276,3465,9278,7510,1768
N06000018,90467,70062,20405,50758,39528,11230,18551,13993,4558,12502,9724,2778,8656,6817,1839
