GeographyCode,LC3106NI0001,LC3106NI0002,LC3106NI0003,LC3106NI0004,LC3106NI0005,LC3106NI0006,LC3106NI0007,LC3106NI0008,LC3106NI0009,LC3106NI0010,LC3106NI0011,LC3106NI0012
N06000001,91207,10904,8823,71480,43740,4778,3956,35006,47467,6126,4867,36474
N06000002,101489,15984,9994,75511,48671,7382,4507,36782,52818,8602,5487,38729
N06000003,108289,9710,8232,90347,52948,4433,3662,44853,55341,5277,4570,45494
N06000004,93176,16540,8523,68113,44223,7423,3918,32882,48953,9117,4605,35231
N06000005,87942,9070,8210,70662,42887,4171,3749,34967,45055,4899,4461,35695
N06000006,97681,10260,8694,78727,48217,4920,4052,39245,49464,5340,4642,39482
N06000007,101557,10414,8635,82508,51023,5051,4230,41742,50534,5363,4405,40766
N06000008,99430,13424,8651,77355,48517,6277,4015,38225,50913,7147,4636,39130
N06000009,100083,9243,8460,82380,49050,4219,3878,40953,51033,5024,4582,41427
N06000010,98502,10720,8269,79513,49374,5104,3936,40334,49128,5616,4333,39179
N06000011,111333,12510,9042,89781,55415,6024,4353,45038,55918,6486,4689,44743
N06000012,107293,11063,9352,86878,52965,5219,4333,43413,54328,5844,5019,43465
N06000013,87868,8279,8133,71456,42290,3604,3622,35064,45578,4675,4511,36392
N06000014,98171,8971,7867,81333,48027,4030,3654,40343,50144,4941,4213,40990
N06000015,107832,11525,9019,87288,53648,5682,4248,43718,54184,5843,4771,43570
N06000016,88672,9134,8302,71236,43532,4320,3887,35325,45140,4814,4415,35911
N06000017,117347,13705,10024,93618,57868,6276,4611,46981,59479,7429,5413,46637
N06000018,90467,11883,8387,70197,45182,5768,4064,35350,45285,6115,4323,34847
