GeographyCode,LC2402NI0001,LC2402NI0002,LC2402NI0003,LC2402NI0004,LC2402NI0005,LC2402NI0006,LC2402NI0007,LC2402NI0008,LC2402NI0009,LC2402NI0010,LC2402NI0011,LC2402NI0012,LC2402NI0013,LC2402NI0014,LC2402NI0015,LC2402NI0016
N06000001,91207,11613,68765,10829,60698,6281,48203,6214,16297,2050,12417,1830,14212,3282,8145,2785
N06000002,101489,47744,46198,7547,60154,29259,27144,3751,25478,11290,12391,1797,15857,7195,6663,1999
N06000003,108289,47918,47048,13323,63047,29542,28164,5341,14327,3872,8515,1940,30915,14504,10369,6042
N06000004,93176,74766,15352,3058,54557,45368,7844,1345,28438,22034,5508,896,10181,7364,2000,817
N06000005,87942,17613,62053,8276,68271,13258,49242,5771,8119,1491,5837,791,11552,2864,6974,1714
N06000006,97681,40824,52015,4842,70366,29556,38043,2767,10349,3919,5850,580,16966,7349,8122,1495
N06000007,101557,58687,39632,3238,76179,42463,32047,1669,7573,5081,2168,324,17805,11143,5417,1245
N06000008,99430,74862,21777,2791,61599,45334,14795,1470,21025,17314,3352,359,16806,12214,3630,962
N06000009,100083,18985,72042,9056,77424,14179,57555,5690,10917,1902,7728,1287,11742,2904,6759,2079
N06000010,98502,65807,30224,2471,77070,51901,23860,1309,6408,4019,2194,195,15024,9887,4170,967
N06000011,111333,74001,33928,3404,83683,54388,27430,1865,9546,7099,2172,275,18104,12514,4326,1264
N06000012,107293,30533,70748,6012,80512,22498,54436,3578,10197,2575,6950,672,16584,5460,9362,1762
N06000013,87868,11085,65430,11353,68862,8459,52687,7716,7214,644,5531,1039,11792,1982,7212,2598
N06000014,98171,31367,58659,8145,78220,24990,47926,5304,7616,2046,4665,905,12335,4331,6068,1936
N06000015,107832,74920,28782,4130,83913,57937,23525,2451,6992,5404,1295,293,16927,11579,3962,1386
N06000016,88672,15327,64789,8556,69037,11348,51936,5753,8847,1463,6340,1044,10788,2516,6513,1759
N06000017,117347,51727,58541,7079,84454,35503,45085,3866,11691,5704,5064,923,21202,10520,8392,2290
N06000018,90467,61604,27180,1683,67067,45002,21167,898,8678,6481,2045,152,14722,10121,3968,633
