GeographyCode,LC6108NI0001,LC6108NI0002,LC6108NI0003,LC6108NI0004,LC6108NI0005,LC6108NI0006,LC6108NI0007,LC6108NI0008,LC6108NI0009,LC6108NI0010,LC6108NI0011,LC6108NI0012,LC6108NI0013,LC6108NI0014,LC6108NI0015,LC6108NI0016,LC6108NI0017,LC6108NI0018,LC6108NI0019,LC6108NI0020,LC6108NI0021
N06000001,67039,32478,34561,45800,23573,22227,10550,2268,8282,27678,16088,11590,4402,3113,1289,3170,2104,1066,21239,8905,12334
N06000002,73558,35466,38092,45602,23483,22119,11950,2829,9121,24982,14651,10331,3464,2565,899,5206,3438,1768,27956,11983,15973
N06000003,86086,42340,43746,59911,30667,29244,14487,4233,10254,35071,19668,15403,5814,3981,1833,4539,2785,1754,26175,11673,14502
N06000004,67002,31513,35489,38843,19481,19362,11546,2668,8878,19184,11086,8098,2734,2157,577,5379,3570,1809,28159,12032,16127
N06000005,66012,32365,33647,44880,23397,21483,10709,2183,8526,25746,15457,10289,5086,3659,1427,3339,2098,1241,21132,8968,12164
N06000006,72822,36147,36675,46103,24748,21355,11109,2702,8407,22945,13341,9604,7362,5664,1698,4687,3041,1646,26719,11399,15320
N06000007,73713,37378,36335,50082,27474,22608,10784,2559,8225,26636,15488,11148,8885,6924,1961,3777,2503,1274,23631,9904,13727
N06000008,73474,35670,37804,44206,23202,21004,11231,3085,8146,21894,12565,9329,4560,3424,1136,6521,4128,2393,29268,12468,16800
N06000009,73686,36511,37175,51554,27247,24307,11548,2274,9274,30197,18091,12106,6916,5022,1894,2893,1860,1033,22132,9264,12868
N06000010,70671,35535,35136,46574,25817,20757,10032,2144,7888,24387,14380,10007,8475,6879,1596,3680,2414,1266,24097,9718,14379
N06000011,80362,40200,40162,53125,28767,24358,12090,2713,9377,27421,15907,11514,8376,6604,1772,5238,3543,1695,27237,11433,15804
N06000012,78306,39008,39298,52676,28468,24208,11524,2231,9293,28457,16882,11575,8643,6659,1984,4052,2696,1356,25630,10540,15090
N06000013,65480,31764,33716,44424,23014,21410,10401,2213,8188,25298,15001,10297,5866,4034,1832,2859,1766,1093,21056,8750,12306
N06000014,71856,35160,36696,51300,26831,24469,11647,2267,9380,30358,17929,12429,6253,4712,1541,3042,1923,1119,20556,8329,12227
N06000015,77403,38844,38559,51988,28277,23711,11749,2556,9193,25887,14749,11138,10056,7995,2061,4296,2977,1319,25415,10567,14848
N06000016,65507,32181,33326,44439,23183,21256,10369,1927,8442,24196,14112,10084,6862,5136,1726,3012,2008,1004,21068,8998,12070
N06000017,85110,42025,43085,57344,30589,26755,12965,2688,10277,33177,19921,13256,6628,4990,1638,4574,2990,1584,27766,11436,16330
N06000018,65333,32784,32549,40916,22553,18363,8712,2172,6540,20551,11593,8958,7413,5991,1422,4240,2797,1443,24417,10231,14186
