GeographyCode,LC1101NI0001,LC1101NI0002,LC1101NI0003,LC1101NI0004,LC1101NI0005,LC1101NI0006,LC1101NI0007,LC1101NI0008,LC1101NI0009,LC1101NI0010,LC1101NI0011,LC1101NI0012,LC1101NI0013,LC1101NI0014,LC1101NI0015,LC1101NI0016,LC1101NI0017,LC1101NI0018,LC1101NI0019,LC1101NI0020,LC1101NI0021,LC1101NI0022,LC1101NI0023,LC1101NI0024
N06000001,75141,26569,33876,14696,23242,17930,4665,647,13457,4171,7220,2066,12911,2197,7648,3066,9507,1009,6157,2341,16024,1262,8186,6576
N06000002,81552,33574,30469,17509,27217,22576,3851,790,13413,5285,5716,2412,14035,2853,7148,4034,10448,1183,6100,3165,16439,1677,7654,7108
N06000003,93724,46521,34213,12990,40512,35339,4666,507,14433,5343,7439,1651,13912,2868,8273,2771,9806,1332,6222,2252,15061,1639,7613,5809
N06000004,72358,33050,23981,15327,27208,23423,3037,748,11667,4875,4481,2311,12738,2518,6141,4079,8966,1007,4957,3002,11779,1227,5365,5187
N06000005,72357,23452,36628,12277,21407,17063,3779,565,12711,2897,7932,1882,13548,1681,9241,2626,10418,843,7527,2048,14273,968,8149,5156
N06000006,79190,28019,39002,12169,24908,20089,4303,516,14203,3641,8818,1744,13975,1932,9356,2687,11157,987,8049,2121,14947,1370,8476,5101
N06000007,80237,28677,40194,11366,26277,20056,5726,495,14393,3575,9300,1518,13881,1965,9668,2248,11189,1249,7902,2038,14497,1832,7598,5067
N06000008,78383,32967,31792,13624,27865,23724,3538,603,14147,4642,7113,2392,13939,2327,8090,3522,10403,1022,6732,2649,12029,1252,6319,4458
N06000009,80795,24581,43537,12677,24027,17798,5601,628,15043,3281,9902,1860,14491,1696,10115,2680,11179,801,8326,2052,16055,1005,9593,5457
N06000010,76074,27241,39001,9832,27249,20494,6224,531,14282,2959,9762,1561,12607,1504,9149,1954,9650,861,7182,1607,12286,1423,6684,4179
N06000011,86877,31446,42403,13028,29691,23032,6010,649,15769,3766,10127,1876,14933,1957,10276,2700,11562,1126,8197,2239,14922,1565,7793,5564
N06000012,86137,27802,44835,13500,25831,19515,5749,567,15726,3590,10147,1989,14760,1896,10091,2773,12244,1068,8797,2379,17576,1733,10051,5792
N06000013,73038,21138,38552,13348,19750,14971,4239,540,12286,2827,7666,1793,12685,1546,8481,2658,11615,793,8402,2420,16702,1001,9764,5937
N06000014,77330,24535,41284,11511,24579,18036,5933,610,14856,3247,9649,1960,13728,1608,9620,2500,10744,718,8058,1968,13423,926,8024,4473
N06000015,83951,29475,42861,11615,27576,21490,5530,556,15266,3355,10256,1655,14665,1911,10435,2319,11728,1062,8593,2073,14716,1657,8047,5012
N06000016,71638,21115,38937,11586,19922,15321,4082,519,12457,2730,8148,1579,13410,1392,9536,2482,11227,720,8471,2036,14622,952,8700,4970
N06000017,92049,31356,45814,14879,31161,23217,7156,788,16980,3894,10609,2477,15917,2002,10678,3237,11924,1010,8348,2566,16067,1233,9023,5811
N06000018,70709,25875,34695,10139,23150,18299,4450,401,13019,3158,8411,1450,12443,1839,8475,2129,9795,1081,6824,1890,12302,1498,6535,4269
