GeographyCode,LC2208NI0001,LC2208NI0002,LC2208NI0003,LC2208NI0004,LC2208NI0005,LC2208NI0006,LC2208NI0007,LC2208NI0008,LC2208NI0009,LC2208NI0010,LC2208NI0011,LC2208NI0012
N06000001,88533,69052,6487,15021,3316,1489,1404,573,85217,67563,5083,14448
N06000002,97995,61485,19180,19254,11579,4327,6059,1635,86416,57158,13121,17619
N06000003,107615,67567,25844,18233,13902,4597,8959,1121,93713,62970,16885,17112
N06000004,89872,39228,35434,17052,18853,4979,12152,2281,71019,34249,23282,14771
N06000005,86916,66513,7063,15009,3941,1739,1731,635,82975,64774,5332,14374
N06000006,95890,59718,15431,22502,7825,2836,3820,1417,88065,56882,11611,21085
N06000007,98103,46440,25885,27438,13639,3598,8095,2318,84464,42842,17790,25120
N06000008,96591,36251,43690,18389,13707,2633,9777,1670,82884,33618,33913,16719
N06000009,97364,74937,8769,15903,3716,1643,1684,560,93648,73294,7085,15343
N06000010,94457,45112,26534,24748,17233,5409,9465,2982,77224,39703,17069,21766
N06000011,107388,46913,39056,23579,18517,4184,12581,2335,88871,42729,26475,21244
N06000012,103991,68505,10911,26159,7303,2980,2998,1551,96688,65525,7913,24608
N06000013,86272,71059,6361,11370,2669,1484,966,388,83603,69575,5395,10982
N06000014,94820,68686,12128,15933,6460,2768,3148,828,88360,65918,8980,15105
N06000015,103964,54099,31021,21475,15304,5052,8762,2038,88660,49047,22259,19437
N06000016,86183,66282,6623,15053,3078,1552,1113,545,83105,64730,5510,14508
N06000017,112428,69592,20746,24179,10764,3769,5679,1667,101664,65823,15067,22512
N06000018,87329,40249,26073,22580,13092,3869,7406,2230,74237,36380,18667,20350
