GeographyCode,LC4410NI0001,LC4410NI0002,LC4410NI0003,LC4410NI0004,LC4410NI0005,LC4410NI0006,LC4410NI0007,LC4410NI0008,LC4410NI0009
N06000001,43374,40918,2456,35611,34268,1343,7763,6650,1113
N06000002,47879,44601,3278,39083,37317,1766,8796,7284,1512
N06000003,50476,46630,3846,38902,37061,1841,11574,9569,2005
N06000004,38083,36580,1503,32940,32062,878,5143,4518,625
N06000005,38351,36112,2239,34114,32428,1686,4237,3684,553
N06000006,42667,37981,4686,38894,35485,3409,3773,2496,1277
N06000007,40585,37590,2995,38533,35975,2558,2052,1615,437
N06000008,39976,38404,1572,35275,34329,946,4701,4075,626
N06000009,41796,39850,1946,38146,36596,1550,3650,3254,396
N06000010,35279,33690,1589,34115,32682,1433,1164,1008,156
N06000011,43070,40538,2532,40895,38643,2252,2175,1895,280
N06000012,44076,41458,2618,41360,39104,2256,2716,2354,362
N06000013,40052,37740,2312,34896,33293,1603,5156,4447,709
N06000014,39401,37715,1686,36616,35248,1368,2785,2467,318
N06000015,42077,39030,3047,39383,36961,2422,2694,2069,625
N06000016,37481,35412,2069,34905,33166,1739,2576,2246,330
N06000017,48237,45766,2471,45204,43067,2137,3033,2699,334
N06000018,35375,33260,2115,33842,32099,1743,1533,1161,372
