GeographyCode,LC3301NI0001,LC3301NI0002,LC3301NI0003,LC3301NI0004,LC3301NI0005,LC3301NI0006,LC3301NI0007,LC3301NI0008,LC3301NI0009,LC3301NI0010,LC3301NI0011,LC3301NI0012
N06000001,91207,71123,20084,10904,1197,9707,8823,3385,5438,71480,66541,4939
N06000002,101489,74822,26667,15984,1513,14471,9994,3466,6528,75511,69843,5668
N06000003,108289,90143,18146,9710,1241,8469,8232,3542,4690,90347,85360,4987
N06000004,93176,67877,25299,16540,1594,14946,8523,2937,5586,68113,63346,4767
N06000005,87942,70721,17221,9070,1104,7966,8210,3302,4908,70662,66315,4347
N06000006,97681,78758,18923,10260,1246,9014,8694,3433,5261,78727,74079,4648
N06000007,101557,82993,18564,10414,1338,9076,8635,3408,5227,82508,78247,4261
N06000008,99430,77503,21927,13424,1394,12030,8651,3273,5378,77355,72836,4519
N06000009,100083,82581,17502,9243,1208,8035,8460,3530,4930,82380,77843,4537
N06000010,98502,79136,19366,10720,1164,9556,8269,2992,5277,79513,74980,4533
N06000011,111333,90169,21164,12510,1507,11003,9042,3609,5433,89781,85053,4728
N06000012,107293,87053,20240,11063,1442,9621,9352,3747,5605,86878,81864,5014
N06000013,87868,72082,15786,8279,1102,7177,8133,3570,4563,71456,67410,4046
N06000014,98171,81355,16816,8971,1152,7819,7867,3303,4564,81333,76900,4433
N06000015,107832,88236,19596,11525,1505,10020,9019,3795,5224,87288,82936,4352
N06000016,88672,71397,17275,9134,1119,8015,8302,3367,4935,71236,66911,4325
N06000017,117347,93211,24136,13705,1519,12186,10024,3830,6194,93618,87862,5756
N06000018,90467,70062,20405,11883,1207,10676,8387,2955,5432,70197,65900,4297
