DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2211NI","KNOWLEDGE OF IRISH BY RELIGION OR RELIGION BROUGHT UP IN","All usual residents aged 3 and over","1. 'Religion' indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic.; 3. 'Some ability in Irish' is any of the following; understanding Irish, reading Irish, speaking Irish or writing Irish."
