GeographyCode,LC2117NI0001,LC2117NI0002,LC2117NI0003,LC2117NI0004,LC2117NI0005,LC2117NI0006,LC2117NI0007,LC2117NI0008,LC2117NI0009,LC2117NI0010,LC2117NI0011,LC2117NI0012,LC2117NI0013,LC2117NI0014,LC2117NI0015,LC2117NI0016,LC2117NI0017,LC2117NI0018,LC2117NI0019,LC2117NI0020,LC2117NI0021,LC2117NI0022,LC2117NI0023,LC2117NI0024,LC2117NI0025,LC2117NI0026,LC2117NI0027,LC2117NI0028
N06000001,40918,3455,26667,10796,14342,971,9515,3856,23987,2037,15891,6059,12906,1086,8669,3151,5339,506,3374,1459,5742,445,3848,1449,2589,447,1261,881
N06000002,44601,16705,18512,9384,15823,5112,7154,3557,25389,10105,10372,4912,11461,4660,4790,2011,8815,3836,3173,1806,5113,1609,2409,1095,3389,1488,986,915
N06000003,46630,15524,17777,13329,15710,4271,6712,4727,23964,8491,9257,6216,13177,5328,4683,3166,4764,1441,2028,1295,6023,1722,2546,1755,6956,2762,1808,2386
N06000004,36580,25726,5283,5571,10445,6638,1823,1984,22415,16408,3125,2882,9161,6830,1365,966,9917,7387,1141,1389,3337,2191,619,527,3720,2680,335,705
N06000005,36112,5855,22440,7817,10210,1563,6283,2364,24091,3932,15153,5006,14435,2383,9150,2902,4784,864,2799,1121,4872,685,3204,983,1811,360,1004,447
N06000006,37981,13193,19013,5775,10031,3037,5075,1919,25135,9060,12722,3353,15278,5805,7679,1794,5086,1950,2317,819,4771,1305,2726,740,2815,1096,1216,503
N06000007,37590,18971,14032,4587,9952,4659,3722,1571,24582,12591,9474,2517,16011,8301,6399,1311,4492,2407,1409,676,4079,1883,1666,530,3056,1721,836,499
N06000008,38404,24869,8012,5523,10861,6461,2379,2021,23884,15943,5132,2809,12502,8259,2995,1248,7885,5652,1169,1064,3497,2032,968,497,3659,2465,501,693
N06000009,39850,5924,25853,8073,10435,1256,6968,2211,27348,4220,17780,5348,17151,2688,11235,3228,4398,732,2640,1026,5799,800,3905,1094,2067,448,1105,514
N06000010,33690,19764,10325,3601,7457,3854,2473,1130,23671,14332,7239,2100,15999,10035,4828,1136,4363,2661,1147,555,3309,1636,1264,409,2562,1578,613,371
N06000011,40538,23814,11254,5470,10225,5740,2800,1685,27267,16213,7895,3159,17116,10188,5354,1574,6016,3860,1182,974,4135,2165,1359,611,3046,1861,559,626
N06000012,41458,9680,25489,6289,10676,2225,6562,1889,28061,6634,17549,3878,17542,4298,11056,2188,5079,1279,2928,872,5440,1057,3565,818,2721,821,1378,522
N06000013,37740,3585,23994,10161,11356,1007,7244,3105,24684,2365,15810,6509,14747,1518,9464,3765,4030,359,2432,1239,5907,488,3914,1505,1700,213,940,547
N06000014,37715,9695,20787,7233,9129,1960,5241,1928,26432,7054,14588,4790,16649,4570,9243,2836,4806,1434,2426,946,4977,1050,2919,1008,2154,681,958,515
N06000015,39030,24110,9645,5275,9606,5552,2347,1707,26754,16950,6682,3122,17323,11087,4508,1728,5173,3474,880,819,4258,2389,1294,575,2670,1608,616,446
N06000016,35412,4892,22888,7632,9058,1182,5822,2054,24549,3376,16075,5098,15365,2123,10228,3014,4130,682,2462,986,5054,571,3385,1098,1805,334,991,480
N06000017,45766,17103,21302,7361,12225,3989,5836,2400,30781,11832,14610,4339,18436,7013,9143,2280,6421,2840,2466,1115,5924,1979,3001,944,2760,1282,856,622
N06000018,33260,20288,9535,3437,8873,5114,2445,1314,22082,13753,6511,1818,14162,8894,4329,939,4732,3106,1062,564,3188,1753,1120,315,2305,1421,579,305
