GeographyCode,LC2204NI0001,LC2204NI0002,LC2204NI0003,LC2204NI0004,LC2204NI0005,LC2204NI0006,LC2204NI0007,LC2204NI0008,LC2204NI0009,LC2204NI0010,LC2204NI0011,LC2204NI0012
N06000001,88533,8266,56363,23904,3316,1583,787,946,85217,6683,55576,22958
N06000002,97995,39893,37578,20524,11579,9188,631,1760,86416,30705,36947,18764
N06000003,107615,40165,37919,29531,13902,10332,850,2720,93713,29833,37069,26811
N06000004,89872,65381,11198,13293,18853,16432,243,2178,71019,48949,10955,11115
N06000005,86916,15395,52560,18961,3941,2599,665,677,82975,12796,51895,18284
N06000006,95890,36611,45488,13791,7825,6232,785,808,88065,30379,44703,12983
N06000007,98103,52060,35084,10959,13639,11845,672,1122,84464,40215,34412,9837
N06000008,96591,65205,18528,12858,13707,11472,458,1777,82884,53733,18070,11081
N06000009,97364,15872,61525,19967,3716,2211,802,703,93648,13661,60723,19264
N06000010,94457,58879,26407,9171,17233,15643,441,1149,77224,43236,25966,8022
N06000011,107388,64743,28957,13688,18517,16108,537,1872,88871,48635,28420,11816
N06000012,103991,26833,61663,15495,7303,5542,955,806,96688,21291,60708,14689
N06000013,86272,8886,53605,23781,2669,1241,788,640,83603,7645,52817,23141
N06000014,94820,27160,49586,18074,6460,5201,543,716,88360,21959,49043,17358
N06000015,103964,66428,24471,13065,15304,13474,425,1405,88660,52954,24046,11660
N06000016,86183,12982,54428,18773,3078,1740,737,601,83105,11242,53691,18172
N06000017,112428,45207,50002,17219,10764,9023,625,1116,101664,36184,49377,16103
N06000018,87329,55007,24160,8162,13092,11646,458,988,74237,43361,23702,7174
