GeographyCode,LC6112NI0001,LC6112NI0002,LC6112NI0003,LC6112NI0004,LC6112NI0005,LC6112NI0006,LC6112NI0007,LC6112NI0008,LC6112NI0009,LC6112NI0010,LC6112NI0011,LC6112NI0012,LC6112NI0013,LC6112NI0014,LC6112NI0015
N06000001,35029,20125,14904,12732,7821,4911,7459,4087,3372,12828,7353,5475,2010,864,1146
N06000002,38563,20256,18307,9226,5393,3833,7226,3629,3597,17556,9346,8210,4555,1888,2667
N06000003,41165,23511,17654,18762,11386,7376,7526,4146,3380,10695,6074,4621,4182,1905,2277
N06000004,32697,15359,17338,6518,3505,3013,6399,2965,3434,14710,7076,7634,5070,1813,3257
N06000005,31599,19382,12217,10218,6694,3524,7521,4464,3057,12297,7538,4759,1563,686,877
N06000006,33404,20251,13153,9077,5576,3501,8792,5996,2796,12514,7365,5149,3021,1314,1707
N06000007,32895,20682,12213,7882,4642,3240,8973,6363,2610,13691,8642,5049,2349,1035,1314
N06000008,34925,18709,16216,9303,5457,3846,6803,3912,2891,13948,7238,6710,4871,2102,2769
N06000009,34918,21872,13046,13225,8764,4461,8938,5663,3275,11401,6859,4542,1354,586,768
N06000010,29827,19123,10704,6937,4106,2831,8412,6225,2187,12183,7809,4374,2295,983,1312
N06000011,35818,21924,13894,8980,5320,3660,9320,6384,2936,14249,8747,5502,3269,1473,1796
N06000012,35968,22624,13344,9566,6054,3512,9291,6479,2812,14973,9171,5802,2138,920,1218
N06000013,32437,19884,12553,13368,8781,4587,8289,5054,3235,9533,5480,4053,1247,569,678
N06000014,33855,21038,12817,11265,7199,4066,8707,5455,3252,12526,7814,4712,1357,570,787
N06000015,34305,21472,12833,9858,5960,3898,10151,7374,2777,11900,7019,4881,2396,1119,1277
N06000016,31110,19440,11670,9876,6326,3550,8929,5852,3077,11015,6660,4355,1290,602,688
N06000017,40713,24728,15985,11166,6946,4220,9254,5720,3534,17686,10861,6825,2607,1201,1406
N06000018,29331,17864,11467,6560,3805,2755,7865,5633,2232,11666,6930,4736,3240,1496,1744
