GeographyCode,LC4403NI0001,LC4403NI0002,LC4403NI0003,LC4403NI0004,LC4403NI0005,LC4403NI0006,LC4403NI0007,LC4403NI0008,LC4403NI0009,LC4403NI0010,LC4403NI0011,LC4403NI0012,LC4403NI0013,LC4403NI0014,LC4403NI0015,LC4403NI0016,LC4403NI0017,LC4403NI0018,LC4403NI0019,LC4403NI0020
N06000001,40918,25926,8152,6840,1120,174,472,474,11200,3749,4546,2905,21169,15288,2939,2942,7429,6715,195,519
N06000002,44601,24379,12523,7699,1490,215,780,495,13598,3939,6376,3283,22984,14657,4982,3345,6529,5568,385,576
N06000003,46630,26401,7192,13037,1764,304,576,884,14020,4234,4172,5614,20223,12969,2238,5016,10623,8894,206,1523
N06000004,36580,20005,11865,4710,1281,210,725,346,9782,2991,5006,1785,20976,12949,5744,2283,4541,3855,390,296
N06000005,36112,26378,4423,5311,480,115,222,143,6684,2545,2454,1685,17987,13471,1677,2839,10961,10247,70,644
N06000006,37981,25826,4980,7175,620,111,276,233,5579,1897,2051,1631,18802,12258,2536,4008,12980,11560,117,1303
N06000007,37590,26691,3694,7205,610,165,211,234,5486,2009,1705,1772,17758,12166,1655,3937,13736,12351,123,1262
N06000008,38404,21751,9083,7570,1185,131,582,472,7699,1851,3585,2263,21051,12388,4630,4033,8469,7381,286,802
N06000009,39850,29499,5283,5068,572,133,288,151,6785,2690,2634,1461,19244,14356,2233,2655,13249,12320,128,801
N06000010,33690,24701,2889,6100,430,155,124,151,4049,1740,1145,1164,16159,10966,1525,3668,13052,11840,95,1117
N06000011,40538,28586,4500,7452,674,205,221,248,6004,2119,2060,1825,20441,14055,2094,4292,13419,12207,125,1087
N06000012,41458,29346,4989,7123,614,137,241,236,6153,2252,2184,1717,20065,13662,2440,3963,14626,13295,124,1207
N06000013,37740,28432,3874,5434,642,142,269,231,7292,3020,2286,1986,17600,13800,1259,2541,12206,11470,60,676
N06000014,37715,28659,3850,5206,462,134,167,161,5389,2208,1875,1306,19375,14644,1721,3010,12489,11673,87,729
N06000015,39030,28516,3207,7307,566,181,155,230,5622,2346,1530,1746,18395,12752,1416,4227,14447,13237,106,1104
N06000016,35412,26254,4332,4826,554,139,272,143,6473,2524,2290,1659,17438,13299,1700,2439,10947,10292,70,585
N06000017,45766,30786,5898,9082,728,109,323,296,7020,2195,2750,2075,24887,16593,2626,5668,13131,11889,199,1043
N06000018,33260,22615,4151,6494,603,122,245,236,4596,1662,1538,1396,16402,10397,2230,3775,11659,10434,138,1087
