GeographyCode,LC2408NI0001,LC2408NI0002,LC2408NI0003,LC2408NI0004,LC2408NI0005,LC2408NI0006,LC2408NI0007,LC2408NI0008,LC2408NI0009,LC2408NI0010,LC2408NI0011,LC2408NI0012,LC2408NI0013,LC2408NI0014,LC2408NI0015,LC2408NI0016
N06000001,40918,4745,32740,3433,11675,1390,9232,1053,18343,2189,14581,1573,10900,1166,8927,807
N06000002,44601,19485,22632,2484,18167,7837,9341,989,18577,7887,9594,1096,7857,3761,3697,399
N06000003,46630,18926,23034,4670,13668,4480,7283,1905,19662,7934,9895,1833,13300,6512,5856,932
N06000004,36580,28508,7078,994,16314,12486,3344,484,14924,11702,2821,401,5342,4320,913,109
N06000005,36112,6862,26910,2340,7406,1498,5371,537,15268,2869,11376,1023,13438,2495,10163,780
N06000006,37981,14531,22035,1415,7695,2998,4314,383,15892,5938,9335,619,14394,5595,8386,413
N06000007,37590,20848,15730,1012,6117,3821,2095,201,14910,8274,6169,467,16563,8753,7466,344
N06000008,38404,28110,9378,916,12489,9627,2537,325,16236,11877,3971,388,9679,6606,2870,203
N06000009,39850,7065,30324,2461,6304,1063,4804,437,16387,2938,12329,1120,17159,3064,13191,904
N06000010,33690,21290,11708,692,4942,3093,1707,142,12862,8091,4461,310,15886,10106,5540,240
N06000011,40538,26491,13052,995,7352,5411,1706,235,16510,11025,5064,421,16676,10055,6282,339
N06000012,41458,10787,29066,1605,7117,1924,4862,331,16982,4410,11881,691,17359,4453,12323,583
N06000013,37740,4558,29950,3232,6614,835,5162,617,16306,1941,12895,1470,14820,1782,11893,1145
N06000014,37715,10976,24566,2173,6017,1673,3936,408,15555,4563,10001,991,16143,4740,10629,774
N06000015,39030,26533,11381,1116,5987,4352,1463,172,15385,10562,4306,517,17658,11619,5612,427
N06000016,35412,5733,27384,2295,5631,1034,4169,428,14144,2304,10885,955,15637,2395,12330,912
N06000017,45766,19014,24659,2093,9658,4652,4477,529,19649,8278,10415,956,16459,6084,9767,608
N06000018,33260,22115,10586,559,6506,4721,1670,115,13424,9074,4100,250,13330,8320,4816,194
