GeographyCode,LC6302NI0001,LC6302NI0002,LC6302NI0003,LC6302NI0004,LC6302NI0005,LC6302NI0006,LC6302NI0007,LC6302NI0008,LC6302NI0009
N06000001,75141,11715,63426,19550,1725,17825,55591,9990,45601
N06000002,81552,9681,71871,25471,1727,23744,56081,7954,48127
N06000003,93724,18775,74949,18174,2021,16153,75550,16754,58796
N06000004,72358,7385,64973,23937,1330,22607,48421,6055,42366
N06000005,72357,11197,61160,17110,1707,15403,55247,9490,45757
N06000006,79190,12132,67058,18937,1712,17225,60253,10420,49833
N06000007,80237,12789,67448,18840,1873,16967,61397,10916,50481
N06000008,78383,10708,67675,21605,1755,19850,56778,8953,47825
N06000009,80795,13034,67761,17604,1823,15781,63191,11211,51980
N06000010,76074,10439,65635,18465,1511,16954,57609,8928,48681
N06000011,86877,12587,74290,21338,1835,19503,65539,10752,54787
N06000012,86137,12690,73447,20299,1777,18522,65838,10913,54925
N06000013,73038,12414,60624,16753,1827,14926,56285,10587,45698
N06000014,77330,11123,66207,16522,1568,14954,60808,9555,51253
N06000015,83951,13497,70454,19907,1987,17920,64044,11510,52534
N06000016,71638,10769,60869,17268,1630,15638,54370,9139,45231
N06000017,92049,12360,79689,23055,1914,21141,68994,10446,58548
N06000018,70709,10556,60153,19787,1657,18130,50922,8899,42023
