GeographyCode,LC2106NI0001,LC2106NI0002,LC2106NI0003,LC2106NI0004,LC2106NI0005,LC2106NI0006,LC2106NI0007,LC2106NI0008,LC2106NI0009,LC2106NI0010,LC2106NI0011,LC2106NI0012,LC2106NI0013,LC2106NI0014,LC2106NI0015,LC2106NI0016,LC2106NI0017,LC2106NI0018
N06000001,92221,13283,70450,6712,2173,1660,44086,6318,33648,3292,1103,846,48135,6965,36802,3420,1070,814
N06000002,102531,19019,62717,19734,1792,1223,49107,9339,29508,9765,936,611,53424,9680,33209,9969,856,612
N06000003,111402,12421,68694,26468,3636,4260,54202,6073,33352,12936,1833,2160,57200,6348,35342,13532,1803,2100
N06000004,93986,18006,40040,36286,673,842,44532,9019,18283,17382,341,436,49454,8987,21757,18904,332,406
N06000005,90067,15028,67665,7185,771,1110,43822,7426,32702,3686,401,541,46245,7602,34963,3499,370,569
N06000006,99673,22777,60581,15754,1392,956,49241,11563,29532,7962,725,455,50432,11214,31049,7792,667,501
N06000007,102553,24206,47166,26431,5602,830,51407,12525,23205,13253,2952,392,51146,11681,23961,13178,2650,438
N06000008,100807,18967,36867,44610,997,1126,49076,9665,17528,21712,509,572,51731,9302,19339,22898,488,554
N06000009,101710,15686,76440,9086,1593,1202,50025,7715,37628,4585,796,575,51685,7971,38812,4501,797,627
N06000010,99155,24795,45828,27121,2747,616,49602,12618,22379,13869,1494,302,49553,12177,23449,13252,1253,314
N06000011,112401,22012,47711,39898,4054,926,55830,11458,23245,19848,2017,442,56571,10554,24466,20050,2037,484
N06000012,108207,26163,69620,11135,2229,671,53259,12935,34076,5707,1148,317,54948,13228,35544,5428,1081,354
N06000013,89498,10943,72396,6506,883,1314,43078,5160,34960,3257,424,655,46420,5783,37436,3249,459,659
N06000014,99238,15824,70091,12499,1783,991,48594,7926,34038,6264,954,474,50644,7898,36053,6235,829,517
N06000015,108835,22042,54954,31734,1852,915,54161,11311,26986,15898,959,446,54674,10731,27968,15836,893,469
N06000016,89370,15366,67415,6766,882,739,43722,7580,32932,3456,423,343,45648,7786,34483,3310,459,396
N06000017,118010,21733,70961,21351,4972,1123,58080,10848,34463,10836,2569,533,59930,10885,36498,10515,2403,590
N06000018,91199,23157,40817,26550,1603,663,45499,12149,19813,13200,881,303,45700,11008,21004,13350,722,360
