GeographyCode,LC3104NI0001,LC3104NI0002,LC3104NI0003,LC3104NI0004,LC3104NI0005,LC3104NI0006,LC3104NI0007,LC3104NI0008,LC3104NI0009
N06000001,91207,71123,20084,43740,34795,8945,47467,36328,11139
N06000002,101489,74822,26667,48671,36584,12087,52818,38238,14580
N06000003,108289,90143,18146,52948,44588,8360,55341,45555,9786
N06000004,93176,67877,25299,44223,32926,11297,48953,34951,14002
N06000005,87942,70721,17221,42887,34956,7931,45055,35765,9290
N06000006,97681,78758,18923,48217,39296,8921,49464,39462,10002
N06000007,101557,82993,18564,51023,42021,9002,50534,40972,9562
N06000008,99430,77503,21927,48517,38483,10034,50913,39020,11893
N06000009,100083,82581,17502,49050,41087,7963,51033,41494,9539
N06000010,98502,79136,19366,49374,40223,9151,49128,38913,10215
N06000011,111333,90169,21164,55415,45314,10101,55918,44855,11063
N06000012,107293,87053,20240,52965,43461,9504,54328,43592,10736
N06000013,87868,72082,15786,42290,35344,6946,45578,36738,8840
N06000014,98171,81355,16816,48027,40452,7575,50144,40903,9241
N06000015,107832,88236,19596,53648,44297,9351,54184,43939,10245
N06000016,88672,71397,17275,43532,35501,8031,45140,35896,9244
N06000017,117347,93211,24136,57868,46871,10997,59479,46340,13139
N06000018,90467,70062,20405,45182,35344,9838,45285,34718,10567
