GeographyCode,LC2212NI0001,LC2212NI0002,LC2212NI0003,LC2212NI0004,LC2212NI0005,LC2212NI0006,LC2212NI0007,LC2212NI0008,LC2212NI0009,LC2212NI0010,LC2212NI0011,LC2212NI0012
N06000001,88533,11054,67648,9831,6356,455,5445,456,82177,10599,62203,9375
N06000002,97995,45815,45373,6807,5067,1236,3506,325,92928,44579,41867,6482
N06000003,107615,47199,47657,12759,7073,1861,4557,655,100542,45338,43100,12104
N06000004,89872,72035,15055,2782,2255,1112,1008,135,87617,70923,14047,2647
N06000005,86916,17735,61379,7802,11038,1410,9052,576,75878,16325,52327,7226
N06000006,95890,39728,51638,4524,11956,1870,9696,390,83934,37858,41942,4134
N06000007,98103,56502,38650,2951,4488,1181,3194,113,93615,55321,35456,2838
N06000008,96591,72505,21450,2636,4276,1798,2376,102,92315,70707,19074,2534
N06000009,97364,18320,70826,8218,7315,526,6452,337,90049,17794,64374,7881
N06000010,94457,62789,29450,2218,6078,1750,4173,155,88379,61039,25277,2063
N06000011,107388,71138,33101,3149,4600,1230,3236,134,102788,69908,29865,3015
N06000012,103991,29409,69181,5401,25646,2967,21927,752,78345,26442,47254,4649
N06000013,86272,10875,64858,10539,7396,504,6374,518,78876,10371,58484,10021
N06000014,94820,30010,57465,7345,9645,1000,8272,373,85175,29010,49193,6972
N06000015,103964,71880,28283,3801,5378,1616,3602,160,98586,70264,24681,3641
N06000016,86183,14850,63577,7756,10566,776,9269,521,75617,14074,54308,7235
N06000017,112428,49309,56781,6338,6038,1094,4678,266,106390,48215,52103,6072
N06000018,87329,59219,26561,1549,5033,1483,3484,66,82296,57736,23077,1483
