DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2610NI","OCCUPATION BY RELIGION OR RELIGION BROUGHT UP IN","All usual residents aged 16 to 74 in employment","1. 'In employment' includes economically active full-time students in employment.; 2. The occupation classification is based on the Standard Occupation Classification 2010 (SOC2010).; 3. Skill Level 4 consists of: '11 Corporate managers and directors' and '2 Professional occupations'.; 4. Skill Level 3 consists of: '12 Other managers and proprietors', '3 Associate professional and technical occupations' and '5 Skilled trades occupations'.; 5. Skill Level 2 consists of: '4 Administrative and secretarial occupations', '6 Caring, leisure and other service occupations', '7 Sales and customer service occupations' and '8 Process, plant and machine operatives'.; 6. Skill Level 1 consists of: '9 Elementary occupations'.; 7. Details of the 'Skill level of occupation' can be found in Section 4.1 at the following link: ;     http://www.ons.gov.uk/ons/guide-method/classifications/current-standard-classifications/soc2010/soc2010-volume-1-structure-and-descriptions-of-unit-groups/index.html; 8. ‘Religion’ indicates religion, religious denomination or body.; 9. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic."
