GeographyCode,LC3103NI0001,LC3103NI0002,LC3103NI0003,LC3103NI0004,LC3103NI0005,LC3103NI0006,LC3103NI0007,LC3103NI0008,LC3103NI0009,LC3103NI0010,LC3103NI0011,LC3103NI0012,LC3103NI0013,LC3103NI0014,LC3103NI0015,LC3103NI0016,LC3103NI0017,LC3103NI0018
N06000001,91207,71123,20084,40171,37482,2689,26313,20686,5627,9461,5845,3616,7838,4163,3675,7424,2947,4477
N06000002,101489,74822,26667,48119,44190,3929,27263,19305,7958,10358,5385,4973,8317,3578,4739,7432,2364,5068
N06000003,108289,90143,18146,56231,53004,3227,28134,23102,5032,9721,6612,3109,7307,4355,2952,6896,3070,3826
N06000004,93176,67877,25299,48737,44385,4352,24333,16235,8098,8922,3917,5005,6322,2058,4264,4862,1282,3580
N06000005,87942,70721,17221,37758,35682,2076,26177,21134,5043,10387,7012,3375,7855,4512,3343,5765,2381,3384
N06000006,97681,78758,18923,44400,41792,2608,27925,22327,5598,11070,7242,3828,8475,4894,3581,5811,2503,3308
N06000007,101557,82993,18564,48462,46233,2229,28173,23066,5107,11117,7314,3803,7863,4204,3659,5942,2176,3766
N06000008,99430,77503,21927,49707,46401,3306,27923,20609,7314,10302,5818,4484,7014,3152,3862,4484,1523,2961
N06000009,100083,82581,17502,44380,42156,2224,29252,24472,4780,11118,7758,3360,8852,5373,3479,6481,2822,3659
N06000010,98502,79136,19366,50251,47401,2850,26857,21054,5803,9616,5734,3882,6811,3253,3558,4967,1694,3273
N06000011,111333,90169,21164,55139,52327,2812,30533,24449,6084,11453,7007,4446,8280,4188,4092,5928,2198,3730
N06000012,107293,87053,20240,47843,45420,2423,30422,24791,5631,12196,8220,3976,9668,5619,4049,7164,3003,4161
N06000013,87868,72082,15786,35647,33995,1652,24842,20741,4101,11557,8344,3213,9046,5900,3146,6776,3102,3674
N06000014,98171,81355,16816,46231,43946,2285,28405,23499,4906,10650,7249,3401,7853,4588,3265,5032,2073,2959
N06000015,107832,88236,19596,52190,49411,2779,29818,24075,5743,11645,7761,3884,8081,4485,3596,6098,2504,3594
N06000016,88672,71397,17275,37632,35584,2048,25805,21090,4715,11203,7497,3706,8429,4963,3466,5603,2263,3340
N06000017,117347,93211,24136,57073,53717,3356,32865,25406,7459,11900,7192,4708,9067,4523,4544,6442,2373,4069
N06000018,90467,70062,20405,43594,40736,2858,25370,19264,6106,9719,5369,4350,6833,3049,3784,4951,1644,3307
