GeographyCode,LC2114NI0001,LC2114NI0002,LC2114NI0003,LC2114NI0004,LC2114NI0005,LC2114NI0006,LC2114NI0007,LC2114NI0008,LC2114NI0009,LC2114NI0010,LC2114NI0011,LC2114NI0012,LC2114NI0013,LC2114NI0014,LC2114NI0015
N06000001,88533,6356,82177,23254,734,22520,26837,1695,25142,22418,2117,20301,16024,1810,14214
N06000002,97995,5067,92928,29164,713,28451,27909,1256,26653,24483,1705,22778,16439,1393,15046
N06000003,107615,7073,100542,34960,1574,33386,33876,1887,31989,23718,2078,21640,15061,1534,13527
N06000004,89872,2255,87617,31437,431,31006,24952,599,24353,21704,751,20953,11779,474,11305
N06000005,86916,11038,75878,25944,1635,24309,22733,2377,20356,23966,4085,19881,14273,2941,11332
N06000006,95890,11956,83934,29640,1911,27729,26171,2765,23406,25132,4238,20894,14947,3042,11905
N06000007,98103,4488,93615,29978,763,29215,28558,1061,27497,25070,1550,23520,14497,1114,13383
N06000008,96591,4276,92315,32110,807,31303,28110,988,27122,24342,1538,22804,12029,943,11086
N06000009,97364,7315,90049,27682,981,26701,27957,1703,26254,25670,2672,22998,16055,1959,14096
N06000010,94457,6078,88379,31443,1158,30285,28471,1639,26832,22257,2046,20211,12286,1235,11051
N06000011,107388,4600,102788,34574,825,33749,31397,1172,30225,26495,1540,24955,14922,1063,13859
N06000012,103991,25646,78345,30229,4668,25561,29182,6879,22303,27004,8354,18650,17576,5745,11831
N06000013,86272,7396,78876,22395,789,21606,22875,1465,21410,24300,2680,21620,16702,2462,14240
N06000014,94820,9645,85175,28714,1298,27416,28211,2224,25987,24472,3504,20968,13423,2619,10804
N06000015,103964,5378,98586,33562,956,32606,29293,1269,28024,26393,1909,24484,14716,1244,13472
N06000016,86183,10566,75617,24316,1450,22866,22608,2332,20276,24637,3906,20731,14622,2878,11744
N06000017,112428,6038,106390,34617,966,33651,33903,1560,32343,27841,2154,25687,16067,1358,14709
N06000018,87329,5033,82296,27786,968,26818,25003,1165,23838,22238,1749,20489,12302,1151,11151
