GeographyCode,LC3105NI0001,LC3105NI0002,LC3105NI0003,LC3105NI0004,LC3105NI0005,LC3105NI0006,LC3105NI0007,LC3105NI0008,LC3105NI0009,LC3105NI0010,LC3105NI0011,LC3105NI0012,LC3105NI0013,LC3105NI0014,LC3105NI0015,LC3105NI0016,LC3105NI0017,LC3105NI0018,LC3105NI0019,LC3105NI0020,LC3105NI0021,LC3105NI0022,LC3105NI0023,LC3105NI0024
N06000001,91207,10904,8823,71480,40171,1213,1580,37378,26313,2602,2032,21679,9461,1917,1340,6204,7838,2133,1709,3996,7424,3039,2162,2223
N06000002,101489,15984,9994,75511,48119,2076,2120,43923,27263,4281,2548,20434,10358,3003,1568,5787,8317,3032,1749,3536,7432,3592,2009,1831
N06000003,108289,9710,8232,90347,56231,1279,1718,53234,28134,2457,1893,23784,9721,1674,1241,6806,7307,1682,1427,4198,6896,2618,1953,2325
N06000004,93176,16540,8523,68113,48737,2505,2292,43940,24333,4866,2416,17051,8922,3403,1341,4178,6322,3022,1279,2021,4862,2744,1195,923
N06000005,87942,9070,8210,70662,37758,1054,1387,35317,26177,2241,2031,21905,10387,1704,1451,7232,7855,1829,1642,4384,5765,2242,1699,1824
N06000006,97681,10260,8694,78727,44400,1231,1541,41628,27925,2700,2292,22933,11070,2040,1545,7485,8475,2014,1679,4782,5811,2275,1637,1899
N06000007,101557,10414,8635,82508,48462,1278,1487,45697,28173,2530,2226,23417,11117,2024,1460,7633,7863,2030,1693,4140,5942,2552,1769,1621
N06000008,99430,13424,8651,77355,49707,1826,1952,45929,27923,4055,2518,21350,10302,2818,1512,5972,7014,2527,1496,2991,4484,2198,1173,1113
N06000009,100083,9243,8460,82380,44380,1156,1473,41751,29252,2065,2014,25173,11118,1674,1436,8008,8852,1891,1686,5275,6481,2457,1851,2173
N06000010,98502,10720,8269,79513,50251,1369,1725,47157,26857,2891,2108,21858,9616,2109,1498,6009,6811,2027,1550,3234,4967,2324,1388,1255
N06000011,111333,12510,9042,89781,55139,1499,1802,51838,30533,3307,2247,24979,11453,2555,1569,7329,8280,2451,1800,4029,5928,2698,1624,1606
N06000012,107293,11063,9352,86878,47843,1283,1515,45045,30422,2612,2251,25559,12196,2149,1603,8444,9668,2184,1982,5502,7164,2835,2001,2328
N06000013,87868,8279,8133,71456,35647,807,1126,33714,24842,1763,1740,21339,11557,1579,1476,8502,9046,1605,1762,5679,6776,2525,2029,2222
N06000014,98171,8971,7867,81333,46231,1192,1506,43533,28405,2210,1909,24286,10650,1771,1388,7491,7853,1817,1589,4447,5032,1981,1475,1576
N06000015,107832,11525,9019,87288,52190,1556,1803,48831,29818,3079,2239,24500,11645,2284,1530,7831,8081,2061,1740,4280,6098,2545,1707,1846
N06000016,88672,9134,8302,71236,37632,940,1403,35289,25805,2052,1983,21770,11203,1920,1544,7739,8429,1942,1754,4733,5603,2280,1618,1705
N06000017,117347,13705,10024,93618,57073,1654,2000,53419,32865,3696,2685,26484,11900,2688,1702,7510,9067,2729,1875,4463,6442,2938,1762,1742
N06000018,90467,11883,8387,70197,43594,1504,1650,40440,25370,3296,2220,19854,9719,2521,1533,5665,6833,2268,1538,3027,4951,2294,1446,1211
