ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC4402NI0001,Count,HOUSEHOLDS,"All categories: Central heating, All categories: Accommodation type"
LC4402NI0002,Count,HOUSEHOLDS,"All categories: Central heating, House or bungalow "
LC4402NI0003,Count,HOUSEHOLDS,"All categories: Central heating, Flat, maisonette or apartment, a caravan or other mobile or temporary structure"
LC4402NI0004,Count,HOUSEHOLDS,"No central heating, All categories: Accommodation type"
LC4402NI0005,Count,HOUSEHOLDS,"No central heating, House or bungalow "
LC4402NI0006,Count,HOUSEHOLDS,"No central heating, Flat, maisonette or apartment, a caravan or other mobile or temporary structure"
LC4402NI0007,Count,HOUSEHOLDS,"Gas central heating, All categories: Accommodation type"
LC4402NI0008,Count,HOUSEHOLDS,"Gas central heating, House or bungalow "
LC4402NI0009,Count,HOUSEHOLDS,"Gas central heating, Flat, maisonette or apartment, a caravan or other mobile or temporary structure"
LC4402NI0010,Count,HOUSEHOLDS,"Electric (including storage heaters) central heating, All categories: Accommodation type"
LC4402NI0011,Count,HOUSEHOLDS,"Electric (including storage heaters) central heating, House or bungalow "
LC4402NI0012,Count,HOUSEHOLDS,"Electric (including storage heaters) central heating, Flat, maisonette or apartment, a caravan or other mobile or temporary structure"
LC4402NI0013,Count,HOUSEHOLDS,"Oil central heating, All categories: Accommodation type"
LC4402NI0014,Count,HOUSEHOLDS,"Oil central heating, House or bungalow "
LC4402NI0015,Count,HOUSEHOLDS,"Oil central heating, Flat, maisonette or apartment, a caravan or other mobile or temporary structure"
LC4402NI0016,Count,HOUSEHOLDS,"Solid fuel (for example wood, coal) central heating, All categories: Accommodation type"
LC4402NI0017,Count,HOUSEHOLDS,"Solid fuel (for example wood, coal) central heating, House or bungalow "
LC4402NI0018,Count,HOUSEHOLDS,"Solid fuel (for example wood, coal) central heating, Flat, maisonette or apartment, a caravan or other mobile or temporary structure"
LC4402NI0019,Count,HOUSEHOLDS,"Other central heating , All categories: Accommodation type"
LC4402NI0020,Count,HOUSEHOLDS,"Other central heating , House or bungalow "
LC4402NI0021,Count,HOUSEHOLDS,"Other central heating , Flat, maisonette or apartment, a caravan or other mobile or temporary structure"
LC4402NI0022,Count,HOUSEHOLDS,"Two or more types of central heating, All categories: Accommodation type"
LC4402NI0023,Count,HOUSEHOLDS,"Two or more types of central heating, House or bungalow "
LC4402NI0024,Count,HOUSEHOLDS,"Two or more types of central heating, Flat, maisonette or apartment, a caravan or other mobile or temporary structure"
