ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2105NI0001,Count,PERSONS,"All categories: Age, All categories: Passport"
LC2105NI0002,Count,PERSONS,"All categories: Age, No passport"
LC2105NI0003,Count,PERSONS,"All categories: Age, United Kingdom "
LC2105NI0004,Count,PERSONS,"All categories: Age, Ireland "
LC2105NI0005,Count,PERSONS,"All categories: Age, Other"
LC2105NI0006,Count,PERSONS,"Aged 0 to 24, All categories: Passport"
LC2105NI0007,Count,PERSONS,"Aged 0 to 24, No passport"
LC2105NI0008,Count,PERSONS,"Aged 0 to 24, United Kingdom "
LC2105NI0009,Count,PERSONS,"Aged 0 to 24, Ireland "
LC2105NI0010,Count,PERSONS,"Aged 0 to 24, Other"
LC2105NI0011,Count,PERSONS,"Aged 25 to 34, All categories: Passport"
LC2105NI0012,Count,PERSONS,"Aged 25 to 34, No passport"
LC2105NI0013,Count,PERSONS,"Aged 25 to 34, United Kingdom "
LC2105NI0014,Count,PERSONS,"Aged 25 to 34, Ireland "
LC2105NI0015,Count,PERSONS,"Aged 25 to 34, Other"
LC2105NI0016,Count,PERSONS,"Aged 35 and over, All categories: Passport"
LC2105NI0017,Count,PERSONS,"Aged 35 and over, No passport"
LC2105NI0018,Count,PERSONS,"Aged 35 and over, United Kingdom "
LC2105NI0019,Count,PERSONS,"Aged 35 and over, Ireland "
LC2105NI0020,Count,PERSONS,"Aged 35 and over, Other"
