GeographyCode,LC2503NI0001,LC2503NI0002,LC2503NI0003,LC2503NI0004,LC2503NI0005,LC2503NI0006,LC2503NI0007,LC2503NI0008,LC2503NI0009,LC2503NI0010,LC2503NI0011,LC2503NI0012,LC2503NI0013,LC2503NI0014,LC2503NI0015,LC2503NI0016,LC2503NI0017,LC2503NI0018,LC2503NI0019,LC2503NI0020,LC2503NI0021,LC2503NI0022,LC2503NI0023,LC2503NI0024,LC2503NI0025,LC2503NI0026,LC2503NI0027,LC2503NI0028
N06000001,75141,9199,58861,7081,20865,1731,17794,1340,8428,848,6673,907,10263,1082,8040,1141,8427,1007,6450,970,20589,3526,15006,2057,6569,1005,4898,666
N06000002,81552,37157,39542,4853,29063,11534,16379,1150,10679,4729,5267,683,11599,5529,5248,822,8829,4321,3904,604,15215,8613,5444,1158,6167,2431,3300,436
N06000003,93724,40388,43194,10142,17407,4640,11481,1286,7155,2584,3765,806,10263,4256,4915,1092,16100,7583,6764,1753,36543,19166,13242,4135,6256,2159,3027,1070
N06000004,72358,57765,12608,1985,27546,21541,5553,452,10094,8157,1672,265,11002,9040,1655,307,8158,6620,1278,260,10818,8806,1502,510,4740,3601,948,191
N06000005,72357,14710,52244,5403,18282,3483,13799,1000,8817,1725,6322,770,11342,2300,8095,947,9957,2154,6999,804,17280,3717,12198,1365,6679,1331,4831,517
N06000006,79190,31996,44022,3172,24470,10111,13741,618,9075,3483,5188,404,11874,4672,6671,531,9976,4111,5344,521,17566,6799,9937,830,6229,2820,3141,268
N06000007,80237,45709,32352,2176,25573,14283,10747,543,8968,4842,3882,244,11764,6370,5096,298,8758,4969,3550,239,17041,10027,6560,454,8133,5218,2517,398
N06000008,78383,58172,18239,1972,25494,19132,5997,365,9146,6740,2230,176,11574,8564,2741,269,9742,7254,2199,289,17105,12785,3641,679,5322,3697,1431,194
N06000009,80795,14879,60351,5565,19755,3016,15717,1022,9288,1623,6877,788,12338,2097,9203,1038,9802,1865,7096,841,22679,4888,16362,1429,6933,1390,5096,447
N06000010,76074,49798,24670,1606,24511,15226,8837,448,8714,5656,2872,186,11503,7603,3671,229,9016,6062,2770,184,15615,10809,4512,294,6715,4442,2008,265
N06000011,86877,57233,27313,2331,26887,17859,8561,467,9715,6318,3139,258,12970,8369,4232,369,10129,6605,3246,278,18531,12199,5728,604,8645,5883,2407,355
N06000012,86137,23791,58652,3694,27769,6781,20116,872,9700,2664,6512,524,13109,3699,8710,700,9896,2790,6601,505,17989,5397,11882,710,7674,2460,4831,383
N06000013,73038,9205,56602,7231,15293,1490,12613,1190,8413,977,6422,1014,11752,1467,8957,1328,9390,1171,7109,1110,22106,3344,16693,2069,6084,756,4808,520
N06000014,77330,23637,48731,4962,19483,5241,13373,869,9587,2822,6050,715,12849,4038,7835,976,9772,3063,6012,697,18785,6331,11284,1170,6854,2142,4177,535
N06000015,83951,57394,23871,2686,22788,15233,6986,569,9270,6255,2694,321,13113,8878,3774,461,10706,7440,2909,357,20057,14071,5309,677,8017,5517,2199,301
N06000016,71638,12166,54249,5223,18783,3096,14689,998,8956,1473,6719,764,11686,1839,8794,1053,8928,1555,6596,777,16527,2983,12402,1142,6758,1220,5049,489
N06000017,92049,39689,47840,4520,27752,12253,14399,1100,11027,4807,5598,622,14416,6062,7678,676,10705,4492,5673,540,19789,8107,10742,940,8360,3968,3750,642
N06000018,70709,47453,22119,1137,25130,16524,8308,298,7766,5096,2560,110,10153,6816,3179,158,7819,5325,2363,131,14309,9993,4054,262,5532,3699,1655,178
