GeographyCode,LC6106NI0001,LC6106NI0002,LC6106NI0003,LC6106NI0004,LC6106NI0005,LC6106NI0006,LC6106NI0007,LC6106NI0008,LC6106NI0009,LC6106NI0010,LC6106NI0011,LC6106NI0012,LC6106NI0013,LC6106NI0014,LC6106NI0015
N06000001,67039,32478,34561,21087,10485,10602,13876,6035,7841,23300,11673,11627,8776,4285,4491
N06000002,73558,35466,38092,15833,7717,8116,13383,5710,7673,30402,15132,15270,13940,6907,7033
N06000003,86086,42340,43746,31496,15854,15642,14266,6429,7837,20028,10326,9702,20296,9731,10565
N06000004,67002,31513,35489,11574,5413,6161,12032,5115,6917,26914,13014,13900,16482,7971,8511
N06000005,66012,32365,33647,18155,8996,9159,14812,6575,8237,23190,11969,11221,9855,4825,5030
N06000006,72822,36147,36675,16914,7920,8994,16574,8916,7658,25599,12792,12807,13735,6519,7216
N06000007,73713,37378,36335,16081,7117,8964,17179,9342,7837,28692,15299,13393,11761,5620,6141
N06000008,73474,35670,37804,16573,8121,8452,12892,6307,6585,26839,12849,13990,17170,8393,8777
N06000009,73686,36511,37175,23884,12015,11869,17610,8326,9284,23397,11808,11589,8795,4362,4433
N06000010,70671,35535,35136,15438,6541,8897,16239,9194,7045,26562,14154,12408,12432,5646,6786
N06000011,80362,40200,40162,18172,8079,10093,18188,9582,8606,29500,15452,14048,14502,7087,7415
N06000012,78306,39008,39298,18684,8636,10048,18186,9412,8774,30546,15723,14823,10890,5237,5653
N06000013,65480,31764,33716,23047,11846,11201,16223,7478,8745,18721,8765,9956,7489,3675,3814
N06000014,71856,35160,36696,20757,9950,10807,17205,7946,9259,24900,12900,12000,8994,4364,4630
N06000015,77403,38844,38559,19699,8865,10834,19822,11177,8645,25515,12745,12770,12367,6057,6310
N06000016,65507,32181,33326,18106,8718,9388,17607,8662,8945,21763,10818,10945,8031,3983,4048
N06000017,85110,42025,43085,20687,9752,10935,17782,8406,9376,34116,17638,16478,12525,6229,6296
N06000018,65333,32784,32549,13782,5971,7811,14874,8498,6376,23925,12211,11714,12752,6104,6648
