GeographyCode,LC3402NI0001,LC3402NI0002,LC3402NI0003,LC3402NI0004,LC3402NI0005,LC3402NI0006,LC3402NI0007,LC3402NI0008,LC3402NI0009,LC3402NI0010,LC3402NI0011,LC3402NI0012,LC3402NI0013,LC3402NI0014,LC3402NI0015
N06000001,91207,19727,71480,43358,9469,33889,22822,5260,17562,16580,3438,13142,8447,1560,6887
N06000002,101489,25978,75511,38812,10697,28115,27345,7504,19841,22081,4976,17105,13251,2801,10450
N06000003,108289,17942,90347,49460,8339,41121,23545,4614,18931,19934,3203,16731,15350,1786,13564
N06000004,93176,25063,68113,27338,8919,18419,23971,6459,17512,23421,5719,17702,18446,3966,14480
N06000005,87942,17280,70662,51736,9784,41952,18870,3964,14906,12028,2526,9502,5308,1006,4302
N06000006,97681,18954,78727,56252,10917,45335,19993,4004,15989,13527,2618,10909,7909,1415,6494
N06000007,101557,19049,82508,58723,11286,47437,19900,3992,15908,13269,2365,10904,9665,1406,8259
N06000008,99430,22075,77355,40648,9450,31198,23846,5536,18310,20260,4321,15939,14676,2768,11908
N06000009,100083,17703,82380,59982,10169,49813,21129,4119,17010,12863,2376,10487,6109,1039,5070
N06000010,98502,18989,79513,56566,11042,45524,19530,4093,15437,13101,2373,10728,9305,1481,7824
N06000011,111333,21552,89781,60199,12062,48137,23654,4697,18957,16153,2929,13224,11327,1864,9463
N06000012,107293,20415,86878,64608,12217,52391,21240,4286,16954,13608,2607,11001,7837,1305,6532
N06000013,87868,16412,71456,54104,9669,44435,18472,3662,14810,11080,2251,8829,4212,830,3382
N06000014,98171,16838,81333,57916,10108,47808,21220,3573,17647,12923,2217,10706,6112,940,5172
N06000015,107832,20544,87288,62363,11819,50544,21598,4354,17244,14658,2855,11803,9213,1516,7697
N06000016,88672,17436,71236,50344,9807,40537,20144,4214,15930,12617,2353,10264,5567,1062,4505
N06000017,117347,23729,93618,63695,13072,50623,27633,5668,21965,16741,3302,13439,9278,1687,7591
N06000018,90467,20270,70197,50758,11520,39238,18551,4368,14183,12502,2603,9899,8656,1779,6877
