DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2604NI","NS-SEC BY RELIGION","All usual residents aged 16 to 74","1. 'Religion' indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their current religion as Catholic or Roman Catholic.; 3. 'Other Christian' includes the Methodist Church in Ireland.; 4. For 'Long-term unemployed' year last worked is 2009 or earlier.; 5. NS-SeC stands for National Statistics Socio-economic Classification.; 6. In the NS-SeC classification, all full-time students are recorded in the 'Full-time students' category regardless of whether they are economically active or not."
