DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC4302NI","TENURE BY LONG-TERM HEALTH PROBLEM OR DISABILITY","All usual residents in households","1. 'Day-to-day activities limited' covers any health problem or disability (including problems related to old age) which has lasted or is expected to last for at least 12 months.; 2. The terms used to describe tenure are defined as:; Owner occupied: either owns outright or owns with a mortgage or loan and includes Shared ownership: pays part rent and part mortgage for this table.; Social rented: rented from Northern Ireland Housing Executive, Housing Association or Charitable Trust.; Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person and includes lives rent free for this table."
