GeographyCode,LC2102NI0001,LC2102NI0002,LC2102NI0003,LC2102NI0004,LC2102NI0005,LC2102NI0006,LC2102NI0007,LC2102NI0008,LC2102NI0009,LC2102NI0010,LC2102NI0011,LC2102NI0012,LC2102NI0013,LC2102NI0014,LC2102NI0015,LC2102NI0016,LC2102NI0017,LC2102NI0018,LC2102NI0019,LC2102NI0020,LC2102NI0021
N06000001,92221,88783,3438,52710,6062,16180,17269,44086,42290,1796,24763,2918,7641,8764,48135,46493,1642,27947,3144,8539,8505
N06000002,102531,99885,2646,42080,27624,20098,12729,49107,47741,1366,19606,13606,9455,6440,53424,52144,1280,22474,14018,10643,6289
N06000003,111402,104217,7185,38060,28282,22321,22739,54202,50520,3682,18179,13944,10493,11586,57200,53697,3503,19881,14338,11828,11153
N06000004,93986,92721,1265,17038,53082,17375,6491,44532,43864,668,7954,25184,8101,3293,49454,48857,597,9084,27898,9274,3198
N06000005,90067,88667,1400,51027,7081,17200,14759,43822,43092,730,24605,3609,8302,7306,46245,45575,670,26422,3472,8898,7453
N06000006,99673,97703,1970,44480,19581,22538,13074,49241,48243,998,21708,9970,10962,6601,50432,49460,972,22772,9611,11576,6473
N06000007,102553,96603,5950,32914,32271,23149,14219,51407,48305,3102,16248,16379,11508,7272,51146,48298,2848,16666,15892,11641,6947
N06000008,100807,99205,1602,19562,52969,19555,8721,49076,48252,824,9515,25982,9200,4379,51731,50953,778,10047,26987,10355,4342
N06000009,101710,99491,2219,57130,8567,18552,17461,50025,48936,1089,27755,4258,8990,9022,51685,50555,1130,29375,4309,9562,8439
N06000010,99155,96178,2977,26041,38109,24795,10210,49602,47993,1609,12883,19373,12119,5227,49553,48185,1368,13158,18736,12676,4983
N06000011,112401,107934,4467,28164,47896,23684,12657,55830,53600,2230,13977,24056,11480,6317,56571,54334,2237,14187,23840,12204,6340
N06000012,108207,105500,2707,58182,13278,21012,15735,53259,51890,1369,28317,6830,10248,7864,54948,53610,1338,29865,6448,10764,7871
N06000013,89498,87914,1584,50685,4392,16925,17496,43078,42311,767,24310,2134,7925,8709,46420,45603,817,26375,2258,9000,8787
N06000014,99238,96830,2408,49603,14112,20050,15473,48594,47366,1228,24055,7091,9589,7859,50644,49464,1180,25548,7021,10461,7614
N06000015,108835,106655,2180,29587,39024,28758,11466,54161,53032,1129,14728,19773,13817,5843,54674,53623,1051,14859,19251,14941,5623
N06000016,89370,88232,1138,51371,5925,17220,14854,43722,43177,545,25041,3037,8242,7402,45648,45055,593,26330,2888,8978,7452
N06000017,118010,112291,5719,49784,25106,24940,18180,58080,55167,2913,24088,12776,12100,9116,59930,57124,2806,25696,12330,12840,9064
N06000018,91199,89259,1940,23961,34121,24915,8202,45499,44452,1047,12082,17208,12095,4114,45700,44807,893,11879,16913,12820,4088
