DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2212NI","KNOWLEDGE OF ULSTER-SCOTS BY RELIGION OR RELIGION BROUGHT UP IN","All usual residents aged 3 and over","1. ‘Religion’ indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic.; 3. 'Some ability in Ulster-Scots' is any of the following; understanding Ulster-Scots, reading Ulster-Scots, speaking Ulster-Scots or writing Ulster-Scots."
