GeographyCode,LC2207NI0001,LC2207NI0002,LC2207NI0003,LC2207NI0004,LC2207NI0005,LC2207NI0006,LC2207NI0007,LC2207NI0008,LC2207NI0009,LC2207NI0010,LC2207NI0011,LC2207NI0012,LC2207NI0013,LC2207NI0014,LC2207NI0015
N06000001,88533,50915,5751,15407,16460,6356,3393,253,1086,1624,82177,47522,5498,14321,14836
N06000002,97995,40458,26185,19173,12179,5067,2433,707,889,1038,92928,38025,25478,18284,11141
N06000003,107615,36993,27261,21471,21890,7073,2582,1141,1455,1895,100542,34411,26120,20016,19995
N06000004,89872,16333,50638,16729,6172,2255,801,715,381,358,87617,15532,49923,16348,5814
N06000005,86916,49366,6841,16508,14201,11038,6091,622,2044,2281,75878,43275,6219,14464,11920
N06000006,95890,42998,18675,21610,12607,11956,6638,865,2184,2269,83934,36360,17810,19426,10338
N06000007,98103,31625,30831,22123,13524,4488,2238,594,749,907,93615,29387,30237,21374,12617
N06000008,96591,18841,50603,18765,8382,4276,1545,1201,785,745,92315,17296,49402,17980,7637
N06000009,97364,54955,8119,17615,16675,7315,4085,296,1175,1759,90049,50870,7823,16440,14916
N06000010,94457,25085,36133,23559,9680,6078,3036,1004,988,1050,88379,22049,35129,22571,8630
N06000011,107388,27078,45584,22700,12026,4600,2250,747,780,823,102788,24828,44837,21920,11203
N06000012,103991,56166,12686,20087,15052,25646,15533,1332,4384,4397,78345,40633,11354,15703,10655
N06000013,86272,49029,4256,16180,16807,7396,3979,250,1290,1877,78876,45050,4006,14890,14930
N06000014,94820,47689,13355,19019,14757,9645,5530,467,1614,2034,85175,42159,12888,17405,12723
N06000015,103964,28494,37080,27436,10954,5378,2561,864,908,1045,98586,25933,36216,26528,9909
N06000016,86183,49707,5699,16490,14287,10566,6048,410,1918,2190,75617,43659,5289,14572,12097
N06000017,112428,47767,23797,23676,17188,6038,3252,504,967,1315,106390,44515,23293,22709,15873
N06000018,87329,23091,32557,23855,7826,5033,2465,785,969,814,82296,20626,31772,22886,7012
