ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC6112NI0001,Count,PERSONS,"All categories: NS-SEC, All categories: Sex"
LC6112NI0002,Count,PERSONS,"All categories: NS-SEC, Males"
LC6112NI0003,Count,PERSONS,"All categories: NS-SEC, Females"
LC6112NI0004,Count,PERSONS,"Managerial, administrative and professional occupations, All categories: Sex"
LC6112NI0005,Count,PERSONS,"Managerial, administrative and professional occupations, Males"
LC6112NI0006,Count,PERSONS,"Managerial, administrative and professional occupations, Females"
LC6112NI0007,Count,PERSONS,"Intermediate occupations and small employers, All categories: Sex"
LC6112NI0008,Count,PERSONS,"Intermediate occupations and small employers, Males"
LC6112NI0009,Count,PERSONS,"Intermediate occupations and small employers, Females"
LC6112NI0010,Count,PERSONS,"Routine and manual occupations, All categories: Sex"
LC6112NI0011,Count,PERSONS,"Routine and manual occupations, Males"
LC6112NI0012,Count,PERSONS,"Routine and manual occupations, Females"
LC6112NI0013,Count,PERSONS,"Never worked, long term unemployed and full-time students, All categories: Sex"
LC6112NI0014,Count,PERSONS,"Never worked, long term unemployed and full-time students, Males"
LC6112NI0015,Count,PERSONS,"Never worked, long term unemployed and full-time students, Females"
