GeographyCode,LC3604NI0001,LC3604NI0002,LC3604NI0003,LC3604NI0004,LC3604NI0005,LC3604NI0006,LC3604NI0007,LC3604NI0008,LC3604NI0009,LC3604NI0010,LC3604NI0011,LC3604NI0012,LC3604NI0013,LC3604NI0014,LC3604NI0015
N06000001,67039,56508,10531,42630,36010,6620,11829,9723,2106,30801,26287,4514,24409,20498,3911
N06000002,73558,61769,11789,40396,33866,6530,12955,10619,2336,27441,23247,4194,33162,27903,5259
N06000003,86086,74578,11508,55372,47963,7409,16096,13815,2281,39276,34148,5128,30714,26615,4099
N06000004,67002,55391,11611,33464,27720,5744,12407,10118,2289,21057,17602,3455,33538,27671,5867
N06000005,66012,55621,10391,41541,35028,6513,12034,9905,2129,29507,25123,4384,24471,20593,3878
N06000006,72822,63082,9740,41416,35858,5558,12705,10809,1896,28711,25049,3662,31406,27224,4182
N06000007,73713,63599,10114,46305,39909,6396,12574,10483,2091,33731,29426,4305,27408,23690,3718
N06000008,73474,62789,10685,37685,32184,5501,12593,10796,1797,25092,21388,3704,35789,30605,5184
N06000009,73686,62400,11286,48661,41269,7392,13196,10822,2374,35465,30447,5018,25025,21131,3894
N06000010,70671,60698,9973,42894,36811,6083,11645,9725,1920,31249,27086,4163,27777,23887,3890
N06000011,80362,68682,11680,47887,40863,7024,13905,11547,2358,33982,29316,4666,32475,27819,4656
N06000012,78306,67287,11019,48624,41678,6946,13312,11053,2259,35312,30625,4687,29682,25609,4073
N06000013,65480,54736,10744,41565,34897,6668,12099,9813,2286,29466,25084,4382,23915,19839,4076
N06000014,71856,60922,10934,48258,40962,7296,13112,10788,2324,35146,30174,4972,23598,19960,3638
N06000015,77403,65376,12027,47692,40314,7378,13690,11214,2476,34002,29100,4902,29711,25062,4649
N06000016,65507,54475,11032,41427,34377,7050,12019,9665,2354,29408,24712,4696,24080,20098,3982
N06000017,85110,72327,12783,52770,44915,7855,14479,11909,2570,38291,33006,5285,32340,27412,4928
N06000018,65333,55967,9366,36676,31184,5492,10071,8359,1712,26605,22825,3780,28657,24783,3874
