ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2102NI0001,Count,PERSONS,"All categories: Sex, All categories: National Identity"
LC2102NI0002,Count,PERSONS,"All categories: Sex, All usual residents: At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities"
LC2102NI0003,Count,PERSONS,"All categories: Sex, All usual residents: No British/Irish/Northern Irish/English/Scottish/Welsh identities"
LC2102NI0004,Count,PERSONS,"All categories: Sex, British only"
LC2102NI0005,Count,PERSONS,"All categories: Sex, Irish only"
LC2102NI0006,Count,PERSONS,"All categories: Sex, Northern Irish only"
LC2102NI0007,Count,PERSONS,"All categories: Sex, Other"
LC2102NI0008,Count,PERSONS,"Males, All categories: National Identity"
LC2102NI0009,Count,PERSONS,"Males, All usual residents: At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities"
LC2102NI0010,Count,PERSONS,"Males, All usual residents: No British/Irish/Northern Irish/English/Scottish/Welsh identities"
LC2102NI0011,Count,PERSONS,"Males, British only"
LC2102NI0012,Count,PERSONS,"Males, Irish only"
LC2102NI0013,Count,PERSONS,"Males, Northern Irish only"
LC2102NI0014,Count,PERSONS,"Males, Other"
LC2102NI0015,Count,PERSONS,"Females, All categories: National Identity"
LC2102NI0016,Count,PERSONS,"Females, All usual residents: At least one of British/Irish/Northern Irish/English/Scottish/Welsh identities"
LC2102NI0017,Count,PERSONS,"Females, All usual residents: No British/Irish/Northern Irish/English/Scottish/Welsh identities"
LC2102NI0018,Count,PERSONS,"Females, British only"
LC2102NI0019,Count,PERSONS,"Females, Irish only"
LC2102NI0020,Count,PERSONS,"Females, Northern Irish only"
LC2102NI0021,Count,PERSONS,"Females, Other"
