GeographyCode,LC6104NI0001,LC6104NI0002,LC6104NI0003,LC6104NI0004,LC6104NI0005,LC6104NI0006,LC6104NI0007,LC6104NI0008,LC6104NI0009,LC6104NI0010,LC6104NI0011,LC6104NI0012,LC6104NI0013,LC6104NI0014,LC6104NI0015
N06000001,42630,21469,21161,10763,5397,5366,9570,6681,2889,17230,6677,10553,5067,2714,2353
N06000002,40396,20045,20351,7636,3831,3805,8271,5902,2369,18637,7037,11600,5852,3275,2577
N06000003,55372,27882,27490,19325,9991,9334,11024,7183,3841,19402,7679,11723,5621,3029,2592
N06000004,33464,15911,17553,5228,2463,2765,6639,4690,1949,16638,6189,10449,4959,2569,2390
N06000005,41541,21299,20242,8831,4389,4442,10546,7864,2682,17826,6605,11221,4338,2441,1897
N06000006,41416,21707,19709,8529,3929,4600,11123,8627,2496,16976,6623,10353,4788,2528,2260
N06000007,46305,24971,21334,8886,3851,5035,13418,10642,2776,18890,7692,11198,5111,2786,2325
N06000008,37685,19074,18611,8420,3995,4425,8323,6076,2247,16745,6805,9940,4197,2198,1999
N06000009,48661,25387,23274,12466,6304,6162,12238,9086,3152,19529,7436,12093,4428,2561,1867
N06000010,42894,23403,19491,8914,3878,5036,13543,11105,2438,16022,6002,10020,4415,2418,1997
N06000011,47887,25224,22663,10043,4431,5612,13021,10133,2888,19493,7796,11697,5330,2864,2466
N06000012,48624,25772,22852,9743,4495,5248,13754,10873,2881,19940,7582,12358,5187,2822,2365
N06000013,41565,21248,20317,10322,5254,5068,10212,7299,2913,17687,6814,10873,3344,1881,1463
N06000014,48258,24908,23350,10663,5141,5522,12395,9334,3061,20055,7610,12445,5145,2823,2322
N06000015,47692,25300,22392,10538,4807,5731,14566,11581,2985,18173,6535,11638,4415,2377,2038
N06000016,41427,21175,20252,8452,4015,4437,11322,8597,2725,17754,6426,11328,3899,2137,1762
N06000017,52770,27599,25171,10718,4980,5738,12655,9578,3077,23430,9634,13796,5967,3407,2560
N06000018,36676,19756,16920,7314,3098,4216,11100,8926,2174,14450,5630,8820,3812,2102,1710
