ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2202NI0001,Count,PERSONS,"All categories: Country of Birth, All categories: Religion"
LC2202NI0002,Count,PERSONS,"All categories: Country of Birth, Catholic"
LC2202NI0003,Count,PERSONS,"All categories: Country of Birth, Protestant and Other Christian (including Christian related)"
LC2202NI0004,Count,PERSONS,"All categories: Country of Birth, Other religions, no religion and religion not stated: Total"
LC2202NI0005,Count,PERSONS,"All categories: Country of Birth, Other religions, no religion and religion not stated: No religion"
LC2202NI0006,Count,PERSONS,"Northern Ireland , All categories: Religion"
LC2202NI0007,Count,PERSONS,"Northern Ireland , Catholic"
LC2202NI0008,Count,PERSONS,"Northern Ireland , Protestant and Other Christian (including Christian related)"
LC2202NI0009,Count,PERSONS,"Northern Ireland , Other religions, no religion and religion not stated: Total"
LC2202NI0010,Count,PERSONS,"Northern Ireland , Other religions, no religion and religion not stated: No religion"
LC2202NI0011,Count,PERSONS,"Other United Kingdom and Republic of Ireland, All categories: Religion"
LC2202NI0012,Count,PERSONS,"Other United Kingdom and Republic of Ireland, Catholic"
LC2202NI0013,Count,PERSONS,"Other United Kingdom and Republic of Ireland, Protestant and Other Christian (including Christian related)"
LC2202NI0014,Count,PERSONS,"Other United Kingdom and Republic of Ireland, Other religions, no religion and religion not stated: Total"
LC2202NI0015,Count,PERSONS,"Other United Kingdom and Republic of Ireland, Other religions, no religion and religion not stated: No religion"
LC2202NI0016,Count,PERSONS,"Other, All categories: Religion"
LC2202NI0017,Count,PERSONS,"Other, Catholic"
LC2202NI0018,Count,PERSONS,"Other, Protestant and Other Christian (including Christian related)"
LC2202NI0019,Count,PERSONS,"Other, Other religions, no religion and religion not stated: Total"
LC2202NI0020,Count,PERSONS,"Other, Other religions, no religion and religion not stated: No religion"
