GeographyCode,LC2118NI0001,LC2118NI0002,LC2118NI0003,LC2118NI0004,LC2118NI0005,LC2118NI0006,LC2118NI0007,LC2118NI0008,LC2118NI0009,LC2118NI0010,LC2118NI0011,LC2118NI0012,LC2118NI0013,LC2118NI0014,LC2118NI0015,LC2118NI0016,LC2118NI0017,LC2118NI0018,LC2118NI0019,LC2118NI0020,LC2118NI0021,LC2118NI0022,LC2118NI0023,LC2118NI0024,LC2118NI0025,LC2118NI0026,LC2118NI0027,LC2118NI0028
N06000001,40918,4745,32740,3433,14342,1384,11888,1070,23987,2769,19200,2018,12906,1416,10458,1032,5339,719,4158,462,5742,634,4584,524,2589,592,1652,345
N06000002,44601,19485,22632,2484,15823,6206,8800,817,25389,11481,12553,1355,11461,5186,5674,601,8815,4433,3975,407,5113,1862,2904,347,3389,1798,1279,312
N06000003,46630,18926,23034,4670,15710,5542,8773,1395,23964,9996,11754,2214,13177,6045,5937,1195,4764,1771,2589,404,6023,2180,3228,615,6956,3388,2507,1061
N06000004,36580,28508,7078,994,10445,7635,2519,291,22415,17815,4046,554,9161,7248,1651,262,9917,8135,1595,187,3337,2432,800,105,3720,3058,513,149
N06000005,36112,6862,26910,2340,10210,1904,7669,637,24091,4531,18036,1524,14435,2712,10846,877,4784,1023,3420,341,4872,796,3770,306,1811,427,1205,179
N06000006,37981,14531,22035,1415,10031,3510,6131,390,25135,9803,14452,880,15278,6199,8602,477,5086,2171,2711,204,4771,1433,3139,199,2815,1218,1452,145
N06000007,37590,20848,15730,1012,9952,5393,4310,249,24582,13519,10439,624,16011,8734,6921,356,4492,2715,1653,124,4079,2070,1865,144,3056,1936,981,139
N06000008,38404,28110,9378,916,10861,7721,2863,277,23884,17503,5856,525,12502,8844,3343,315,7885,6346,1416,123,3497,2313,1097,87,3659,2886,659,114
N06000009,39850,7065,30324,2461,10435,1586,8309,540,27348,4927,20686,1735,17151,3089,13048,1014,4398,921,3148,329,5799,917,4490,392,2067,552,1329,186
N06000010,33690,21290,11708,692,7457,4388,2928,141,23671,15152,8058,461,15999,10465,5287,247,4363,2920,1350,93,3309,1767,1421,121,2562,1750,722,90
N06000011,40538,26491,13052,995,10225,6669,3352,204,27267,17661,8979,627,17116,10799,5956,361,6016,4445,1462,109,4135,2417,1561,157,3046,2161,721,164
N06000012,41458,10787,29066,1605,10676,2587,7711,378,28061,7256,19744,1061,17542,4641,12337,564,5079,1422,3417,240,5440,1193,3990,257,2721,944,1611,166
N06000013,37740,4558,29950,3232,11356,1321,9209,826,24684,2969,19529,2186,14747,1887,11635,1225,4030,453,3124,453,5907,629,4770,508,1700,268,1212,220
N06000014,37715,10976,24566,2173,9129,2328,6345,456,26432,7869,17032,1531,16649,5028,10712,909,4806,1624,2887,295,4977,1217,3433,327,2154,779,1189,186
N06000015,39030,26533,11381,1116,9606,6460,2885,261,26754,18274,7755,725,17323,11753,5146,424,5173,3912,1110,151,4258,2609,1499,150,2670,1799,741,130
N06000016,35412,5733,27384,2295,9058,1447,7104,507,24549,3889,19045,1615,15365,2429,12045,891,4130,794,2984,352,5054,666,4016,372,1805,397,1235,173
N06000017,45766,19014,24659,2093,12225,4685,7014,526,30781,12863,16586,1332,18436,7485,10237,714,6421,3200,2939,282,5924,2178,3410,336,2760,1466,1059,235
N06000018,33260,22115,10586,559,8873,5904,2822,147,22082,14622,7105,355,14162,9297,4649,216,4732,3437,1223,72,3188,1888,1233,67,2305,1589,659,57
