GeographyCode,LC2116NI0001,LC2116NI0002,LC2116NI0003,LC2116NI0004,LC2116NI0005,LC2116NI0006,LC2116NI0007,LC2116NI0008,LC2116NI0009
N06000001,88533,6356,82177,42213,3456,38757,46320,2900,43420
N06000002,97995,5067,92928,46829,2696,44133,51166,2371,48795
N06000003,107615,7073,100542,52219,3924,48295,55396,3149,52247
N06000004,89872,2255,87617,42432,1219,41213,47440,1036,46404
N06000005,86916,11038,75878,42267,5799,36468,44649,5239,39410
N06000006,95890,11956,83934,47348,6277,41071,48542,5679,42863
N06000007,98103,4488,93615,49132,2435,46697,48971,2053,46918
N06000008,96591,4276,92315,46961,2291,44670,49630,1985,47645
N06000009,97364,7315,90049,47757,3994,43763,49607,3321,46286
N06000010,94457,6078,88379,47256,3283,43973,47201,2795,44406
N06000011,107388,4600,102788,53296,2508,50788,54092,2092,52000
N06000012,103991,25646,78345,51101,13001,38100,52890,12645,40245
N06000013,86272,7396,78876,41439,4013,37426,44833,3383,41450
N06000014,94820,9645,85175,46319,5105,41214,48501,4540,43961
N06000015,103964,5378,98586,51672,2876,48796,52292,2502,49790
N06000016,86183,10566,75617,42087,5592,36495,44096,4974,39122
N06000017,112428,6038,106390,55180,3258,51922,57248,2780,54468
N06000018,87329,5033,82296,43520,2679,40841,43809,2354,41455
