GeographyCode,LC2113NI0001,LC2113NI0002,LC2113NI0003,LC2113NI0004,LC2113NI0005,LC2113NI0006,LC2113NI0007,LC2113NI0008,LC2113NI0009,LC2113NI0010,LC2113NI0011,LC2113NI0012,LC2113NI0013,LC2113NI0014,LC2113NI0015
N06000001,88533,3316,85217,23254,884,22370,26837,1371,25466,22418,730,21688,16024,331,15693
N06000002,97995,11579,86416,29164,4053,25111,27909,3647,24262,24483,2754,21729,16439,1125,15314
N06000003,107615,13902,93713,34960,4582,30378,33876,5105,28771,23718,3153,20565,15061,1062,13999
N06000004,89872,18853,71019,31437,6884,24553,24952,5242,19710,21704,4958,16746,11779,1769,10010
N06000005,86916,3941,82975,25944,1320,24624,22733,1078,21655,23966,1022,22944,14273,521,13752
N06000006,95890,7825,88065,29640,3147,26493,26171,2360,23811,25132,1576,23556,14947,742,14205
N06000007,98103,13639,84464,29978,4531,25447,28558,4212,24346,25070,3380,21690,14497,1516,12981
N06000008,96591,13707,82884,32110,4376,27734,28110,4282,23828,24342,3679,20663,12029,1370,10659
N06000009,97364,3716,93648,27682,860,26822,27957,1451,26506,25670,983,24687,16055,422,15633
N06000010,94457,17233,77224,31443,6839,24604,28471,5509,22962,22257,3418,18839,12286,1467,10819
N06000011,107388,18517,88871,34574,7075,27499,31397,5594,25803,26495,4011,22484,14922,1837,13085
N06000012,103991,7303,96688,30229,2690,27539,29182,2280,26902,27004,1512,25492,17576,821,16755
N06000013,86272,2669,83603,22395,511,21884,22875,885,21990,24300,811,23489,16702,462,16240
N06000014,94820,6460,88360,28714,2172,26542,28211,2302,25909,24472,1521,22951,13423,465,12958
N06000015,103964,15304,88660,33562,5740,27822,29293,4316,24977,26393,3666,22727,14716,1582,13134
N06000016,86183,3078,83105,24316,874,23442,22608,934,21674,24637,869,23768,14622,401,14221
N06000017,112428,10764,101664,34617,3905,30712,33903,3503,30400,27841,2388,25453,16067,968,15099
N06000018,87329,13092,74237,27786,4837,22949,25003,3889,21114,22238,3081,19157,12302,1285,11017
