DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC3402NI","OCCUPANCY RATING BY LONG-TERM HEALTH PROBLEM OR DISABILITY","All usual residents in households","1. 'Day-to-day activities limited' covers any health problem or disability (including problems related to old age) which has lasted or is expected to last at least 12 months.; 2. Occupancy rating - The occupancy rating provides a measure of under-occupancy and overcrowding. For example, a value of -1 implies that there is one room too few and that there is overcrowding in the household. The occupancy rating assumes that every household, including one person households, requires a minimum of two common rooms (excluding bathrooms).; "
