GeographyCode,LC2501NI0001,LC2501NI0002,LC2501NI0003,LC2501NI0004,LC2501NI0005,LC2501NI0006,LC2501NI0007,LC2501NI0008,LC2501NI0009,LC2501NI0010,LC2501NI0011,LC2501NI0012,LC2501NI0013,LC2501NI0014,LC2501NI0015,LC2501NI0016,LC2501NI0017,LC2501NI0018,LC2501NI0019,LC2501NI0020,LC2501NI0021
N06000001,75141,20865,8428,10263,8427,20589,6569,65518,19266,7549,9193,7501,16948,5061,9623,1599,879,1070,926,3641,1508
N06000002,81552,29063,10679,11599,8829,15215,6167,73186,27264,9816,10527,7980,12629,4970,8366,1799,863,1072,849,2586,1197
N06000003,93724,17407,7155,10263,16100,36543,6256,75830,15392,6167,8865,13674,27860,3872,17894,2015,988,1398,2426,8683,2384
N06000004,72358,27546,10094,11002,8158,10818,4740,67326,26288,9541,10371,7641,9390,4095,5032,1258,553,631,517,1428,645
N06000005,72357,18282,8817,11342,9957,17280,6679,64667,16922,7969,10347,9004,14707,5718,7690,1360,848,995,953,2573,961
N06000006,79190,24470,9075,11874,9976,17566,6229,70490,22635,8166,10764,8974,14957,4994,8700,1835,909,1110,1002,2609,1235
N06000007,80237,25573,8968,11764,8758,17041,8133,65276,21506,7635,10094,7456,13863,4722,14961,4067,1333,1670,1302,3178,3411
N06000008,78383,25494,9146,11574,9742,17105,5322,67764,22493,8217,10344,8609,14061,4040,10619,3001,929,1230,1133,3044,1282
N06000009,80795,19755,9288,12338,9802,22679,6933,70507,18161,8095,10897,8630,19140,5584,10288,1594,1193,1441,1172,3539,1349
N06000010,76074,24511,8714,11503,9016,15615,6715,69170,22887,8003,10677,8363,14131,5109,6904,1624,711,826,653,1484,1606
N06000011,86877,26887,9715,12970,10129,18531,8645,73782,23460,8538,11551,8891,15510,5832,13095,3427,1177,1419,1238,3021,2813
N06000012,86137,27769,9700,13109,9896,17989,7674,77853,25932,8801,12056,9077,15859,6128,8284,1837,899,1053,819,2130,1546
N06000013,73038,15293,8413,11752,9390,22106,6084,62147,13524,7190,10221,8088,18219,4905,10891,1769,1223,1531,1302,3887,1179
N06000014,77330,19483,9587,12849,9772,18785,6854,68522,17967,8623,11514,8760,16206,5452,8808,1516,964,1335,1012,2579,1402
N06000015,83951,22788,9270,13113,10706,20057,8017,74226,20820,8315,11750,9607,17209,6525,9725,1968,955,1363,1099,2848,1492
N06000016,71638,18783,8956,11686,8928,16527,6758,64601,17381,8137,10680,8161,14411,5831,7037,1402,819,1006,767,2116,927
N06000017,92049,27752,11027,14416,10705,19789,8360,80266,25012,9758,13066,9675,17093,5662,11783,2740,1269,1350,1030,2696,2698
N06000018,70709,25130,7766,10153,7819,14309,5532,62262,22399,7038,9140,7051,12512,4122,8447,2731,728,1013,768,1797,1410
