GeographyCode,LC2407NI0001,LC2407NI0002,LC2407NI0003,LC2407NI0004,LC2407NI0005,LC2407NI0006,LC2407NI0007,LC2407NI0008,LC2407NI0009,LC2407NI0010,LC2407NI0011,LC2407NI0012,LC2407NI0013,LC2407NI0014,LC2407NI0015,LC2407NI0016,LC2407NI0017,LC2407NI0018,LC2407NI0019,LC2407NI0020,LC2407NI0021,LC2407NI0022,LC2407NI0023,LC2407NI0024,LC2407NI0025,LC2407NI0026,LC2407NI0027,LC2407NI0028
N06000001,40918,3455,26667,11743,8234,6690,10796,11675,993,7549,3303,2583,1663,3133,18343,1611,11851,5111,3661,3079,4881,10900,851,7267,3329,1990,1948,2782
N06000002,44601,16705,18512,8139,5997,4376,9384,18167,6597,7678,3394,2688,1596,3892,18577,6751,7807,3438,2422,1947,4019,7857,3357,3027,1307,887,833,1473
N06000003,46630,15524,17777,7347,6041,4389,13329,13668,3366,5643,2281,2024,1338,4659,19662,6456,7624,3162,2578,1884,5582,13300,5702,4510,1904,1439,1167,3088
N06000004,36580,25726,5283,2062,2260,961,5571,16314,11163,2496,985,1130,381,2655,14924,10576,2092,801,867,424,2256,5342,3987,695,276,263,156,660
N06000005,36112,5855,22440,11520,5825,5095,7817,7406,1266,4491,2241,1294,956,1649,15268,2427,9483,4839,2455,2189,3358,13438,2162,8466,4440,2076,1950,2810
N06000006,37981,13193,19013,9674,7079,2260,5775,7695,2632,3661,1625,1687,349,1402,15892,5398,7970,3951,3028,991,2524,14394,5163,7382,4098,2364,920,1849
N06000007,37590,18971,14032,2683,8270,3079,4587,6117,3388,1808,289,1162,357,921,14910,7429,5410,1019,3221,1170,2071,16563,8154,6814,1375,3887,1552,1595
N06000008,38404,24869,8012,3841,3131,1040,5523,12489,8298,2059,895,886,278,2132,16236,10543,3426,1642,1353,431,2267,9679,6028,2527,1304,892,331,1124
N06000009,39850,5924,25853,10559,9774,5520,8073,6304,845,4142,1577,1798,767,1317,16387,2464,10442,4176,4088,2178,3481,17159,2615,11269,4806,3888,2575,3275
N06000010,33690,19764,10325,4332,4187,1806,3601,4942,2749,1484,563,678,243,709,12862,7467,3889,1570,1659,660,1506,15886,9548,4952,2199,1850,903,1386
N06000011,40538,23814,11254,4421,4569,2264,5470,7352,4751,1396,505,664,227,1205,16510,9819,4253,1608,1818,827,2438,16676,9244,5605,2308,2087,1210,1827
N06000012,41458,9680,25489,16040,5310,4139,6289,7117,1673,4139,2473,1131,535,1305,16982,3941,10374,6532,2216,1626,2667,17359,4066,10976,7035,1963,1978,2317
N06000013,37740,3585,23994,11879,7049,5066,10161,6614,647,4220,2116,1320,784,1747,16306,1519,10270,5060,2915,2295,4517,14820,1419,9504,4703,2814,1987,3897
N06000014,37715,9695,20787,11623,5094,4070,7233,6017,1430,3323,1812,986,525,1264,15555,4000,8402,4755,2073,1574,3153,16143,4265,9062,5056,2035,1971,2816
N06000015,39030,24110,9645,5393,2584,1668,5275,5987,3870,1204,651,384,169,913,15385,9433,3602,1952,1030,620,2350,17658,10807,4839,2790,1170,879,2012
N06000016,35412,4892,22888,12953,5622,4313,7632,5631,888,3526,2038,918,570,1217,14144,1948,9045,5025,2301,1719,3151,15637,2056,10317,5890,2403,2024,3264
N06000017,45766,17103,21302,6446,9611,5245,7361,9658,4070,3748,1008,1938,802,1840,19649,7418,8905,2561,4124,2220,3326,16459,5615,8649,2877,3549,2223,2195
N06000018,33260,20288,9535,4454,3868,1213,3437,6506,4169,1436,615,676,145,901,13424,8283,3653,1677,1513,463,1488,13330,7836,4446,2162,1679,605,1048
