GeographyCode,LC2406NI0001,LC2406NI0002,LC2406NI0003,LC2406NI0004,LC2406NI0005,LC2406NI0006,LC2406NI0007,LC2406NI0008,LC2406NI0009,LC2406NI0010,LC2406NI0011,LC2406NI0012,LC2406NI0013,LC2406NI0014,LC2406NI0015,LC2406NI0016
N06000001,40918,4745,32740,3433,25926,2512,21657,1757,8152,825,6715,612,6840,1408,4368,1064
N06000002,44601,19485,22632,2484,24379,11021,12236,1122,12523,5073,6828,622,7699,3391,3568,740
N06000003,46630,18926,23034,4670,26401,11170,13611,1620,7192,1818,4699,675,13037,5938,4724,2375
N06000004,36580,28508,7078,994,20005,16322,3265,418,11865,8779,2811,275,4710,3407,1002,301
N06000005,36112,6862,26910,2340,26378,4770,20094,1514,4423,788,3367,268,5311,1304,3449,558
N06000006,37981,14531,22035,1415,25826,9743,15342,741,4980,1830,2948,202,7175,2958,3745,472
N06000007,37590,20848,15730,1012,26691,14130,12055,506,3694,2401,1175,118,7205,4317,2500,388
N06000008,38404,28110,9378,916,21751,15379,5956,416,9083,7229,1699,155,7570,5502,1723,345
N06000009,39850,7065,30324,2461,29499,5073,22983,1443,5283,816,4100,367,5068,1176,3241,651
N06000010,33690,21290,11708,692,24701,15634,8724,343,2889,1746,1081,62,6100,3910,1903,287
N06000011,40538,26491,13052,995,28586,18113,9995,478,4500,3224,1177,99,7452,5154,1880,418
N06000012,41458,10787,29066,1605,29346,7369,21092,885,4989,1230,3566,193,7123,2188,4408,527
N06000013,37740,4558,29950,3232,28432,3294,23097,2041,3874,371,3137,366,5434,893,3716,825
N06000014,37715,10976,24566,2173,28659,8235,19138,1286,3850,963,2578,309,5206,1778,2850,578
N06000015,39030,26533,11381,1116,28516,19084,8811,621,3207,2435,687,85,7307,5014,1883,410
N06000016,35412,5733,27384,2295,26254,3901,20931,1422,4332,741,3270,321,4826,1091,3183,552
N06000017,45766,19014,24659,2093,30786,12017,17746,1023,5898,2670,2886,342,9082,4327,4027,728
N06000018,33260,22115,10586,559,22615,14659,7675,281,4151,3061,1033,57,6494,4395,1878,221
