GeographyCode,LC2610NI0001,LC2610NI0002,LC2610NI0003,LC2610NI0004,LC2610NI0005,LC2610NI0006,LC2610NI0007,LC2610NI0008,LC2610NI0009,LC2610NI0010,LC2610NI0011,LC2610NI0012,LC2610NI0013,LC2610NI0014,LC2610NI0015,LC2610NI0016,LC2610NI0017,LC2610NI0018,LC2610NI0019,LC2610NI0020
N06000001,42630,6323,31732,4575,10763,1928,7781,1054,9570,1357,7022,1191,17230,2134,13316,1780,5067,904,3613,550
N06000002,40396,19419,18105,2872,7636,4386,2717,533,8271,3837,3748,686,18637,8718,8685,1234,5852,2478,2955,419
N06000003,55372,27097,22052,6223,19325,10773,6508,2044,11024,5018,4567,1439,19402,8943,8523,1936,5621,2363,2454,804
N06000004,33464,26682,5664,1118,5228,4206,780,242,6639,5182,1199,258,16638,13504,2680,454,4959,3790,1005,164
N06000005,41541,8640,29713,3188,8831,1952,6241,638,10546,2163,7518,865,17826,3566,12960,1300,4338,959,2994,385
N06000006,41416,17028,22665,1723,8529,3561,4591,377,11123,4711,5936,476,16976,6866,9461,649,4788,1890,2677,221
N06000007,46305,26252,18742,1311,8886,5256,3418,212,13418,7298,5752,368,18890,10679,7664,547,5111,3019,1908,184
N06000008,37685,27321,9309,1055,8420,6215,1875,330,8323,5854,2194,275,16745,12307,4091,347,4197,2945,1149,103
N06000009,48661,9897,35094,3670,12466,2846,8843,777,12238,2247,8990,1001,19529,3884,14171,1474,4428,920,3090,418
N06000010,42894,28012,13925,957,8914,6244,2531,139,13543,8758,4462,323,16022,10307,5382,333,4415,2703,1550,162
N06000011,47887,30414,16061,1412,10043,6571,3191,281,13021,7880,4753,388,19493,12418,6552,523,5330,3545,1565,220
N06000012,48624,13843,32641,2140,9743,2942,6440,361,13754,3977,9161,616,19940,5536,13515,889,5187,1388,3525,274
N06000013,41565,5944,30996,4625,10322,1644,7769,909,10212,1383,7564,1265,17687,2427,13273,1987,3344,490,2390,464
N06000014,48258,15725,29176,3357,10663,3726,6336,601,12395,3796,7683,916,20055,6542,12126,1387,5145,1661,3031,453
N06000015,47692,32511,13651,1530,10538,7531,2694,313,14566,9451,4610,505,18173,12558,5113,502,4415,2971,1234,210
N06000016,41427,7313,30927,3187,8452,1549,6372,531,11322,2026,8375,921,17754,3063,13351,1340,3899,675,2829,395
N06000017,52770,22927,27144,2699,10718,4293,5982,443,12655,5087,6918,650,23430,10601,11654,1175,5967,2946,2590,431
N06000018,36676,24174,11908,594,7314,5244,1955,115,11100,6872,4030,198,14450,9679,4570,201,3812,2379,1353,80
