GeographyCode,LC4301NI0001,LC4301NI0002,LC4301NI0003,LC4301NI0004,LC4301NI0005,LC4301NI0006,LC4301NI0007,LC4301NI0008,LC4301NI0009,LC4301NI0010,LC4301NI0011,LC4301NI0012
N06000001,91207,71123,20084,60698,49570,11128,16297,10116,6181,14212,11437,2775
N06000002,101489,74822,26667,60154,47073,13081,25478,15809,9669,15857,11940,3917
N06000003,108289,90143,18146,63047,53517,9530,14327,9053,5274,30915,27573,3342
N06000004,93176,67877,25299,54557,41896,12661,28438,18366,10072,10181,7615,2566
N06000005,87942,70721,17221,68271,56788,11483,8119,4875,3244,11552,9058,2494
N06000006,97681,78758,18923,70366,58471,11895,10349,6622,3727,16966,13665,3301
N06000007,101557,82993,18564,76179,63301,12878,7573,4964,2609,17805,14728,3077
N06000008,99430,77503,21927,61599,50228,11371,21025,14243,6782,16806,13032,3774
N06000009,100083,82581,17502,77424,65585,11839,10917,7160,3757,11742,9836,1906
N06000010,98502,79136,19366,77070,63103,13967,6408,4057,2351,15024,11976,3048
N06000011,111333,90169,21164,83683,69124,14559,9546,6257,3289,18104,14788,3316
N06000012,107293,87053,20240,80512,67222,13290,10197,6595,3602,16584,13236,3348
N06000013,87868,72082,15786,68862,58005,10857,7214,4382,2832,11792,9695,2097
N06000014,98171,81355,16816,78220,66254,11966,7616,4885,2731,12335,10216,2119
N06000015,107832,88236,19596,83913,70315,13598,6992,4463,2529,16927,13458,3469
N06000016,88672,71397,17275,69037,57392,11645,8847,5617,3230,10788,8388,2400
N06000017,117347,93211,24136,84454,69367,15087,11691,7205,4486,21202,16639,4563
N06000018,90467,70062,20405,67067,53873,13194,8678,5218,3460,14722,10971,3751
