DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2606NI","ECONOMIC ACTIVITY BY RELIGION","All usual residents aged 16 to 74","1. 'Religion' indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their current religion as Catholic or Roman Catholic.; 3. 'Part-time' is defined as working 30 hours or less per week.  'Full-time' is defined as working 31 or more hours per week."
