GeographyCode,LC5102NI0001,LC5102NI0002,LC5102NI0003,LC5102NI0004,LC5102NI0005,LC5102NI0006,LC5102NI0007,LC5102NI0008,LC5102NI0009,LC5102NI0010,LC5102NI0011,LC5102NI0012,LC5102NI0013,LC5102NI0014,LC5102NI0015,LC5102NI0016,LC5102NI0017,LC5102NI0018,LC5102NI0019,LC5102NI0020,LC5102NI0021
N06000001,75141,20865,8428,10263,8427,20589,6569,35356,8640,3764,4239,4237,9826,4650,39785,12225,4664,6024,4190,10763,1919
N06000002,81552,29063,10679,11599,8829,15215,6167,38323,12736,4871,4827,4397,6978,4514,43229,16327,5808,6772,4432,8237,1653
N06000003,93724,17407,7155,10263,16100,36543,6256,45121,7472,3426,4577,7893,17697,4056,48603,9935,3729,5686,8207,18846,2200
N06000004,72358,27546,10094,11002,8158,10818,4740,33463,12500,4324,4580,3664,4818,3577,38895,15046,5770,6422,4494,6000,1163
N06000005,72357,18282,8817,11342,9957,17280,6679,34830,8160,4080,4463,4989,8096,5042,37527,10122,4737,6879,4968,9184,1637
N06000006,79190,24470,9075,11874,9976,17566,6229,38713,12160,4534,5262,4585,7516,4656,40477,12310,4541,6612,5391,10050,1573
N06000007,80237,25573,8968,11764,8758,17041,8133,39962,13598,4807,5324,4099,6551,5583,40275,11975,4161,6440,4659,10490,2550
N06000008,78383,25494,9146,11574,9742,17105,5322,37621,11946,4395,5038,4631,7725,3886,40762,13548,4751,6536,5111,9380,1436
N06000009,80795,19755,9288,12338,9802,22679,6933,39257,9070,4490,5270,4809,10533,5085,41538,10685,4798,7068,4993,12146,1848
N06000010,76074,24511,8714,11503,9016,15615,6715,37735,12880,4540,4973,4198,5951,5193,38339,11631,4174,6530,4818,9664,1522
N06000011,86877,26887,9715,12970,10129,18531,8645,42732,13861,4968,5735,4593,7370,6205,44145,13026,4747,7235,5536,11161,2440
N06000012,86137,27769,9700,13109,9896,17989,7674,42118,13661,4763,5410,4997,7494,5793,44019,14108,4937,7699,4899,10495,1881
N06000013,73038,15293,8413,11752,9390,22106,6084,34592,6295,3855,4909,4598,10556,4379,38446,8998,4558,6843,4792,11550,1705
N06000014,77330,19483,9587,12849,9772,18785,6854,37385,9226,4478,5238,4896,8382,5165,39945,10257,5109,7611,4876,10403,1689
N06000015,83951,22788,9270,13113,10706,20057,8017,41445,11707,4643,5652,5019,8199,6225,42506,11081,4627,7461,5687,11858,1792
N06000016,71638,18783,8956,11686,8928,16527,6758,34563,8617,4196,4796,4277,7483,5194,37075,10166,4760,6890,4651,9044,1564
N06000017,92049,27752,11027,14416,10705,19789,8360,44718,13349,5518,6139,5206,8628,5878,47331,14403,5509,8277,5499,11161,2482
N06000018,70709,25130,7766,10153,7819,14309,5532,34997,13299,4076,4587,3556,5399,4080,35712,11831,3690,5566,4263,8910,1452
